#-----------------------------------------------------------------------
#  Inner and outer barrier heights, widths with uncertainties are in MeV 
#  Z   A  s   Syma   Va  dVa  hwa dwa  Symb   Vb  dVb hwb dwb  
#-----------------------------------------------------------------------
  80 196 Hg    S    16.9  .2
  80 198 Hg    S    16.6  .2
  80 199 Hg    S    18.2  .2
  80 200 Hg    S    17.7  .2
  81 200 Tl    S    22.8  .3
  81 201 Tl    S    23.1  .3
  82 204 Pb    S    23.5  .3
  82 205 Pb    S    24.6  .3
  82 206 Pb    S    25.3  .3
  82 207 Pb    S    27.0  .3
  82 208 Pb    S    27.4  .3
  83 206 Bi    S    22.4  .3
  83 207 Bi    S    22.8  .3
  83 208 Bi    S    23.8  .3
  83 209 Bi    S    24.3  .3
  83 210 BI    S    24.3  .3
  84 207 Bi    S    19.3  .3
  84 208 Po    S    19.9  .3
  84 209 Po    S    21.1  .3
  84 210 Po    S    21.2  .3
  84 211 Po    S    20.6  .3
  84 212 Po    S    19.6  .3
  85 212 At    S    18.6  .3
  85 213 At    S    17.3  .3
  86 216 Rn    S    13.5  .3
  88 225 Ra    S     7.6  .3
  88 226 Ra    S     8.5  .3
  88 227 Ra    S     8.2  .3
  88 228 Ra    S     8.0  .3
  89 226 Ac    S     7.8  .3
  89 227 Ac    S     7.4  .3
  89 228 Ac    S     7.1  .3
  90 230 Th    S     6.00 .3 0.90 .10  MA    6.70 .2 0.60 .10   
  90 231 Th    S     6.10 .1 0.80 .10  MA    6.35 .2 0.50 .10   
  90 232 Th    S     6.10 .3 0.90 .10  MA    6.40 .2 0.60 .10   
  90 233 Th    S     6.00 .3 0.70 .20  MA    6.35 .2 0.50 .20
  91 230 Pa    S     6.20 .3 0.60 .10  MA    6.40 .2 0.60 .10   
  91 231 Pa    S     5.90 .3 0.50 .10  MA    6.10 .2 0.50 .10   
  91 232 Pa    S     5.90 .2 0.60 .10  MA    6.30 .1 0.40 .10
  91 233 Pa    S     6.30 .3 0.50 .10  MA    6.40 .3 0.50 .10   
  91 234 Pa    S     6.10 .3 0.50 .10  MA    6.30 .3 0.40 .10   
  92 231 U     S     4.40 .3 0.70 .10  MA    5.50 .3 0.50 .10   
  92 232 U     S     5.30 .3 0.90 .10  MA    5.60 .3 0.60 .20   
  92 233 U     S     5.30 .2 0.70 .10  MA    5.80 .2 0.50 .10    
  92 234 U     S     5.30 .2 0.90 .10  MA    5.60 .2 0.60 .10    
  92 235 U     S     5.20 .2 0.70 .10  MA    6.00 .1 0.50 .10    
  92 236 U     S     5.85 .3 0.80 .10  MA    5.70 .2 0.60 .10    
  92 237 U     GA    6.35 .1 0.70 .10  MA    5.94 .1 0.50 .10    
  92 238 U     GA    6.30 .2 1.00 .10  MA    5.70 .2 0.60 .10
  92 239 U     GA    6.40 .1 0.70 .10  MA    5.90 .2 0.50 .10
  93 236 Np    GA    6.00 .1 0.60 .10  MA    5.70 .3 0.40 .10
  93 237 Np    GA    6.00 .1 0.95 .10  MA    5.50 .2 0.57 .10
  93 238 Np    GA    6.10 .2 0.60 .10  MA    5.90 .2 0.40 .10
  94 237 Pu    S     5.90 .2 0.70 .10  MA    5.70 .3 0.50 .10
  94 238 Pu    GA    5.60 .2 0.90 .10  MA    5.00 .3 0.60 .10
  94 239 Pu    GA    6.20 .1 0.70 .10  MA    5.70 .2 0.60 .10
  94 240 Pu    GA    6.05 .2 0.90 .10  MA    5.15 .1 0.60 .10
  94 241 Pu    GA    6.10 .1 0.70 .10  MA    5.60 .1 0.50 .10
  94 242 Pu    GA    5.95 .1 0.90 .10  MA    5.05 .2 0.60 .10
  94 243 Pu    GA    6.00 .1 0.60 .10  MA    5.45 .1 0.50 .10
  94 244 Pu    GA    5.70 .3 0.90 .10  MA    4.85 .4 0.60 .10
  94 245 Pu    GA    5.85 .1 0.70 .10  MA    5.25 .1 0.50 .10
  95 239 Am    GA    6.00 .3 0.80 .10  MA    5.40 .3 0.56 .10
  95 240 Am    GA    5.90 .2 0.60 .10  MA    5.60 .2 0.42 .10
  95 241 Am    GA    6.40 .2 0.80 .10  MA    5.50 .2 0.53 .10
  95 242 Am    GA    6.30 .2 0.60 .10  MA    5.90 .1 0.45 .10
  95 243 Am    GA    6.50 .2 0.90 .10  MA    5.00 .2 0.55 .10
  95 244 Am    GA    6.30 .1 0.60 .10  MA    6.00 .1 0.45 .10
  96 241 Cm    GA    6.60 .5 0.75 .15  MA    5.60 .5 0.55 .15
  96 242 Cm    GA    6.23 .4 0.95 .10  MA    5.00 .7 0.70 .10
  96 243 Cm    GA    6.40 .3 0.70 .15  MA    5.40 .3 0.50 .15
  96 244 Cm    GA    5.90 .2 0.99 .10  MA    5.10 .3 0.60 .10
  96 245 Cm    GA    6.35 .2 0.70 .10  MA    5.45 .3 0.50 .10
  96 246 Cm    GA    6.20 .2 0.90 .10  MA    5.00 .3 0.60 .10
  96 247 Cm    GA    6.15 .2 0.70 .10  MA    5.60 .3 0.50 .10
  96 248 Cm    GA    5.95 .2 0.97 .10  MA    4.90 .2 0.60 .10
  96 249 Cm    GA    5.55 .2 0.70 .10  MA    5.00 .2 0.50 .10
