  13  20 Al 0                        43.180  -0.180   9.999
  13  21 Al 1    27.090     0.600    24.714   0.120   9.999
  13  22 Al 1    18.201     0.401    15.634   0.290   3.193
  13  23 Al 2     6.748     0.000     4.171   0.350   3.143
  13  24 Al 2    -0.049     0.000    -2.010   0.410   3.142
  13  25 Al 2    -8.916     0.000    -8.688   0.400   3.129
  13  26 Al 2   -12.210     0.000   -12.224   0.310   3.119
  13  27 Al 2   -17.197     0.000   -17.256  -0.340   3.167
  13  28 Al 2   -16.851     0.000   -17.342   0.210   3.168
  13  29 Al 2   -18.208     0.000   -18.686   0.210   3.223
  13  30 Al 2   -15.864     0.002   -16.656   0.190   3.220
  13  31 Al 2   -14.951     0.002   -15.633   0.150   3.218
  13  32 Al 2   -11.099     0.007   -11.240   0.110   3.235
  13  33 Al 2    -8.497     0.007    -8.208   0.040   3.253
  13  34 Al 2    -2.998     0.002    -3.806   0.140   3.258
  13  35 Al 2    -0.224     0.007    -1.241   0.240   3.267
  13  36 Al 2     5.950     0.150     4.766   0.310   3.285
  13  37 Al 2     9.810     0.180     8.990   0.340   3.293
  13  38 Al 1    16.470     0.150    15.337   0.330   3.305
  13  39 Al 1    21.490     0.300    20.613   0.330   3.323
  13  40 Al 1    28.820     0.300    28.953   0.340   3.319
  13  41 Al 1    34.590     0.400    36.263   0.330   3.308
  13  42 Al 1    41.990     0.500    48.160   0.290   9.999
  13  43 Al 1    48.270     0.600    55.520   0.220   9.999
  13  44 Al 0                        64.190   0.170   9.999
  13  45 Al 0                        72.220   0.130   9.999
  13  46 Al 0                        81.400   0.090   9.999
  13  47 Al 0                        90.260   0.080   9.999
  14  21 Si 0                        52.420   0.000   9.999
  14  22 Si 1    33.640     0.500    31.001   0.000   9.999
  14  23 Si 1    23.950     0.500    21.303  -0.170   3.248
  14  24 Si 2    10.745     0.019     8.547   0.240   3.195
  14  25 Si 2     3.827     0.010     1.109   0.390   3.222
  14  26 Si 2    -7.141     0.000    -8.022  -0.320   3.206
  14  27 Si 2   -12.385     0.000   -12.826  -0.340   3.199
  14  28 Si 2   -21.493     0.000   -19.708  -0.370   3.199
  14  29 Si 2   -21.895     0.000   -20.754  -0.270   3.216
  14  30 Si 2   -24.433     0.000   -23.020   0.000   3.228
  14  31 Si 2   -22.949     0.000   -22.662  -0.180   3.254
  14  32 Si 2   -24.078     0.000   -23.120   0.000   3.231
  14  33 Si 2   -20.514     0.001   -19.898  -0.080   3.260
  14  34 Si 2   -19.992     0.001   -18.336   0.000   3.282
  14  35 Si 2   -14.391     0.036   -14.325  -0.080   3.294
  14  36 Si 2   -12.436     0.072   -12.713   0.030   3.295
  14  37 Si 2    -6.572     0.114    -7.645   0.270   3.348
  14  38 Si 2    -4.170     0.105    -5.163   0.290   3.369
  14  39 Si 2     2.320     0.136     0.612   0.300   3.376
  14  40 Si 2     5.667     0.122     5.291   0.300   3.381
  14  41 Si 1    13.200     0.300    12.492  -0.290   3.371
  14  42 Si 1    16.840     0.300    17.674  -0.320   3.367
  14  43 Si 1    24.330     0.400    25.611  -0.280   3.369
  14  44 Si 1    29.310     0.500    32.332  -0.250   3.378
  14  45 Si 1    37.090     0.600    41.120  -0.210   3.385
  14  46 Si 0                        48.965   0.000   3.377
  14  47 Si 0                        57.728   0.000   3.390
  14  48 Si 0                        66.366   0.000   3.404
  14  49 Si 0                        79.140  -0.090   9.999
  14  50 Si 0                        88.400   0.000   9.999
  15  22 P  0                        61.250  -0.140   9.999
  15  23 P  0                        41.447   0.000   9.999
  15  24 P  1    34.020     0.500    31.863  -0.140   9.999
  15  25 P  1    20.190     0.400    17.684  -0.100   3.286
  15  26 P  1    10.973     0.196     8.716   0.030   3.232
  15  27 P  2    -0.659     0.009    -1.975   0.230   3.226
  15  28 P  2    -7.148     0.001    -8.298  -0.220   3.251
  15  29 P  2   -16.953     0.000   -16.093  -0.280   3.239
  15  30 P  2   -20.201     0.000   -19.623   0.000   3.237
  15  31 P  2   -24.441     0.000   -23.716   0.000   3.272
  15  32 P  2   -24.305     0.000   -24.202   0.120   3.287
  15  33 P  2   -26.337     0.001   -26.018   0.000   3.284
  15  34 P  2   -24.549     0.001   -24.176  -0.070   3.295
  15  35 P  2   -24.858     0.002   -23.714   0.000   3.311
  15  36 P  2   -20.251     0.013   -20.475  -0.070   3.323
  15  37 P  2   -18.996     0.038   -19.951   0.130   3.341
  15  38 P  2   -14.622     0.073   -16.141   0.220   3.364
  15  39 P  2   -12.775     0.113   -14.519   0.230   3.372
  15  40 P  2    -8.139     0.084    -9.705   0.280   3.388
  15  41 P  2    -4.980     0.120    -6.018   0.270   3.392
  15  42 P  2     1.092     0.095     0.608   0.290   3.396
  15  43 P  1     5.040     0.300     5.170  -0.270   3.395
  15  44 P  1    11.110     0.400    12.047   0.150   3.367
  15  45 P  1    15.960     0.500    17.802   0.180   3.388
  15  46 P  1    22.840     0.500    25.813   0.120   3.406
  15  47 P  1    28.810     0.600    32.883   0.000   3.417
  15  48 P  0                        40.987   0.000   3.431
  15  49 P  0                        48.975   0.000   3.445
  15  50 P  0                        61.360  -0.090   9.999
  15  51 P  0                        69.890   0.060   9.999
  15  52 P  0                        80.420   0.070   9.999
  16  24 S  0                        50.733   0.000   9.999
  16  25 S  0                        40.494  -0.090   9.999
  16  26 S  1    27.680     0.600    26.635   0.000   3.359
  16  27 S  1    17.491     0.400    16.468  -0.010   3.330
  16  28 S  2     4.073     0.160     3.314   0.280   3.308
  16  29 S  2    -3.094     0.013    -4.821  -0.170   3.308
  16  30 S  2   -14.059     0.000   -13.153   0.000   3.292
  16  31 S  2   -19.043     0.000   -18.629   0.000   3.302
  16  32 S  2   -26.016     0.000   -24.366   0.210   3.341
  16  33 S  2   -26.586     0.000   -26.232  -0.160   3.326
  16  34 S  2   -29.932     0.000   -29.020   0.000   3.324
  16  35 S  2   -28.846     0.000   -28.454  -0.080   3.339
  16  36 S  2   -30.664     0.000   -29.372   0.000   3.346
  16  37 S  2   -26.896     0.000   -27.201  -0.070   3.361
  16  38 S  2   -26.861     0.007   -27.712   0.000   3.368
  16  39 S  2   -23.163     0.050   -24.496   0.210   3.390
  16  40 S  2   -22.838     0.004   -23.837   0.240   3.394
  16  41 S  2   -19.009     0.004   -20.334   0.280   3.412
  16  42 S  2   -17.638     0.003   -17.443   0.290   3.424
  16  43 S  2   -12.195     0.005   -12.451   0.310   3.443
  16  44 S  2    -9.204     0.005    -8.842  -0.240   3.438
  16  45 S  1    -3.340     0.300    -3.174  -0.200   3.437
  16  46 S  1     0.640     0.400     2.377  -0.170   3.437
  16  47 S  1     7.200     0.400     9.806  -0.150   3.461
  16  48 S  1    12.390     0.500    16.283   0.000   3.466
  16  49 S  1    20.391     0.583    23.826   0.000   3.479
  16  50 S  0                        31.203   0.000   3.496
  16  51 S  0                        43.510   0.060   9.999
  16  52 S  0                        50.910   0.010   9.999
  16  53 S  0                        60.610   0.000   9.999
  16  54 S  0                        68.320   0.000   9.999
  16  55 S  0                        78.450   0.040   9.999
  16  56 S  0                        86.630   0.000   9.999
  17  27 Cl 0                        38.940   0.140   9.999
  17  28 Cl 1    28.270     0.500    29.960  -0.110   9.999
  17  29 Cl 1    14.022     0.189    11.986  -0.160   3.392
  17  30 Cl 2     4.675     0.024     3.296  -0.180   3.380
  17  31 Cl 2    -7.035     0.003    -7.578  -0.200   3.337
  17  32 Cl 2   -13.335     0.001   -13.727   0.120   3.368
  17  33 Cl 2   -21.003     0.000   -20.850  -0.160   3.366
  17  34 Cl 2   -24.440     0.000   -24.213  -0.170   3.375
  17  35 Cl 2   -29.014     0.000   -28.187  -0.180   3.386
  17  36 Cl 2   -29.522     0.000   -28.630  -0.100   3.380
  17  37 Cl 2   -31.762     0.000   -30.486   0.010   3.386
  17  38 Cl 2   -29.798     0.000   -29.467  -0.070   3.398
  17  39 Cl 2   -29.800     0.002   -30.955  -0.040   3.405
  17  40 Cl 2   -27.558     0.032   -28.808   0.190   3.428
  17  41 Cl 2   -27.307     0.069   -29.192   0.200   3.436
  17  42 Cl 2   -24.832     0.060   -26.488   0.240   3.452
  17  43 Cl 2   -24.160     0.062   -24.792   0.210   3.454
  17  44 Cl 2   -20.479     0.086   -20.924   0.170   3.454
  17  45 Cl 2   -18.263     0.136   -18.236  -0.210   3.475
  17  46 Cl 2   -13.735     0.097   -13.211  -0.180   3.469
  17  47 Cl 1    -9.580     0.200    -8.687  -0.170   3.472
  17  48 Cl 1    -4.280     0.500    -2.009  -0.170   3.499
  17  49 Cl 1     0.740     0.400     3.810  -0.150   3.522
  17  50 Cl 1     7.700     0.400    10.880  -0.040   3.518
  17  51 Cl 1    14.290     0.700    17.231  -0.070   3.539
  17  52 Cl 1    22.360     0.700    28.960   0.070   9.999
  17  53 Cl 0                        35.380  -0.140   9.999
  17  54 Cl 0                        44.440   0.010   9.999
  17  55 Cl 0                        51.310   0.010   9.999
  17  56 Cl 0                        60.700   0.040   9.999
  17  57 Cl 0                        68.090   0.000   9.999
  17  58 Cl 0                        77.920  -0.050   9.999
  17  59 Cl 0                        85.940   0.010   9.999
  17  60 Cl 0                        96.980   0.080   9.999
  17  61 Cl 0                       105.380   0.210   9.999
  18  29 Ar 1    37.969     0.439    37.510   0.020   9.999
  18  30 Ar 1    22.071     0.179    19.566   0.080   3.433
  18  31 Ar 1    11.325     0.200     9.704   0.160   3.422
  18  32 Ar 2    -2.200     0.002    -2.079   0.000   3.392
  18  33 Ar 2    -9.384     0.000    -9.804   0.000   3.407
  18  34 Ar 2   -18.378     0.000   -17.995   0.000   3.405
  18  35 Ar 2   -23.047     0.001   -22.705  -0.180   3.424
  18  36 Ar 2   -30.232     0.000   -28.474   0.000   3.405
  18  37 Ar 2   -30.948     0.000   -30.182  -0.070   3.416
  18  38 Ar 2   -34.715     0.000   -33.889   0.000   9.999
  18  39 Ar 2   -33.242     0.005   -33.382  -0.060   3.433
  18  40 Ar 2   -35.040     0.000   -36.035   0.000   3.438
  18  41 Ar 2   -33.068     0.000   -34.777   0.040   3.452
  18  42 Ar 2   -34.423     0.006   -36.085   0.030   3.463
  18  43 Ar 2   -32.010     0.005   -33.557   0.060   3.475
  18  44 Ar 2   -32.673     0.002   -33.699   0.070   3.485
  18  45 Ar 2   -29.771     0.001   -30.658   0.120   3.494
  18  46 Ar 2   -29.771     0.002   -29.205   0.000   3.491
  18  47 Ar 2   -25.367     0.001   -24.869  -0.140   3.503
  18  48 Ar 2   -22.355     0.017   -21.001  -0.170   3.506
  18  49 Ar 1   -17.060     0.400   -14.889  -0.150   3.530
  18  50 Ar 1   -13.230     0.500   -10.116   0.000   3.538
  18  51 Ar 1    -6.490     0.400    -3.788   0.000   3.550
  18  52 Ar 1    -1.380     0.600     1.623   0.000   3.569
  18  53 Ar 1     6.791     0.699     9.530   0.050   3.583
  18  54 Ar 1    12.560     0.800    15.007   0.000   3.596
  18  55 Ar 0                        23.525   0.000   3.609
  18  56 Ar 0                        29.446   0.000   3.623
  18  57 Ar 0                        38.736   0.040   3.640
  18  58 Ar 0                        45.268   0.000   3.653
  18  59 Ar 0                        56.990  -0.040   9.999
  18  60 Ar 0                        64.370   0.000   9.999
  18  61 Ar 0                        74.780   0.050   9.999
  18  62 Ar 0                        82.630   0.050   9.999
  19  31 K  1    34.260     0.300    30.502  -0.090   3.521
  19  32 K  1    21.990     0.400    19.807   0.120   3.495
  19  33 K  1     7.540     0.200     6.763  -0.090   3.468
  19  34 K  1    -1.220     0.196    -1.973  -0.070   3.465
  19  35 K  2   -11.173     0.001   -11.521  -0.080   3.439
  19  36 K  2   -17.417     0.000   -17.154  -0.100   3.445
  19  37 K  2   -24.800     0.000   -24.413  -0.070   3.448
  19  38 K  2   -28.801     0.000   -27.778  -0.080   9.999
  19  39 K  2   -33.807     0.000   -33.511  -0.030   9.999
  19  40 K  2   -33.535     0.000   -33.802  -0.070   9.999
  19  41 K  2   -35.560     0.000   -36.611  -0.060   3.478
  19  42 K  2   -35.022     0.000   -36.373  -0.060   3.490
  19  43 K  2   -36.575     0.000   -38.679  -0.080   3.503
  19  44 K  2   -35.781     0.000   -37.180  -0.080   3.512
  19  45 K  2   -36.616     0.001   -38.117  -0.080   3.521
  19  46 K  2   -35.414     0.001   -35.762  -0.100   3.527
  19  47 K  2   -35.712     0.001   -35.437  -0.080   3.530
  19  48 K  2   -32.284     0.001   -31.978  -0.100   3.535
  19  49 K  2   -29.611     0.001   -29.193  -0.090   3.540
  19  50 K  2   -25.728     0.008   -23.912   0.060   3.556
  19  51 K  2   -22.515     0.013   -19.328  -0.060   3.579
  19  52 K  2   -17.138     0.034   -13.397  -0.060   3.588
  19  53 K  2   -12.296     0.112    -9.015  -0.080   3.608
  19  54 K  1    -5.150     0.400    -1.975  -0.090   3.623
  19  55 K  1     0.470     0.500     2.760  -0.080   3.634
  19  56 K  1     7.980     0.600    10.863  -0.060   9.999
  19  57 K  1    14.130     0.600    15.789  -0.060   9.999
  19  58 K  1    21.930     0.700    24.069  -0.060   9.999
  19  59 K  1    28.750     0.800    29.722  -0.050   9.999
  19  60 K  0                        39.720  -0.050   9.999
  19  61 K  0                        46.590  -0.050   9.999
  19  62 K  0                        56.210  -0.050   9.999
  19  63 K  0                        63.430  -0.060   9.999
  20  32 Ca 0                        40.131   0.000   3.598
  20  33 Ca 1    31.030     0.400    28.860   0.040   3.562
  20  34 Ca 1    14.890     0.300    14.334   0.000   3.530
  20  35 Ca 1     5.190     0.200     4.598   0.000   3.511
  20  36 Ca 2    -6.451     0.040    -6.184   0.000   3.468
  20  37 Ca 2   -13.136     0.001   -12.793   0.010   3.475
  20  38 Ca 2   -22.059     0.000   -21.869   0.000   9.999
  20  39 Ca 2   -27.283     0.001   -27.360  -0.030   9.999
  20  40 Ca 2   -34.846     0.000   -34.878   0.000   9.999
  20  41 Ca 2   -35.138     0.000   -35.712  -0.040   9.999
  20  42 Ca 2   -38.547     0.000   -39.616   0.000   9.999
  20  43 Ca 2   -38.409     0.000   -39.716   0.010   9.999
  20  44 Ca 2   -41.469     0.000   -42.520   0.000   3.532
  20  45 Ca 2   -40.812     0.000   -41.823   0.020   3.540
  20  46 Ca 2   -43.140     0.002   -43.653   0.000   3.548
  20  47 Ca 2   -42.345     0.002   -41.898   0.050   3.553
  20  48 Ca 2   -44.225     0.000   -42.850   0.000   3.556
  20  49 Ca 2   -41.300     0.000   -39.894   0.030   3.566
  20  50 Ca 2   -39.589     0.002   -38.295   0.000   3.578
  20  51 Ca 2   -36.332     0.001   -33.451  -0.020   9.999
  20  52 Ca 2   -34.266     0.001   -30.828   0.000   9.999
  20  53 Ca 2   -29.388     0.044   -25.430   0.000   9.999
  20  54 Ca 2   -25.161     0.048   -21.977   0.000   9.999
  20  55 Ca 2   -18.650     0.160   -15.769   0.000   9.999
  20  56 Ca 2   -13.510     0.250   -11.930   0.000   9.999
  20  57 Ca 1    -6.560     0.400    -5.044  -0.010   9.999
  20  58 Ca 1    -1.530     0.500    -0.885   0.000   9.999
  20  59 Ca 1     5.810     0.600     6.834   0.020   9.999
  20  60 Ca 1    11.000     0.700    11.471   0.000   9.999
  20  61 Ca 1    19.010     0.800    20.629  -0.030   9.999
  20  62 Ca 0                        26.069   0.000   9.999
  20  63 Ca 0                        35.074  -0.010   9.999
  20  64 Ca 0                        41.268   0.000   9.999
  20  65 Ca 0                        52.550   0.000   9.999
  20  66 Ca 0                        59.430   0.000   9.999
  20  67 Ca 0                        69.050   0.020   9.999
  20  68 Ca 0                        76.230   0.000   9.999
  20  69 Ca 0                        86.240   0.040   9.999
  20  70 Ca 0                        93.670   0.000   9.999
  21  35 Sc 1    27.100     0.400    24.657  -0.070   3.578
  21  36 Sc 1    16.150     0.300    13.771   0.100   3.521
  21  37 Sc 1     3.780     0.300     2.308  -0.070   3.510
  21  38 Sc 1    -4.249     0.200    -5.457  -0.080   3.518
  21  39 Sc 2   -14.173     0.024   -15.174  -0.070   3.527
  21  40 Sc 2   -20.523     0.003   -21.352  -0.070   9.999
  21  41 Sc 2   -28.642     0.000   -29.425  -0.040   9.999
  21  42 Sc 2   -32.121     0.000   -31.999  -0.070   9.999
  21  43 Sc 2   -36.188     0.002   -36.910  -0.060   3.548
  21  44 Sc 2   -37.816     0.002   -38.593   0.070   3.560
  21  45 Sc 2   -41.072     0.001   -42.732  -0.070   3.569
  21  46 Sc 2   -41.762     0.001   -42.982   0.080   3.578
  21  47 Sc 2   -44.337     0.002   -45.537  -0.070   3.584
  21  48 Sc 2   -44.504     0.005   -44.995   0.100   3.590
  21  49 Sc 2   -46.562     0.002   -46.183  -0.060   3.591
  21  50 Sc 2   -44.537     0.003   -44.269  -0.070   3.603
  21  51 Sc 2   -43.250     0.003   -43.205  -0.070   3.615
  21  52 Sc 2   -40.524     0.003   -39.234  -0.070   3.632
  21  53 Sc 2   -38.770     0.018   -36.759  -0.060   3.648
  21  54 Sc 2   -34.438     0.014   -31.949  -0.060   3.657
