#
#  Z   A s fl     Mexp      Err 
#                 [MeV]    [MeV] 
#----------------------------------
   0   1 n  2     8.071     0.000
  31  84 Ga 2   -44.094     0.030
  31  85 Ga 2   -39.744     0.037
  31  86 Ga 1   -33.760     0.400
  31  87 Ga 1   -28.870     0.500
  31  88 Ga 1   -22.390     0.500
  32  58 Ge 1    -7.580     0.500
  32  59 Ge 1   -16.370     0.400
  32  60 Ge 1   -27.530     0.300
  32  61 Ge 1   -33.790     0.300
  32  62 Ge 1   -42.140     0.140
  32  63 Ge 2   -46.921     0.037
  32  64 Ge 2   -54.316     0.004
  32  65 Ge 2   -56.478     0.002
  32  66 Ge 2   -61.607     0.002
  32  67 Ge 2   -62.674     0.004
  32  68 Ge 2   -66.979     0.002
  32  69 Ge 2   -67.101     0.001
  32  70 Ge 2   -70.562     0.001
  32  71 Ge 2   -69.907     0.001
  32  72 Ge 2   -72.586     0.000
  32  73 Ge 2   -71.298     0.000
  32  74 Ge 2   -73.422     0.000
  32  75 Ge 2   -71.857     0.000
  32  76 Ge 2   -73.213     0.000
  32  77 Ge 2   -71.213     0.000
  32  78 Ge 2   -71.862     0.004
  32  79 Ge 2   -69.527     0.037
  32  80 Ge 2   -69.535     0.002
  32  81 Ge 2   -66.292     0.002
  32  82 Ge 2   -65.415     0.002
  32  83 Ge 2   -60.976     0.002
  32  84 Ge 2   -58.148     0.003
  32  85 Ge 2   -53.123     0.004
  32  86 Ge 2   -49.400     0.438
  32  87 Ge 1   -43.590     0.300
  32  88 Ge 1   -39.520     0.400
  32  89 Ge 1   -33.040     0.400
  32  90 Ge 1   -28.470     0.500
  33  60 As 1    -5.640     0.400
  33  61 As 1   -17.200     0.300
  33  62 As 1   -24.420     0.300
  33  63 As 1   -33.500     0.200
  33  64 As 1   -39.532     0.203
  33  65 As 2   -46.937     0.085
  33  66 As 2   -52.025     0.006
  33  67 As 2   -56.587     0.000
  33  68 As 2   -58.895     0.002
  33  69 As 2   -63.112     0.032
  33  70 As 2   -64.334     0.001
  33  71 As 2   -67.893     0.004
  33  72 As 2   -68.230     0.004
  33  73 As 2   -70.953     0.004
  33  74 As 2   -70.860     0.002
  33  75 As 2   -73.034     0.001
  33  76 As 2   -72.291     0.001
  33  77 As 2   -73.916     0.002
  33  78 As 2   -72.817     0.010
  33  79 As 2   -73.636     0.005
  33  80 As 2   -72.215     0.003
  33  81 As 2   -72.533     0.003
  33  82 As 2   -70.105     0.004
  33  83 As 2   -69.669     0.003
  33  84 As 2   -65.854     0.003
  33  85 As 2   -63.189     0.003
  33  86 As 2   -58.962     0.003
  33  87 As 2   -55.618     0.003
  33  88 As 1   -50.450     0.200
  33  89 As 1   -46.530     0.300
  33  90 As 1   -40.990     0.400
  33  91 As 1   -36.500     0.400
  33  92 As 1   -30.380     0.500
  34  63 Se 1   -16.850     0.500
  34  64 Se 1   -26.860     0.500
  34  65 Se 1   -33.020     0.300
  34  66 Se 1   -41.660     0.200
  34  67 Se 2   -46.580     0.067
  34  68 Se 2   -54.189     0.000
  34  69 Se 2   -56.435     0.001
  34  70 Se 2   -61.930     0.002
  34  71 Se 2   -63.147     0.003
  34  72 Se 2   -67.868     0.002
  34  73 Se 2   -68.227     0.007
  34  74 Se 2   -72.213     0.000
  34  75 Se 2   -72.169     0.000
  34  76 Se 2   -75.252     0.000
  34  77 Se 2   -74.600     0.000
  34  78 Se 2   -77.026     0.000
  34  79 Se 2   -75.917     0.000
  34  80 Se 2   -77.759     0.001
  34  81 Se 2   -76.389     0.001
  34  82 Se 2   -77.594     0.000
  34  83 Se 2   -75.341     0.003
  34  84 Se 2   -75.948     0.002
  34  85 Se 2   -72.414     0.003
  34  86 Se 2   -70.503     0.003
  34  87 Se 2   -66.426     0.002
  34  88 Se 2   -63.884     0.003
  34  89 Se 2   -58.992     0.004
  34  90 Se 2   -55.800     0.330
  34  91 Se 2   -50.580     0.433
  34  92 Se 1   -46.724     0.400
  34  93 Se 1   -40.860     0.400
  34  94 Se 1   -36.803     0.500
  34  95 Se 1   -30.460     0.500
  35  65 Br 1   -16.490     0.500
  35  66 Br 1   -23.570     0.400
  35  67 Br 1   -32.530     0.300
  35  68 Br 1   -38.791     0.259
  35  69 Br 2   -46.259     0.042
  35  70 Br 2   -51.426     0.015
  35  71 Br 2   -56.502     0.005
  35  72 Br 2   -59.062     0.001
  35  73 Br 2   -63.646     0.007
  35  74 Br 2   -65.288     0.006
  35  75 Br 2   -69.107     0.004
  35  76 Br 2   -70.289     0.009
  35  77 Br 2   -73.235     0.003
  35  78 Br 2   -73.452     0.004
  35  79 Br 2   -76.068     0.001
  35  80 Br 2   -75.889     0.001
  35  81 Br 2   -77.977     0.001
  35  82 Br 2   -77.499     0.001
  35  83 Br 2   -79.014     0.004
  35  84 Br 2   -77.783     0.026
  35  85 Br 2   -78.575     0.003
  35  86 Br 2   -75.632     0.003
  35  87 Br 2   -73.892     0.003
  35  88 Br 2   -70.716     0.003
  35  89 Br 2   -68.274     0.003
  35  90 Br 2   -64.000     0.003
  35  91 Br 2   -61.107     0.004
  35  92 Br 2   -56.233     0.007
  35  93 Br 2   -52.890     0.431
  35  94 Br 1   -47.650     0.200
  35  95 Br 1   -43.850     0.300
  35  96 Br 1   -38.210     0.300
  35  97 Br 1   -34.000     0.400
  35  98 Br 1   -28.050     0.400
  36  67 Kr 1   -15.552     0.424
  36  68 Kr 1   -25.626     0.500
  36  69 Kr 1   -32.140     0.300
  36  70 Kr 1   -41.100     0.200
  36  71 Kr 2   -46.327     0.129
  36  72 Kr 2   -53.941     0.008
  36  73 Kr 2   -56.552     0.007
  36  74 Kr 2   -62.332     0.002
  36  75 Kr 2   -64.324     0.008
  36  76 Kr 2   -69.014     0.004
  36  77 Kr 2   -70.169     0.002
  36  78 Kr 2   -74.178     0.000
  36  79 Kr 2   -74.442     0.003
  36  80 Kr 2   -77.893     0.001
  36  81 Kr 2   -77.696     0.001
  36  82 Kr 2   -80.592     0.000
  36  83 Kr 2   -79.991     0.000
  36  84 Kr 2   -82.439     0.000
  36  85 Kr 2   -81.480     0.002
  36  86 Kr 2   -83.266     0.000
  36  87 Kr 2   -80.710     0.000
  36  88 Kr 2   -79.691     0.003
  36  89 Kr 2   -76.536     0.002
  36  90 Kr 2   -74.959     0.002
  36  91 Kr 2   -70.974     0.002
  36  92 Kr 2   -68.769     0.003
  36  93 Kr 2   -64.136     0.003
  36  94 Kr 2   -61.348     0.012
  36  95 Kr 2   -56.159     0.019
  36  96 Kr 2   -53.082     0.019
  36  97 Kr 2   -47.424     0.130
  36  98 Kr 1   -44.120     0.300
  36  99 Kr 1   -38.400     0.400
  36 100 Kr 1   -34.470     0.400
  36 101 Kr 1   -28.580     0.500
  37  71 Rb 1   -32.290     0.400
  37  72 Rb 1   -38.330     0.500
  37  73 Rb 2   -46.012     0.041
  37  74 Rb 2   -51.916     0.003
  37  75 Rb 2   -57.219     0.001
  37  76 Rb 2   -60.479     0.001
  37  77 Rb 2   -64.830     0.001
  37  78 Rb 2   -66.935     0.003
  37  79 Rb 2   -70.803     0.002
  37  80 Rb 2   -72.175     0.002
  37  81 Rb 2   -75.457     0.005
  37  82 Rb 2   -76.188     0.003
  37  83 Rb 2   -79.071     0.002
  37  84 Rb 2   -79.759     0.002
  37  85 Rb 2   -82.167     0.000
  37  86 Rb 2   -82.747     0.000
  37  87 Rb 2   -84.598     0.000
  37  88 Rb 2   -82.609     0.000
  37  89 Rb 2   -81.712     0.005
  37  90 Rb 2   -79.366     0.006
  37  91 Rb 2   -77.745     0.008
  37  92 Rb 2   -74.772     0.006
  37  93 Rb 2   -72.620     0.008
  37  94 Rb 2   -68.563     0.002
  37  95 Rb 2   -65.890     0.020
  37  96 Rb 2   -61.354     0.003
  37  97 Rb 2   -58.519     0.002
  37  98 Rb 2   -54.369     0.016
  37  99 Rb 2   -51.121     0.004
  37 100 Rb 2   -46.266     0.013
  37 101 Rb 2   -42.567     0.020
  37 102 Rb 2   -37.252     0.083
  37 103 Rb 1   -33.160     0.400
  37 104 Rb 1   -27.450     0.500
  38  73 Sr 1   -31.950     0.401
  38  74 Sr 1   -40.827     0.100
  38  75 Sr 2   -46.619     0.220
  38  76 Sr 2   -54.248     0.034
  38  77 Sr 2   -57.803     0.008
  38  78 Sr 2   -63.174     0.007
  38  79 Sr 2   -65.480     0.007
  38  80 Sr 2   -70.311     0.003
  38  81 Sr 2   -71.528     0.003
  38  82 Sr 2   -76.010     0.006
  38  83 Sr 2   -76.798     0.007
  38  84 Sr 2   -80.650     0.001
  38  85 Sr 2   -81.103     0.003
  38  86 Sr 2   -84.523     0.000
  38  87 Sr 2   -84.880     0.000
  38  88 Sr 2   -87.922     0.000
  38  89 Sr 2   -86.209     0.000
  38  90 Sr 2   -85.951     0.001
  38  91 Sr 2   -83.652     0.005
  38  92 Sr 2   -82.867     0.003
  38  93 Sr 2   -80.086     0.008
  38  94 Sr 2   -78.846     0.002
  38  95 Sr 2   -75.117     0.006
  38  96 Sr 2   -72.918     0.008
  38  97 Sr 2   -68.581     0.003
  38  98 Sr 2   -66.422     0.003
  38  99 Sr 2   -62.519     0.005
  38 100 Sr 2   -59.818     0.007
  38 101 Sr 2   -55.325     0.008
  38 102 Sr 2   -52.159     0.067
  38 103 Sr 1   -47.280     0.200
  38 104 Sr 1   -43.760     0.300
  38 105 Sr 1   -38.190     0.500
  38 106 Sr 1   -34.300     0.600
  38 107 Sr 1   -28.250     0.700
  39  75 Y  1   -31.820     0.300
  39  76 Y  1   -38.250     0.300
  39  77 Y  1   -46.439     0.203
  39  78 Y  1   -52.173     0.298
  39  79 Y  2   -57.803     0.080
  39  80 Y  2   -61.148     0.006
  39  81 Y  2   -65.713     0.005
  39  82 Y  2   -68.064     0.005
  39  83 Y  2   -72.206     0.019
  39  84 Y  2   -73.894     0.004
  39  85 Y  2   -77.842     0.019
  39  86 Y  2   -79.283     0.014
  39  87 Y  2   -83.018     0.001
  39  88 Y  2   -84.299     0.002
  39  89 Y  2   -87.711     0.000
  39  90 Y  2   -86.497     0.000
  39  91 Y  2   -86.351     0.002
  39  92 Y  2   -84.816     0.009
  39  93 Y  2   -84.227     0.010
  39  94 Y  2   -82.351     0.006
  39  95 Y  2   -81.208     0.007
  39  96 Y  2   -78.330     0.006
  39  97 Y  2   -76.115     0.007
  39  98 Y  2   -72.289     0.008
  39  99 Y  2   -70.644     0.007
  39 100 Y  2   -67.321     0.011
  39 101 Y  2   -65.055     0.007
  39 102 Y  2   -61.173     0.004
  39 103 Y  2   -58.457     0.011
  39 104 Y  1   -54.080     0.200
  39 105 Y  1   -50.570     0.400
  39 106 Y  1   -45.790     0.500
  39 107 Y  1   -41.970     0.500
  39 108 Y  1   -36.780     0.600
  39 109 Y  1   -32.480     0.700
  40  77 Zr 1   -31.600     0.400
  40  78 Zr 1   -40.850     0.400
  40  79 Zr 1   -46.770     0.300
  40  80 Zr 1   -54.760     0.300
  40  81 Zr 2   -57.524     0.092
  40  82 Zr 2   -63.614     0.002
  40  83 Zr 2   -65.912     0.006
  40  84 Zr 2   -71.422     0.005
  40  85 Zr 2   -73.175     0.006
  40  86 Zr 2   -77.969     0.004
  40  87 Zr 2   -79.347     0.004
  40  88 Zr 2   -83.629     0.005
  40  89 Zr 2   -84.878     0.003
  40  90 Zr 2   -88.773     0.000
  40  91 Zr 2   -87.896     0.000
  40  92 Zr 2   -88.459     0.000
  40  93 Zr 2   -87.122     0.000
  40  94 Zr 2   -87.269     0.000
  40  95 Zr 2   -85.660     0.001
  40  96 Zr 2   -85.439     0.000
  40  97 Zr 2   -82.937     0.000
  40  98 Zr 2   -81.282     0.008
  40  99 Zr 2   -77.617     0.010
  40 100 Zr 2   -76.373     0.008
  40 101 Zr 2   -73.161     0.008
  40 102 Zr 2   -71.581     0.009
  40 103 Zr 2   -67.809     0.009
  40 104 Zr 2   -65.718     0.009
  40 105 Zr 2   -61.458     0.012
  40 106 Zr 1   -58.749     0.200
  40 107 Zr 1   -54.020     0.300
  40 108 Zr 1   -50.950     0.400
  40 109 Zr 1   -45.730     0.500
  40 110 Zr 1   -42.220     0.500
  40 111 Zr 1   -36.480     0.600
  40 112 Zr 1   -32.420     0.700
  40 113 Zr 1   -26.340     0.300
  41  79 Nb 1   -31.650     0.500
  41  80 Nb 1   -38.420     0.400
  41  81 Nb 1   -46.360     0.400
  41  82 Nb 1   -51.810     0.300
  41  83 Nb 2   -57.613     0.162
  41  84 Nb 2   -61.194     0.000
  41  85 Nb 2   -66.280     0.004
  41  86 Nb 2   -69.134     0.005
  41  87 Nb 2   -73.874     0.007
  41  88 Nb 2   -76.172     0.058
  41  89 Nb 2   -80.626     0.024
  41  90 Nb 2   -82.662     0.003
  41  91 Nb 2   -86.638     0.003
  41  92 Nb 2   -86.453     0.002
  41  93 Nb 2   -87.213     0.001
  41  94 Nb 2   -86.369     0.001
  41  95 Nb 2   -86.786     0.001
  41  96 Nb 2   -85.603     0.000
  41  97 Nb 2   -85.603     0.004
  41  98 Nb 2   -83.525     0.005
  41  99 Nb 2   -82.335     0.012
  41 100 Nb 2   -79.791     0.008
  41 101 Nb 2   -78.891     0.004
  41 102 Nb 2   -76.298     0.003
  41 103 Nb 2   -75.029     0.004
  41 104 Nb 2   -71.811     0.002
  41 105 Nb 2   -69.916     0.004
  41 106 Nb 2   -66.203     0.001
  41 107 Nb 2   -63.724     0.008
  41 108 Nb 2   -59.545     0.008
  41 109 Nb 2   -56.690     0.431
  41 110 Nb 2   -52.310     0.838
  41 111 Nb 1   -48.960     0.300
  41 112 Nb 1   -44.070     0.300
  41 113 Nb 1   -40.210     0.400
  41 114 Nb 1   -34.960     0.500
  41 115 Nb 1   -30.880     0.500
  41 116 Nb 1   -25.230     0.300
  42  81 Mo 1   -31.460     0.500
  42  82 Mo 1   -40.370     0.400
  42  83 Mo 1   -46.340     0.401
  42  84 Mo 1   -54.170     0.298
  42  85 Mo 2   -57.510     0.016
  42  86 Mo 2   -64.111     0.003
  42  87 Mo 2   -66.885     0.003
  42  88 Mo 2   -72.687     0.004
  42  89 Mo 2   -75.015     0.004
  42  90 Mo 2   -80.173     0.003
  42  91 Mo 2   -82.209     0.006
  42  92 Mo 2   -86.809     0.000
  42  93 Mo 2   -86.807     0.000
  42  94 Mo 2   -88.414     0.000
  42  95 Mo 2   -87.712     0.000
  42  96 Mo 2   -88.795     0.000
  42  97 Mo 2   -87.545     0.000
  42  98 Mo 2   -88.116     0.000
  42  99 Mo 2   -85.970     0.000
  42 100 Mo 2   -86.193     0.000
  42 101 Mo 2   -83.520     0.000
  42 102 Mo 2   -83.561     0.008
  42 103 Mo 2   -80.954     0.009
  42 104 Mo 2   -80.344     0.009
  42 105 Mo 2   -77.331     0.009
  42 106 Mo 2   -76.128     0.009
  42 107 Mo 2   -72.545     0.009
  42 108 Mo 2   -70.749     0.009
  42 109 Mo 2   -66.659     0.011
  42 110 Mo 2   -64.536     0.024
  42 111 Mo 2   -59.940     0.013
  42 112 Mo 1   -57.480     0.200
  42 113 Mo 1   -52.650     0.300
  42 114 Mo 1   -49.680     0.300
  42 115 Mo 1   -44.550     0.400
  42 116 Mo 1   -41.210     0.500
  42 117 Mo 1   -35.689     0.500
  42 118 Mo 1   -32.370     0.500
  42 119 Mo 1   -26.580     0.300
  43  83 Tc 1   -31.320     0.500
  43  84 Tc 1   -37.700     0.400
  43  85 Tc 1   -45.850     0.400
  43  86 Tc 1   -51.570     0.300
  43  87 Tc 2   -57.690     0.004
  43  88 Tc 2   -61.670     0.004
  43  89 Tc 2   -67.395     0.004
  43  90 Tc 2   -70.725     0.001
  43  91 Tc 2   -75.987     0.002
  43  92 Tc 2   -78.926     0.003
  43  93 Tc 2   -83.606     0.001
  43  94 Tc 2   -84.158     0.004
  43  95 Tc 2   -86.021     0.005
  43  96 Tc 2   -85.822     0.005
  43  97 Tc 2   -87.224     0.004
  43  98 Tc 2   -86.432     0.003
  43  99 Tc 2   -87.328     0.001
  43 100 Tc 2   -86.021     0.001
  43 101 Tc 2   -86.345     0.024
  43 102 Tc 2   -84.573     0.009
  43 103 Tc 2   -84.604     0.010
  43 104 Tc 2   -82.499     0.025
  43 105 Tc 2   -82.286     0.035
  43 106 Tc 2   -79.776     0.012
  43 107 Tc 2   -78.750     0.009
  43 108 Tc 2   -75.923     0.009
  43 109 Tc 2   -74.283     0.010
  43 110 Tc 2   -71.035     0.009
  43 111 Tc 2   -69.025     0.011
  43 112 Tc 2   -65.259     0.006
  43 113 Tc 2   -62.812     0.003
  43 114 Tc 2   -58.600     0.433
  43 115 Tc 1   -55.796     0.196
  43 116 Tc 1   -51.214     0.298
  43 117 Tc 1   -48.140     0.400
  43 118 Tc 1   -43.290     0.400
  43 119 Tc 1   -40.170     0.500
  43 120 Tc 1   -35.000     0.500
  43 121 Tc 1   -31.540     0.500
  43 122 Tc 1   -26.305     0.300
  44  85 Ru 1   -30.630     0.500
  44  86 Ru 1   -39.770     0.400
  44  87 Ru 1   -45.730     0.400
  44  88 Ru 1   -54.340     0.300
  44  89 Ru 2   -58.369     0.024
  44  90 Ru 2   -64.884     0.004
  44  91 Ru 2   -68.240     0.002
  44  92 Ru 2   -74.301     0.003
  44  93 Ru 2   -77.217     0.002
  44  94 Ru 2   -82.584     0.003
  44  95 Ru 2   -83.458     0.010
  44  96 Ru 2   -86.080     0.000
  44  97 Ru 2   -86.121     0.003
  44  98 Ru 2   -88.225     0.006
  44  99 Ru 2   -87.625     0.000
  44 100 Ru 2   -89.227     0.000
  44 101 Ru 2   -87.958     0.000
  44 102 Ru 2   -89.106     0.000
  44 103 Ru 2   -87.267     0.000
  44 104 Ru 2   -88.096     0.002
  44 105 Ru 2   -85.935     0.002
  44 106 Ru 2   -86.323     0.005
  44 107 Ru 2   -83.863     0.009
  44 108 Ru 2   -83.661     0.009
  44 109 Ru 2   -80.738     0.009
  44 110 Ru 2   -80.073     0.009
  44 111 Ru 2   -76.785     0.010
  44 112 Ru 2   -75.631     0.010
  44 113 Ru 2   -71.868     0.038
  44 114 Ru 2   -70.221     0.004
  44 115 Ru 2   -66.105     0.025
  44 116 Ru 2   -64.069     0.004
  44 117 Ru 2   -59.490     0.433
  44 118 Ru 1   -57.000     0.200
  44 119 Ru 1   -52.080     0.300
  44 120 Ru 1   -49.720     0.400
  44 121 Ru 1   -44.620     0.400
  44 122 Ru 1   -41.780     0.500
  44 123 Ru 1   -36.550     0.500
  44 124 Ru 1   -33.590     0.600
  44 125 Ru 1   -28.370     0.300
  45  88 Rh 1   -36.860     0.400
  45  89 Rh 1   -45.651     0.361
  45  90 Rh 1   -51.634     0.200
  45  91 Rh 1   -58.570     0.298
  45  92 Rh 2   -62.999     0.004
  45  93 Rh 2   -69.012     0.003
  45  94 Rh 2   -72.908     0.003
  45  95 Rh 2   -78.341     0.004
  45  96 Rh 2   -79.688     0.010
  45  97 Rh 2   -82.598     0.035
  45  98 Rh 2   -83.175     0.012
  45  99 Rh 2   -85.585     0.019
  45 100 Rh 2   -85.591     0.018
  45 101 Rh 2   -87.412     0.006
  45 102 Rh 2   -86.783     0.006
  45 103 Rh 2   -88.032     0.002
  45 104 Rh 2   -86.959     0.002
  45 105 Rh 2   -87.851     0.003
  45 106 Rh 2   -86.363     0.005
  45 107 Rh 2   -86.864     0.012
  45 108 Rh 2   -85.031     0.014
  45 109 Rh 2   -84.999     0.004
  45 110 Rh 2   -82.829     0.018
  45 111 Rh 2   -82.304     0.007
  45 112 Rh 2   -79.731     0.044
  45 113 Rh 2   -78.767     0.007
  45 114 Rh 2   -75.710     0.072
  45 115 Rh 2   -74.229     0.007
  45 116 Rh 2   -70.736     0.074
  45 117 Rh 2   -68.897     0.009
  45 118 Rh 2   -64.887     0.024
  45 119 Rh 2   -62.823     0.009
  45 120 Rh 1   -58.620     0.200
  45 121 Rh 2   -56.250     0.619
  45 122 Rh 1   -51.880     0.300
  45 123 Rh 1   -49.190     0.400
  45 124 Rh 1   -44.710     0.400
  45 125 Rh 1   -41.830     0.500
  45 126 Rh 1   -37.200     0.500
  45 127 Rh 1   -33.730     0.600
  45 128 Rh 1   -27.340     0.300
  46  90 Pd 1   -39.710     0.400
  46  91 Pd 1   -46.170     0.423
  46  92 Pd 2   -54.779     0.345
  46  93 Pd 2   -58.982     0.370
  46  94 Pd 2   -66.102     0.004
  46  95 Pd 2   -69.966     0.003
  46  96 Pd 2   -76.183     0.004
  46  97 Pd 2   -77.806     0.005
  46  98 Pd 2   -81.321     0.005
  46  99 Pd 2   -82.183     0.005
  46 100 Pd 2   -85.213     0.018
  46 101 Pd 2   -85.432     0.005
  46 102 Pd 2   -87.903     0.000
  46 103 Pd 2   -87.457     0.001
  46 104 Pd 2   -89.395     0.001
  46 105 Pd 2   -88.418     0.001
  46 106 Pd 2   -89.908     0.001
  46 107 Pd 2   -88.373     0.001
  46 108 Pd 2   -89.524     0.001
  46 109 Pd 2   -87.606     0.001
  46 110 Pd 2   -88.331     0.001
  46 111 Pd 2   -85.986     0.001
  46 112 Pd 2   -86.321     0.007
  46 113 Pd 2   -83.590     0.007
  46 114 Pd 2   -83.490     0.007
  46 115 Pd 2   -80.426     0.014
  46 116 Pd 2   -79.831     0.007
  46 117 Pd 2   -76.424     0.007
  46 118 Pd 2   -75.388     0.002
  46 119 Pd 2   -71.407     0.008
  46 120 Pd 2   -70.280     0.002
  46 121 Pd 2   -66.182     0.003
  46 122 Pd 2   -64.616     0.020
  46 123 Pd 2   -60.430     0.789
  46 124 Pd 1   -58.400     0.300
  46 125 Pd 1   -53.960     0.400
  46 126 Pd 1   -51.790     0.400
  46 127 Pd 1   -47.220     0.500
  46 128 Pd 1   -44.390     0.500
  46 129 Pd 1   -37.880     0.600
  46 130 Pd 1   -32.730     0.300
  46 131 Pd 1   -25.740     0.300
  47  92 Ag 1   -37.530     0.400
  47  93 Ag 1   -46.400     0.401
  47  94 Ag 1   -52.402     0.400
  47  95 Ag 1   -59.906     0.400
  47  96 Ag 2   -64.512     0.090
  47  97 Ag 2   -70.904     0.012
  47  98 Ag 2   -73.066     0.033
  47  99 Ag 2   -76.712     0.006
  47 100 Ag 2   -78.138     0.005
  47 101 Ag 2   -81.334     0.005
  47 102 Ag 2   -82.247     0.008
  47 103 Ag 2   -84.803     0.004
  47 104 Ag 2   -85.116     0.004
  47 105 Ag 2   -87.071     0.005
  47 106 Ag 2   -86.942     0.003
  47 107 Ag 2   -88.407     0.002
  47 108 Ag 2   -87.607     0.002
  47 109 Ag 2   -88.719     0.001
  47 110 Ag 2   -87.457     0.001
  47 111 Ag 2   -88.215     0.001
  47 112 Ag 2   -86.584     0.002
  47 113 Ag 2   -87.027     0.017
  47 114 Ag 2   -84.931     0.005
  47 115 Ag 2   -84.983     0.018
  47 116 Ag 2   -82.543     0.003
  47 117 Ag 2   -82.182     0.014
  47 118 Ag 2   -79.554     0.003
  47 119 Ag 2   -78.646     0.015
  47 120 Ag 2   -75.652     0.004
  47 121 Ag 2   -74.403     0.012
  47 122 Ag 2   -71.106     0.038
  47 123 Ag 2   -69.569     0.033
  47 124 Ag 2   -66.230     0.252
  47 125 Ag 2   -64.520     0.433
  47 126 Ag 1   -60.720     0.200
  47 127 Ag 1   -58.650     0.200
  47 128 Ag 1   -54.710     0.300
  47 129 Ag 1   -51.870     0.400
  47 130 Ag 1   -45.898     0.424
  47 131 Ag 1   -40.750     0.500
  47 132 Ag 1   -34.400     0.500
  47 133 Ag 1   -29.080     0.500
  48  94 Cd 1   -40.440     0.500
  48  95 Cd 1   -47.056     0.566
  48  96 Cd 1   -55.572     0.410
  48  97 Cd 2   -60.734     0.420
  48  98 Cd 2   -67.636     0.052
  48  99 Cd 2   -69.931     0.002
  48 100 Cd 2   -74.195     0.002
  48 101 Cd 2   -75.836     0.001
  48 102 Cd 2   -79.660     0.002
  48 103 Cd 2   -80.652     0.002
  48 104 Cd 2   -83.968     0.002
  48 105 Cd 2   -84.334     0.001
  48 106 Cd 2   -87.132     0.001
  48 107 Cd 2   -86.990     0.002
  48 108 Cd 2   -89.252     0.001
  48 109 Cd 2   -88.504     0.002
  48 110 Cd 2   -90.348     0.000
  48 111 Cd 2   -89.252     0.000
  48 112 Cd 2   -90.575     0.000
  48 113 Cd 2   -89.043     0.000
  48 114 Cd 2   -90.015     0.000
  48 115 Cd 2   -88.084     0.001
  48 116 Cd 2   -88.712     0.000
  48 117 Cd 2   -86.418     0.001
  48 118 Cd 2   -86.702     0.020
  48 119 Cd 2   -83.977     0.038
  48 120 Cd 2   -83.957     0.004
  48 121 Cd 2   -81.074     0.002
  48 122 Cd 2   -80.612     0.002
  48 123 Cd 2   -77.414     0.003
  48 124 Cd 2   -76.699     0.003
  48 125 Cd 2   -73.348     0.003
  48 126 Cd 2   -72.256     0.002
  48 127 Cd 2   -68.741     0.006
  48 128 Cd 2   -67.238     0.006
  48 129 Cd 2   -63.122     0.005
  48 130 Cd 2   -61.118     0.022
  48 131 Cd 2   -55.212     0.019
  48 132 Cd 2   -50.465     0.060
  48 133 Cd 1   -44.140     0.200
  48 134 Cd 1   -39.460     0.300
  48 135 Cd 1   -32.820     0.400
  49  96 In 1   -38.090     0.500
  49  97 In 1   -47.390     0.401
  49  98 In 1   -53.906     0.304
  49  99 In 1   -61.376     0.298
  49 100 In 2   -64.178     0.002
  49 101 In 2   -68.545     0.012
  49 102 In 2   -70.695     0.005
  49 103 In 2   -74.632     0.009
  49 104 In 2   -76.183     0.006
  49 105 In 2   -79.641     0.010
  49 106 In 2   -80.608     0.012
  49 107 In 2   -83.567     0.010
  49 108 In 2   -84.120     0.009
  49 109 In 2   -86.490     0.004
  49 110 In 2   -86.470     0.012
  49 111 In 2   -88.392     0.003
  49 112 In 2   -87.990     0.004
  49 113 In 2   -89.367     0.000
  49 114 In 2   -88.570     0.000
  49 115 In 2   -89.536     0.000
  49 116 In 2   -88.250     0.000
  49 117 In 2   -88.943     0.005
  49 118 In 2   -87.228     0.008
  49 119 In 2   -87.699     0.007
  49 120 In 2   -85.728     0.040
  49 121 In 2   -85.835     0.027
  49 122 In 2   -83.571     0.050
  49 123 In 2   -83.429     0.020
  49 124 In 2   -80.868     0.031
  49 125 In 2   -80.412     0.002
  49 126 In 2   -77.809     0.004
  49 127 In 2   -76.880     0.010
  49 128 In 2   -74.190     0.001
  49 129 In 2   -72.835     0.002
  49 130 In 2   -69.907     0.002
  49 131 In 2   -68.024     0.002
  49 132 In 2   -62.412     0.060
  49 133 In 1   -57.690     0.200
  49 134 In 1   -51.970     0.200
  49 135 In 1   -47.110     0.300
  49 136 In 1   -40.970     0.300
  49 137 In 1   -35.830     0.400
  50  99 Sn 1   -47.976     0.582
  50 100 Sn 2   -57.148     0.240
  50 101 Sn 2   -60.306     0.300
  50 102 Sn 2   -64.935     0.100
  50 103 Sn 1   -67.092     0.100
  50 104 Sn 2   -71.627     0.006
  50 105 Sn 2   -73.338     0.004
  50 106 Sn 2   -77.354     0.005
  50 107 Sn 2   -78.512     0.005
  50 108 Sn 2   -82.070     0.005
  50 109 Sn 2   -82.630     0.008
  50 110 Sn 2   -85.842     0.014
  50 111 Sn 2   -85.939     0.005
  50 112 Sn 2   -88.655     0.000
  50 113 Sn 2   -88.328     0.002
  50 114 Sn 2   -90.560     0.000
  50 115 Sn 2   -90.034     0.000
  50 116 Sn 2   -91.526     0.000
  50 117 Sn 2   -90.398     0.000
  50 118 Sn 2   -91.653     0.000
  50 119 Sn 2   -90.065     0.001
  50 120 Sn 2   -91.098     0.001
  50 121 Sn 2   -89.197     0.001
  50 122 Sn 2   -89.940     0.002
  50 123 Sn 2   -87.815     0.002
  50 124 Sn 2   -88.231     0.001
  50 125 Sn 2   -85.894     0.001
  50 126 Sn 2   -86.015     0.011
