# Z=  90  A= 230 Th  nbeta=  162  Egs= -1756.008 MeV
      0.236      0.000      0.115      0.000      0.012      -1
      0.320      0.000      0.046      0.531      0.084       0
      0.337      0.000      0.046      1.180      0.083       0
      0.354      0.000      0.034      1.778      0.079       0
      0.371      0.000      0.023      2.456      0.074       0
      0.387      0.000      0.023      2.976      0.079       0
      0.404      0.000      0.011      3.399      0.079       0
      0.421      0.000      0.023      3.813      0.078       0
      0.438      0.000      0.011      4.109      0.076       0
      0.455      0.000      0.000      4.224      0.070       0
      0.472      0.000      0.000      4.353      0.068       0
      0.489      0.000      0.000      4.478      0.067       0
      0.505      0.000      0.000      4.621      0.066       0
      0.522      0.000      0.000      4.786      0.066       0
      0.539      0.000      0.000      4.892      0.067       1
      0.556      0.000      0.000      4.805      0.070       0
      0.573      0.000      0.000      4.442      0.074       0
      0.590      0.000      0.000      4.050      0.078       0
      0.606      0.000      0.000      3.656      0.081       0
      0.623      0.000      0.000      3.287      0.082       0
      0.640      0.000      0.000      2.956      0.082       0
      0.657      0.000      0.000      2.667      0.080       0
      0.674      0.000      0.000      2.426      0.078       0
      0.691      0.000      0.000      2.231      0.076       0
      0.708      0.000      0.000      2.069      0.074       0
      0.724      0.000      0.000      1.924      0.072       0
      0.741      0.000      0.000      1.777      0.071       0
      0.758      0.000      0.000      1.622      0.070       0
      0.775      0.000      0.000      1.477      0.070       0
      0.792      0.000      0.000      1.371      0.070       0
      0.809      0.000      0.000      1.332      0.002       2
      0.825      0.000      0.103      1.950      0.070       0
      0.842      0.000      0.115      2.155      0.068       0
      0.859      0.000      0.126      2.417      0.066       0
      0.876      0.000      0.137      2.724      0.065       0
      0.893      0.000      0.149      3.061      0.065       0
      0.910      0.000      0.160      3.411      0.065       0
      0.927      0.000      0.172      3.763      0.065       0
      0.943      0.000      0.183      4.106      0.066       0
      0.960      0.000      0.195      4.421      0.066       0
      0.977      0.000      0.206      4.701      0.065       0
      0.994      0.000      0.218      4.932      0.065       0
      1.011      0.000      0.229      5.186      0.063       0
      1.028      0.000      0.241      5.456      0.060       0
      1.044      0.000      0.252      5.688      0.058       0
      1.061      0.000      0.263      5.899      0.055       0
      1.078      0.000      0.275      6.078      0.053       0
      1.095      0.000      0.286      6.202      0.052       0
      1.112      0.000      0.298      6.281      0.053       0
      1.129      0.000      0.309      6.349      0.052       0
      1.145      0.000      0.321      6.367      0.052       1
      1.162      0.000      0.332      6.346      0.048       0
      1.179      0.000      0.332      6.321      0.050       0
      1.196      0.000      0.344      6.285      0.050       0
      1.213      0.000      0.355      6.212      0.001       0
      1.230      0.000      0.378      6.222      0.052       0
      1.247      0.000      0.390      6.217      0.001       0
      1.263      0.000      0.412      6.175      0.001       0
      1.280      0.000      0.435      6.184      0.058       0
      1.297      0.000      0.447      6.171      0.001       0
      1.314      0.000      0.470      6.160      0.060       0
      1.331      0.000      0.481      6.169      0.001       0
      1.348      0.000      0.504      6.174      0.062       0
      1.364      0.000      0.516      6.167      0.063       0
      1.381      0.000      0.527      6.163      0.001       0
      1.398      0.000      0.550      6.156      0.064       0
      1.415      0.000      0.561      6.139      0.001       2
      1.432      0.000      0.584      6.151      0.062       0
      1.449      0.000      0.596      6.143      0.061       0
      1.466      0.000      0.607      6.142      0.061       0
      1.482      0.000      0.619      6.146      0.060       0
      1.499      0.000      0.630      6.158      0.059       0
      1.516      0.000      0.642      6.171      0.059       0
      1.533      0.000      0.653      6.182      0.059       0
      1.550      0.000      0.664      6.168      0.058       0
      1.567      0.000      0.676      6.172      0.058       0
      1.583      0.000      0.687      6.184      0.058       0
      1.600      0.000      0.699      6.191      0.058       1
      1.617      0.000      0.710      6.173      0.058       0
      1.634      0.000      0.722      6.172      0.059       0
      1.651      0.000      0.733      6.171      0.060       0
      1.668      0.000      0.745      6.158      0.060       0
      1.685      0.000      0.756      6.150      0.061       0
      1.701      0.000      0.768      6.165      0.061       0
      1.718      0.000      0.779      6.154      0.062       0
      1.735      0.000      0.790      6.143      0.063       0
      1.752      0.000      0.802      6.132      0.064       0
      1.769      0.000      0.813      6.128      0.066       0
      1.786      0.000      0.825      6.122      0.066       0
      1.802      0.000      0.836      6.136      0.067       0
      1.819      0.000      0.848      6.125      0.068       0
      1.836      0.000      0.859      6.114      0.069       0
      1.853      0.000      0.871      6.106      0.070       0
      1.870      0.000      0.882      6.108      0.070       0
      1.887      0.000      0.894      6.114      0.072       0
      1.904      0.000      0.905      6.112      0.073       0
      1.920      0.000      0.916      6.086      0.073       0
      1.937      0.000      0.928      6.075      0.073       2
      1.954      0.000      0.939      6.084      0.073       0
      1.971      0.000      0.951      6.112      0.074       0
      1.988      0.000      0.962      6.127      0.073       0
      2.005      0.000      0.974      6.144      0.073       0
      2.021      0.000      0.985      6.160      0.072       0
      2.038      0.000      0.997      6.185      0.072       0
      2.055      0.000      1.008      6.212      0.070       0
      2.072      0.000      1.020      6.235      0.069       0
      2.089      0.000      1.031      6.261      0.061       0
      2.106      0.000      1.031      6.293      0.067       0
      2.123      0.000      1.042      6.328      0.066       0
      2.139      0.000      1.054      6.364      0.065       0
      2.156      0.000      1.065      6.394      0.064       0
      2.173      0.000      1.077      6.418      0.062       0
      2.190      0.000      1.088      6.443      0.061       0
      2.207      0.000      1.100      6.478      0.059       0
      2.224      0.000      1.111      6.514      0.056       0
      2.240      0.000      1.123      6.530      0.054       0
      2.257      0.000      1.134      6.549      0.053       0
      2.274      0.000      1.146      6.569      0.051       0
      2.291      0.000      1.157      6.590      0.050       0
      2.308      0.000      1.169      6.608      0.048       0
      2.325      0.000      1.180      6.611      0.047       0
      2.342      0.000      1.191      6.612      0.046       0
      2.358      0.000      1.203      6.621      0.045       0
      2.375      0.000      1.214      6.624      0.044       0
      2.392      0.000      1.226      6.614      0.043       0
      2.409      0.000      1.237      6.619      0.043       0
      2.426      0.000      1.249      6.629      0.043       1
      2.443      0.000      1.260      6.607      0.043       0
      2.459      0.000      1.272      6.575      0.043       0
      2.476      0.000      1.283      6.541      0.042       0
      2.493      0.000      1.295      6.497      0.042       0
      2.510      0.000      1.306      6.454      0.043       0
      2.527      0.000      1.317      6.421      0.043       0
      2.544      0.000      1.329      6.402      0.001       0
      2.561      0.000      1.352      6.359      0.043       0
      2.577      0.000      1.363      6.322      0.044       0
      2.594      0.000      1.375      6.280      0.045       0
      2.611      0.000      1.386      6.252      0.046       0
      2.628      0.000      1.398      6.188      0.045       0
      2.645      0.000      1.409      6.148      0.046       0
      2.662      0.000      1.421      6.117      0.047       0
      2.678      0.000      1.432      6.077      0.048       0
      2.695      0.000      1.443      6.002      0.048       0
      2.712      0.000      1.455      5.892      0.045       0
      2.729      0.000      1.466      5.767      0.001       0
      2.746      0.000      1.489      5.736      0.001       0
      2.763      0.000      1.535      5.736      0.001       0
      2.780      0.000      1.558      5.605      0.046       0
      2.796      0.000      1.569      5.471      0.049       0
      2.813      0.000      1.581      5.377      0.043       0
      2.830      0.000      1.581      5.339      0.039       0
      2.847      0.000      1.569      5.363      0.040       0
      2.864      0.000      1.569      5.328      0.033       0
      2.881      0.000      1.558      5.207      0.028       0
      2.897      0.000      1.547      4.851      0.024       0
      2.914      0.000      1.535      4.191      0.023       0
      2.931      0.000      1.524      3.402      0.024       0
      2.948      0.000      1.512      2.626      0.025       0
      2.965      0.000      1.501      1.928      0.027       0
      2.982      0.000      1.489      1.200      0.028       0
      2.998      0.000      1.478      0.450      0.031       0
      3.008      0.000      1.471      0.000      0.033       0
# Z=  90  A= 231 Th  nbeta=  167  Egs= -1760.295 MeV
      0.251      0.000      0.136      0.000      0.015      -1
      0.334      0.000      0.045      0.515      0.108       0
      0.351      0.000      0.034      1.081      0.081       0
      0.368      0.000      0.023      1.776      0.082       0
      0.385      0.000      0.023      2.373      0.088       0
      0.401      0.000      0.011      2.836      0.097       0
      0.418      0.000      0.011      3.380      0.101       0
      0.435      0.000      0.011      3.791      0.110       0
      0.452      0.000      0.000      3.979      0.110       0
      0.468      0.000      0.000      4.064      0.110       0
      0.485      0.000      0.000      4.154      0.103       0
      0.502      0.000      0.000      4.263      0.092       0
      0.518      0.000      0.000      4.539      0.082       0
      0.535      0.000      0.000      4.741      0.077       0
      0.552      0.000      0.000      4.814      0.080       1
