# Z=  93  A= 236 Np  nbeta=  145  Egs= -1787.752 MeV
      0.753      0.000      0.000      1.455      0.086       0
      0.769      0.000      0.000      1.063      0.087       0
      0.785      0.000      0.000      0.766      0.089       0
      0.801      0.000      0.000      0.566      0.092       0
      0.817      0.000      0.000      0.447      0.095       0
      0.833      0.000      0.000      0.393      0.098       2
      0.849      0.000      0.011      0.440      0.002       0
      0.865      0.000      0.086      0.900      0.002       0
      0.881      0.000      0.119      1.300      0.002       0
      0.897      0.000      0.140      1.619      0.002       0
      0.913      0.000      0.173      2.100      0.084       0
      0.929      0.000      0.183      2.305      0.086       0
      0.945      0.000      0.194      2.556      0.088       0
      0.961      0.000      0.205      2.851      0.089       0
      0.977      0.000      0.216      3.138      0.088       0
      0.994      0.000      0.227      3.420      0.087       0
      1.010      0.000      0.237      3.709      0.086       0
      1.026      0.000      0.248      4.002      0.083       0
      1.042      0.000      0.259      4.283      0.081       0
      1.058      0.000      0.270      4.535      0.079       0
      1.074      0.000      0.281      4.750      0.076       0
      1.090      0.000      0.291      4.947      0.072       0
      1.106      0.000      0.302      5.127      0.069       0
      1.122      0.000      0.313      5.286      0.067       0
      1.138      0.000      0.324      5.426      0.065       0
      1.154      0.000      0.334      5.543      0.063       0
      1.170      0.000      0.345      5.630      0.061       0
      1.186      0.000      0.356      5.688      0.057       0
      1.202      0.000      0.367      5.722      0.055       0
      1.218      0.000      0.378      5.726      0.053       1
      1.234      0.000      0.388      5.710      0.055       0
      1.250      0.000      0.399      5.681      0.054       0
      1.266      0.000      0.399      5.634      0.061       0
      1.282      0.000      0.410      5.565      0.064       0
      1.298      0.000      0.421      5.476      0.066       0
      1.314      0.000      0.432      5.342      0.066       0
      1.330      0.000      0.442      5.203      0.066       0
      1.346      0.000      0.453      5.076      0.065       0
      1.362      0.000      0.464      4.985      0.064       0
      1.378      0.000      0.475      4.880      0.063       0
      1.394      0.000      0.486      4.785      0.061       0
      1.410      0.000      0.496      4.711      0.058       0
      1.426      0.000      0.507      4.671      0.057       0
      1.442      0.000      0.518      4.657      0.056       0
      1.458      0.000      0.529      4.661      0.055       0
      1.474      0.000      0.539      4.607      0.001       0
      1.490      0.000      0.561      4.572      0.055       0
      1.506      0.000      0.572      4.553      0.055       0
      1.522      0.000      0.583      4.516      0.055       0
      1.538      0.000      0.593      4.460      0.056       0
      1.554      0.000      0.604      4.380      0.058       0
      1.570      0.000      0.615      4.301      0.059       0
      1.586      0.000      0.626      4.227      0.063       0
      1.602      0.000      0.637      4.139      0.070       0
      1.618      0.000      0.647      4.043      0.085       0
      1.634      0.000      0.658      3.970      0.103       0
      1.651      0.000      0.669      3.891      0.110       0
      1.667      0.000      0.680      3.798      0.117       0
      1.683      0.000      0.691      3.710      0.106       0
      1.699      0.000      0.701      3.633      0.084       0
      1.715      0.000      0.712      3.560      0.068       0
      1.731      0.000      0.723      3.478      0.050       0
      1.747      0.000      0.734      3.366      0.040       0
      1.763      0.000      0.744      3.251      0.037       0
      1.779      0.000      0.755      3.144      0.040       0
      1.795      0.000      0.766      3.039      0.046       0
      1.811      0.000      0.777      2.941      0.044       0
      1.827      0.000      0.788      2.841      0.025       0
      1.843      0.000      0.798      2.741      0.003       0
      1.859      0.000      0.809      2.649      0.428       0
      1.875      0.000      0.820      2.571      1.977       0
      1.891      0.000      0.831      2.508      4.589       0
      1.907      0.000      0.842      2.394      4.569       0
      1.923      0.000      0.852      2.234      1.727       0
      1.939      0.000      0.863      2.137      0.078       0
      1.955      0.000      0.874      2.067     -0.292       0
      1.971      0.000      0.885      2.001     -0.265       0
      1.987      0.000      0.896      1.932      0.001       0
      2.003      0.000      0.917      1.782      0.065       0
      2.019      0.000      0.928      1.734      0.004       0
      2.035      0.000      0.939      1.673      0.044       0
      2.051      0.000      0.949      1.619      0.063       0
      2.067      0.000      0.960      1.582      0.086       0
      2.083      0.000      0.971      1.549      0.130       0
      2.099      0.000      0.982      1.473      0.106       0
      2.115      0.000      0.993      1.411      0.075       0
      2.131      0.000      1.003      1.347      0.074       0
      2.147      0.000      1.014      1.270      0.075       0
      2.163      0.000      1.025      1.190      0.076       0
      2.179      0.000      1.036      1.118      0.077       0
      2.195      0.000      1.047      1.051      0.080       0
      2.211      0.000      1.057      0.982      0.083       0
      2.227      0.000      1.068      0.913      0.086       0
      2.243      0.000      1.079      0.847      0.089       0
      2.259      0.000      1.090      0.789      0.091       0
      2.275      0.000      1.100      0.742      0.001       0
      2.291      0.000      1.122      0.657      0.090       0
      2.308      0.000      1.133      0.615      0.091       0
      2.324      0.000      1.144      0.588      0.088       0
      2.340      0.000      1.154      0.550      0.087       0
      2.356      0.000      1.165      0.515      0.085       0
      2.372      0.000      1.176      0.458      0.085       0
      2.388      0.000      1.187      0.389      0.092       0
      2.404      0.000      1.198      0.325      0.108       0
      2.420      0.000      1.208      0.277      0.125       0
      2.436      0.000      1.219      0.235      0.133       0
      2.452      0.000      1.230      0.192      0.126       0
      2.468      0.000      1.241      0.156      0.120       0
      2.484      0.000      1.252      0.119      0.151       0
      2.500      0.000      1.262      0.074      0.195       0
      2.516      0.000      1.273      0.006      0.147       0
      2.518      0.000      1.274      0.000      0.142       0
# Z=  93  A= 238 Np  nbeta=  145  Egs= -1800.048 MeV
      0.286      0.000      0.053      0.000      0.014      -1
      0.350      0.000      0.000      0.147      0.709       0
      0.366      0.000      0.000      1.071      0.414       0
      0.382      0.000      0.000      2.126      0.167       0
      0.398      0.000      0.000      3.238      0.043       0
      0.414      0.000      0.011      4.230      0.022       0
      0.430      0.000      0.011      5.110      0.038       0
      0.446      0.000      0.000      5.758      0.080       0
      0.461      0.000      0.011      6.137      0.096       0
      0.477      0.000      0.011      6.267      0.098       1
      0.493      0.000      0.011      6.224      0.095       0
      0.509      0.000      0.011      6.140      0.085       0
      0.525      0.000      0.011      6.072      0.081       0
      0.541      0.000      0.011      5.931      0.081       0
      0.557      0.000      0.011      5.926      0.087       0
      0.573      0.000      0.000      6.114      0.090       0
      0.589      0.000      0.000      6.236      0.095       0
      0.605      0.000      0.000      6.234      0.099       0
      0.621      0.000      0.000      6.020      0.101       0
      0.636      0.000      0.000      5.779      0.100       0
      0.652      0.000      0.000      5.488      0.097       0
      0.668      0.000      0.000      4.974      0.095       0
      0.684      0.000      0.000      4.438      0.099       0
      0.700      0.000      0.000      3.869      0.113       0
      0.716      0.000      0.000      3.266      0.141       0
      0.732      0.000      0.000      2.666      0.174       0
      0.748      0.000      0.000      2.116      0.203       0
      0.764      0.000      0.000      1.664      0.218       0
      0.780      0.000      0.000      1.351      0.214       0
      0.796      0.000      0.000      1.160      0.193       0
      0.812      0.000      0.000      1.051      0.165       0
      0.827      0.000      0.000      0.981      0.135       0
      0.843      0.000      0.000      0.917      0.111       0
      0.859      0.000      0.000      0.857      0.093       0
      0.875      0.000      0.000      0.808      0.081       0
      0.891      0.000      0.000      0.776      0.076       2
      0.907      0.000      0.011      0.839      0.002       0
      0.923      0.000      0.053      1.071      0.002       0
      0.939      0.000      0.160      1.891      0.002       0
      0.955      0.000      0.203      2.430      0.090       0
      0.971      0.000      0.214      2.770      0.086       0
      0.987      0.000      0.225      3.184      0.087       0
      1.002      0.000      0.235      3.654      0.090       0
      1.018      0.000      0.246      4.138      0.093       0
      1.034      0.000      0.257      4.577      0.092       0
      1.050      0.000      0.267      4.969      0.090       0
      1.066      0.000      0.278      5.303      0.088       0
      1.082      0.000      0.289      5.568      0.086       0
      1.098      0.000      0.300      5.753      0.086       0
      1.114      0.000      0.310      5.896      0.089       0
      1.130      0.000      0.321      6.024      0.091       0
      1.146      0.000      0.332      6.162      0.091       0
      1.162      0.000      0.342      6.333      0.086       0
      1.178      0.000      0.353      6.492      0.078       0
      1.193      0.000      0.364      6.639      0.068       0
      1.209      0.000      0.374      6.757      0.060       0
      1.225      0.000      0.385      6.826      0.054       0
      1.241      0.000      0.385      6.860      0.060       1
      1.257      0.000      0.396      6.858      0.066       0
      1.273      0.000      0.407      6.811      0.073       0
      1.289      0.000      0.417      6.713      0.079       0
      1.305      0.000      0.428      6.567      0.085       0
      1.321      0.000      0.439      6.381      0.087       0
      1.337      0.000      0.449      6.188      0.087       0
      1.353      0.000      0.460      6.027      0.078       0
      1.368      0.000      0.460      5.943      0.085       0
      1.384      0.000      0.471      5.887      0.087       0
      1.400      0.000      0.481      5.822      0.087       0
      1.416      0.000      0.492      5.720      0.083       0
      1.432      0.000      0.503      5.611      0.079       0
      1.448      0.000      0.514      5.498      0.076       0
      1.464      0.000      0.524      5.399      0.073       0
      1.480      0.000      0.535      5.329      0.070       0
      1.496      0.000      0.546      5.284      0.068       0
      1.512      0.000      0.556      5.247      0.066       0
      1.528      0.000      0.567      5.209      0.064       0
      1.543      0.000      0.578      5.159      0.064       0
      1.559      0.000      0.588      5.067      0.065       0
      1.575      0.000      0.599      4.979      0.068       0
      1.591      0.000      0.610      4.895      0.073       0
      1.607      0.000      0.621      4.817      0.081       0
      1.623      0.000      0.631      4.750      0.091       0
      1.639      0.000      0.642      4.686      0.101       0
      1.655      0.000      0.653      4.618      0.112       0
      1.671      0.000      0.663      4.516      0.118       0
      1.687      0.000      0.674      4.448      0.115       0
      1.703      0.000      0.685      4.393      0.101       0
      1.719      0.000      0.695      4.314      0.083       0
      1.734      0.000      0.706      4.217      0.063       0
      1.750      0.000      0.717      4.134      0.046       0
      1.766      0.000      0.728      4.035      0.044       0
      1.782      0.000      0.738      3.916      0.065       0
      1.798      0.000      0.749      3.808      0.092       0
      1.814      0.000      0.760      3.691      0.081       0
      1.830      0.000      0.770      3.563      0.061       0
      1.846      0.000      0.781      3.454      0.001       0
      1.862      0.000      0.802      3.256      0.062       0
      1.878      0.000      0.813      3.140      0.064       0
      1.894      0.000      0.824      3.017      0.072       0
      1.909      0.000      0.834      2.891      0.076       0
      1.925      0.000      0.845      2.782      0.076       0
      1.941      0.000      0.856      2.681      0.078       0
      1.957      0.000      0.867      2.602      0.080       0
      1.973      0.000      0.877      2.533      0.083       0
      1.989      0.000      0.888      2.474      0.086       0
      2.005      0.000      0.899      2.406      0.090       0
      2.021      0.000      0.909      2.347      0.002       0
      2.037      0.000      0.931      2.249      0.113       0
      2.053      0.000      0.941      2.221      0.128       0
      2.069      0.000      0.952      2.182      0.151       0
      2.085      0.000      0.963      2.124      0.117       0
      2.100      0.000      0.974      2.057      0.093       0
      2.116      0.000      0.984      1.977      0.245       0
      2.132      0.000      0.995      1.869      0.486       0
      2.148      0.000      1.006      1.781      0.404       0
      2.164      0.000      1.016      1.720      0.276       0
      2.180      0.000      1.027      1.636      1.053       0
      2.196      0.000      1.038      1.528      2.162       0
      2.212      0.000      1.048      1.418      2.020       0
      2.228      0.000      1.059      1.302      0.853       0
      2.244      0.000      1.070      1.235      0.066       0
      2.260      0.000      1.070      1.169      0.049       0
      2.275      0.000      1.081      1.110     -0.093       0
      2.291      0.000      1.091      1.036     -0.043       0
      2.307      0.000      1.102      0.986      0.001       0
      2.323      0.000      1.113      0.948      0.034       0
      2.339      0.000      1.113      0.906      0.028       0
      2.355      0.000      1.123      0.869      0.063       0
      2.371      0.000      1.134      0.857      0.190       0
      2.387      0.000      1.145      0.795      0.093       0
      2.403      0.000      1.155      0.706     -0.089       0
      2.419      0.000      1.155      0.671      0.142       0
      2.435      0.000      1.166      0.654      0.639       0
      2.451      0.000      1.177      0.658      0.996       0
      2.466      0.000      1.177      0.618      1.324       0
      2.482      0.000      1.188      0.524      0.746       0
      2.498      0.000      1.198      0.457      0.844       0
      2.514      0.000      1.209      0.437      1.523       0
      2.530      0.000      1.220      0.404      1.467       0
      2.546      0.000      1.230      0.354      0.628       0
      2.562      0.000      1.241      0.302      0.002       0
      2.578      0.000      1.262      0.176     -0.066       0
      2.594      0.000      1.273      0.104      0.039       0
      2.610      0.000      1.284      0.019      0.001       0
      2.611      0.000      1.286      0.000      0.014       0
