# Z=  93  A= 236 Np  nbeta=  145  Egs= -1787.752 MeV
      0.290      0.000      0.087      0.000      0.426      -1
      0.355      0.000      0.033      0.933      0.229       0
      0.371      0.000      0.022      1.652      0.179       0
      0.387      0.000      0.011      2.349      0.131       0
      0.403      0.000      0.011      2.964      0.119       0
      0.420      0.000      0.022      3.833      0.103       0
      0.436      0.000      0.022      4.543      0.098       0
      0.452      0.000      0.022      5.063      0.105       0
      0.468      0.000      0.011      5.306      0.102       0
      0.484      0.000      0.000      5.377      0.096       0
      0.500      0.000      0.000      5.264      0.092       0
      0.516      0.000      0.000      5.298      0.089       0
      0.533      0.000      0.000      5.243      0.088       0
      0.549      0.000      0.000      5.130      0.090       0
      0.565      0.000      0.000      5.294      0.093       0
      0.581      0.000      0.000      5.450      0.098       0
      0.597      0.000      0.000      5.579      0.102       1
      0.613      0.000      0.000      5.271      0.107       0
      0.629      0.000      0.000      4.857      0.110       0
      0.646      0.000      0.000      4.435      0.111       0
      0.662      0.000      0.000      4.019      0.110       0
      0.678      0.000      0.000      3.608      0.108       0
      0.694      0.000      0.000      3.187      0.107       0
      0.710      0.000      0.000      2.739      0.108       0
      0.726      0.000      0.000      2.255      0.113       0
      0.742      0.000      0.000      1.759      0.119       0
      0.758      0.000      0.000      1.282      0.122       0
      0.775      0.000      0.000      0.855      0.118       0
      0.791      0.000      0.000      0.514      0.106       0
      0.807      0.000      0.000      0.276      0.091       0
      0.823      0.000      0.000      0.146      0.078       0
      0.839      0.000      0.000      0.125      0.002       2
      0.855      0.000      0.131      1.281      0.162       0
      0.871      0.000      0.141      1.540     34.039       0
      0.888      0.000      0.152      1.846     65.446       0
      0.904      0.000      0.163      2.176     60.477       0
      0.920      0.000      0.174      2.497      0.955       0
      0.936      0.000      0.185      2.805   -108.753       0
      0.952      0.000      0.196      3.094   -179.866       0
      0.968      0.000      0.207      3.358   -163.967       0
      0.984      0.000      0.218      3.596    -33.882       0
      1.001      0.000      0.228      3.858   1537.888       0
      1.017      0.000      0.239      4.197   -506.403       0
      1.033      0.000      0.250      4.572   1125.863       0
      1.049      0.000      0.261      4.890  26899.757       0
      1.065      0.000      0.272      5.143  33571.422       0
      1.081      0.000      0.283      5.343  26993.823       0
      1.097      0.000      0.272      5.391  16469.667       0
      1.114      0.000      0.283      5.388   7885.120       0
      1.130      0.000      0.294      5.307  24454.750       0
      1.146      0.000      0.294      5.233  42147.872       0
      1.162      0.000      0.283      5.200  84553.000       0
      1.178      0.000      0.283      5.145 422559.312       0
      1.194      0.000      0.272      5.075 934402.500       0
      1.210      0.000      0.272      5.0651265373.849       0
      1.194      0.000      0.283      5.105 770428.947       0
      1.178      0.000      0.294      5.193 277097.578       0
      1.162      0.000      0.305      5.245      0.001       0
      1.178      0.000      0.348      5.338    107.914       0
      1.194      0.000      0.359      5.481  19668.181       0
      1.210      0.000      0.370      5.514  28844.616       1
      1.226      0.000      0.381      5.497  12639.517       0
      1.243      0.000      0.392      5.340      6.857       0
      1.259      0.000      0.403      5.089  -3398.921       0
      1.275      0.000      0.413      4.849  -3652.420       0
      1.291      0.000      0.424      4.596  -1433.238       0
      1.307      0.000      0.435      4.495     -4.413       0
      1.323      0.000      0.435      4.453     -8.219       0
      1.339      0.000      0.446      4.448      0.001       2
      1.356      0.000      0.468      4.463      0.001       0
      1.372      0.000      0.490      4.482    -71.536       0
      1.388      0.000      0.501      4.533    -11.961       0
      1.404      0.000      0.511      4.541      0.001       0
      1.420      0.000      0.533      4.588     -1.646       0
      1.436      0.000      0.544      4.640     -1.114       0
      1.452      0.000      0.555      4.656      0.001       1
      1.469      0.000      0.577      4.655      0.310       0
      1.485      0.000      0.588      4.651      0.324       0
      1.501      0.000      0.598      4.644      0.246       0
      1.517      0.000      0.609      4.643      0.085       0
      1.533      0.000      0.609      4.649      0.093       0
      1.549      0.000      0.620      4.639      0.046       0
      1.565      0.000      0.631      4.595      0.055       0
      1.581      0.000      0.642      4.540      0.061       0
      1.598      0.000      0.653      4.479      0.070       0
      1.614      0.000      0.664      4.405      0.087       0
      1.630      0.000      0.675      4.337      0.109       0
      1.646      0.000      0.685      4.268      0.127       0
      1.662      0.000      0.696      4.190      0.138       0
      1.678      0.000      0.707      4.091      0.143       0
      1.694      0.000      0.718      3.970      0.133       0
      1.711      0.000      0.729      3.844      0.113       0
      1.727      0.000      0.740      3.716      0.091       0
      1.743      0.000      0.751      3.582      0.076       0
      1.759      0.000      0.762      3.434      0.069       0
      1.775      0.000      0.773      3.281      0.067       0
      1.791      0.000      0.783      3.131      0.067       0
      1.807      0.000      0.794      2.983      0.076       0
      1.824      0.000      0.805      2.849      0.072       0
      1.840      0.000      0.816      2.691      0.073       0
      1.856      0.000      0.827      2.553      0.050       0
      1.872      0.000      0.838      2.459      0.066       0
      1.888      0.000      0.849      2.332      0.209       0
      1.904      0.000      0.860      2.192      0.260       0
      1.920      0.000      0.870      2.064      0.137       0
      1.937      0.000      0.881      1.943      0.056       0
      1.953      0.000      0.892      1.827      0.068       0
      1.969      0.000      0.903      1.716      0.086       0
      1.985      0.000      0.914      1.607      0.093       0
      2.001      0.000      0.925      1.502      0.081       0
      2.017      0.000      0.936      1.409      0.002       0
      2.033      0.000      0.958      1.254      0.091       0
      2.049      0.000      0.968      1.183      0.105       0
      2.066      0.000      0.979      1.112      0.001       0
      2.082      0.000      1.001      1.006      0.141       0
      2.098      0.000      1.012      1.003      0.143       0
      2.114      0.000      1.023      0.950      0.116       0
      2.130      0.000      1.034      0.863      0.090       0
      2.146      0.000      1.045      0.789      0.106       0
      2.162      0.000      1.055      0.732      0.151       0
      2.179      0.000      1.066      0.664      0.154       0
      2.195      0.000      1.077      0.581      0.109       0
      2.211      0.000      1.088      0.526      0.082       0
      2.227      0.000      1.099      0.516      0.086       0
      2.243      0.000      1.110      0.506      0.089       0
      2.259      0.000      1.121      0.466      0.090       0
      2.275      0.000      1.132      0.400      0.088       0
      2.292      0.000      1.142      0.392      0.088       0
      2.308      0.000      1.153      0.405      0.088       0
      2.324      0.000      1.164      0.395      0.088       0
      2.340      0.000      1.175      0.396      0.081       0
      2.356      0.000      1.175      0.396      0.085       0
      2.372      0.000      1.186      0.405      0.082       0
      2.388      0.000      1.197      0.337      0.076       0
      2.405      0.000      1.208      0.308      0.094       0
      2.421      0.000      1.219      0.314      0.108       0
      2.437      0.000      1.219      0.322      0.158       0
      2.453      0.000      1.230      0.321      0.166       0
      2.469      0.000      1.240      0.294      0.129       0
      2.485      0.000      1.251      0.255      0.101       0
      2.501      0.000      1.262      0.214      0.080       0
      2.517      0.000      1.273      0.157      0.071       0
      2.534      0.000      1.284      0.096      0.068       0
      2.550      0.000      1.295      0.037      0.074       0
      2.563      0.000      1.304      0.000      0.080       0
# Z=  93  A= 237 Np  nbeta=  138  Egs= -1795.364 MeV
      0.288      0.000      0.000      0.000      0.009      -1
      0.353      0.000      0.032      0.123      0.048       0
      0.369      0.000      0.022      0.892      0.021       0
      0.385      0.000      0.022      1.725      0.065       0
      0.401      0.000      0.032      2.502      0.096       0
      0.417      0.000      0.022      3.443      0.080       0
      0.433      0.000      0.022      4.266      0.079       0
      0.449      0.000      0.011      4.895      0.072       0
      0.465      0.000      0.022      5.187      0.066       0
      0.481      0.000      0.022      5.272      0.068       0
      0.497      0.000      0.011      5.201      0.070       0
      0.513      0.000      0.000      5.133      0.071       0
      0.529      0.000      0.000      5.077      0.074       0
      0.545      0.000      0.000      4.981      0.077       0
      0.561      0.000      0.000      5.108      0.080       0
      0.577      0.000      0.000      5.301      0.083       0
      0.593      0.000      0.000      5.419      0.085       1
      0.609      0.000      0.000      5.285      0.087       0
      0.625      0.000      0.000      4.961      0.088       0
      0.641      0.000      0.000      4.626      0.089       0
      0.657      0.000      0.000      4.242      0.090       0
      0.673      0.000      0.000      3.794      0.090       0
      0.689      0.000      0.000      3.346      0.090       0
      0.705      0.000      0.000      2.883      0.090       0
      0.721      0.000      0.000      2.397      0.088       0
      0.737      0.000      0.000      1.910      0.087       0
