             |        Inner            |            Outer           
 Z   N   A   | Binner  B20   B22   B30 |   Bouter  B20   B22   B30    
 90 140 230     6.624  0.75  0.00  0.45     6.629  0.77  0.00  0.47
 90 141 231     6.175  0.36  0.00  0.10     5.959  0.50  0.00  0.26
 90 142 232     5.831  0.37  0.00  0.13     5.346  0.50  0.00  0.26
 90 143 233     5.922  0.37  0.00  0.12     5.413  0.52  0.00  0.26
 91 139 230     6.233  0.38  0.00  0.15     6.162  0.41  0.00  0.17
 91 140 231     6.061  0.36  0.00  0.12     5.760  0.42  0.00  0.19
 91 141 232     6.066  0.36  0.00  0.12     5.434  0.47  0.00  0.23
 91 142 233     4.780  0.17  0.00  0.00     5.942  0.37  0.00  0.13
 91 143 234     6.046  0.37  0.00  0.12     5.448  0.41  0.00  0.15
 92 139 231     5.069  0.44  0.00  0.21     5.259  0.48  0.00  0.25
 92 140 232     4.882  0.36  0.00  0.11     4.698  0.48  0.00  0.24
 92 141 233     5.091  0.35  0.00  0.10     4.811  0.48  0.00  0.24
 92 142 234     5.168  0.37  0.00  0.12     4.618  0.47  0.00  0.23
 92 143 235     5.224  0.36  0.00  0.11     5.612  0.39  0.00  0.14
 92 144 236     5.049  0.19  0.00  0.00     5.915  0.39  0.00  0.14
 92 145 237     5.908  0.19  0.00  0.00     7.107  0.39  0.00  0.15
 92 146 238     5.591  0.19  0.00  0.00     7.211  0.40  0.00  0.15
 92 147 239     5.639  0.18  0.00  0.00     7.733  0.39  0.00  0.16
 93 143 236     5.579  0.19  0.00  0.00     5.514  0.38  0.00  0.14
 93 144 237     5.419  0.19  0.00  0.00     5.726  0.38  0.00  0.14
 93 145 238     6.267  0.15  0.00  0.00     6.860  0.39  0.00  0.14
 94 143 237     4.768  0.17  0.00  0.00     5.098  0.19  0.00  0.00
 94 144 238     4.847  0.16  0.00  0.00     5.119  0.19  0.00  0.00
 94 145 239     5.989  0.19  0.00  0.00     5.939  0.39  0.00  0.14
 94 146 240     5.437  0.19  0.00  0.00     5.812  0.40  0.00  0.15
 94 147 241     6.048  0.16  0.00  0.00     6.680  0.39  0.00  0.15
 94 148 242     5.322  0.21  0.00  0.00     6.225  0.40  0.00  0.15
 94 149 243     5.314  0.20  0.00  0.00     6.552  0.40  0.00  0.16
 94 150 244     4.967  0.20  0.00  0.00     6.588  0.40  0.00  0.16
 94 151 245     5.064  0.18  0.00  0.00     6.807  0.41  0.00  0.16
 95 144 239     5.165  0.16  0.00  0.00     5.461  0.19  0.00  0.00
 95 145 240     6.300  0.15  0.00  0.00     6.494  0.19  0.00  0.00
 95 146 241     5.800  0.16  0.00  0.00     5.913  0.19  0.00  0.00
 95 147 242     6.708  0.16  0.00  0.00     6.433  0.20  0.00  0.00
 95 148 243     5.790  0.20  0.00  0.00     5.926  0.40  0.00  0.15
 95 149 244     5.833  0.20  0.00  0.00     6.433  0.40  0.00  0.16
 96 145 241     5.873  0.16  0.00  0.00     6.020  0.19  0.00  0.00
 96 146 242     5.540  0.16  0.00  0.00     5.590  0.19  0.00  0.00
 96 147 243     6.335  0.16  0.00  0.00     6.219  0.20  0.00  0.00
 96 148 244     5.393  0.16  0.00  0.01     5.408  0.20  0.00  0.00
 96 149 245     5.671  0.17  0.00  0.01     5.561  0.18  0.00  0.00
 96 150 246     5.366  0.17  0.00  0.00     5.635  0.40  0.00  0.15
 96 151 247     5.934  0.17  0.00  0.00     6.073  0.41  0.00  0.16
 96 152 248     4.991  0.18  0.00  0.00     5.732  0.41  0.00  0.16
 96 153 249     5.706  0.44  0.00  0.06     5.713  0.45  0.00  0.07
