# Z=  96  A= 241 Cm  nbeta=  106  Egs= -1815.762 MeV
      0.296      0.000      0.000      0.000      0.382      -1
      0.358      0.000      0.000      0.326      0.185       0
      0.374      0.000      0.000      1.364      0.116       0
      0.390      0.000      0.000      2.440      0.088       0
      0.405      0.000      0.010      3.430      0.072       0
      0.421      0.000      0.010      4.281      0.079       0
      0.436      0.000      0.000      4.979      0.079       0
      0.452      0.000      0.010      5.438      0.071       0
      0.468      0.000      0.010      5.732      0.071       0
      0.483      0.000      0.010      5.858      0.072       0
      0.499      0.000      0.010      5.839      0.073       0
      0.514      0.000      0.010      5.873      0.074       0
      0.530      0.000      0.010      5.856      0.079       0
      0.545      0.000      0.000      5.741      0.078       0
      0.561      0.000      0.000      5.822      0.079       0
      0.577      0.000      0.000      5.951      0.078       0
      0.592      0.000      0.000      6.020      0.077       1
      0.608      0.000      0.000      6.003      0.075       0
      0.623      0.000      0.000      5.903      0.074       0
      0.639      0.000      0.000      5.756      0.073       0
      0.655      0.000      0.000      5.469      0.074       0
      0.670      0.000      0.000      4.908      0.077       0
      0.686      0.000      0.000      4.293      0.084       0
      0.701      0.000      0.000      3.630      0.094       0
      0.717      0.000      0.000      2.950      0.108       0
      0.732      0.000      0.000      2.285      0.123       0
      0.748      0.000      0.000      1.672      0.139       0
      0.764      0.000      0.000      1.141      0.154       0
      0.779      0.000      0.000      0.704      0.166       0
      0.795      0.000      0.000      0.366      0.171       0
      0.810      0.000      0.000      0.134      0.168       0
      0.826      0.000      0.000      0.006      0.154       0
      0.842      0.000      0.000     -0.042      0.134       2
      0.857      0.000      0.010     -0.013      0.002       0
      0.873      0.000      0.042      0.122      0.085       0
      0.888      0.000      0.052      0.182      0.002       0
      0.904      0.000      0.083      0.433      0.064       0
      0.919      0.000      0.094      0.561      0.059       0
      0.935      0.000      0.104      0.726      0.056       0
      0.951      0.000      0.115      0.938      0.058       0
      0.966      0.000      0.125      1.203      0.064       0
      0.982      0.000      0.136      1.521      0.070       0
      0.997      0.000      0.146      1.887      0.074       0
      1.013      0.000      0.157      2.341      0.073       0
      1.029      0.000      0.167      2.873      0.070       0
      1.044      0.000      0.177      3.338      0.068       0
      1.060      0.000      0.188      3.689      0.068       0
      1.075      0.000      0.198      3.868      0.071       0
      1.091      0.000      0.209      3.923      0.076       0
      1.106      0.000      0.219      3.926      0.080       0
      1.122      0.000      0.230      3.952      0.001       0
      1.138      0.000      0.292      4.161      0.084       0
      1.153      0.000      0.303      4.278      0.082       0
      1.169      0.000      0.313      4.400      0.080       0
      1.184      0.000      0.323      4.501      0.076       0
      1.200      0.000      0.334      4.555      0.070       0
      1.216      0.000      0.344      4.566      0.064       1
      1.231      0.000      0.355      4.530      0.059       0
      1.247      0.000      0.365      4.454      0.055       0
      1.262      0.000      0.376      4.343      0.054       0
      1.278      0.000      0.386      4.221      0.053       0
      1.293      0.000      0.386      4.098      0.061       0
      1.309      0.000      0.396      3.996      0.066       0
      1.325      0.000      0.407      3.932      0.069       0
      1.340      0.000      0.417      3.894      0.072       0
      1.356      0.000      0.428      3.873      0.073       0
      1.371      0.000      0.438      3.823      0.073       0
      1.387      0.000      0.449      3.777      0.072       0
      1.403      0.000      0.459      3.744      0.070       0
      1.418      0.000      0.470      3.727      0.067       0
      1.434      0.000      0.480      3.692      0.064       0
      1.449      0.000      0.490      3.654      0.060       0
      1.465      0.000      0.501      3.615      0.057       0
      1.480      0.000      0.511      3.573      0.055       0
      1.496      0.000      0.522      3.532      0.053       0
      1.512      0.000      0.532      3.498      0.001       0
      1.527      0.000      0.553      3.496      0.052       0
      1.543      0.000      0.563      3.483      0.054       0
      1.558      0.000      0.574      3.451      0.055       0
      1.574      0.000      0.584      3.385      0.056       0
      1.590      0.000      0.595      3.306      0.056       0
      1.605      0.000      0.605      3.258      0.055       0
      1.621      0.000      0.616      3.226      0.056       0
      1.636      0.000      0.626      3.138      0.057       0
      1.652      0.000      0.636      3.006      0.058       0
      1.667      0.000      0.647      2.896      0.056       0
      1.683      0.000      0.657      2.794      0.054       0
      1.699      0.000      0.668      2.706      0.054       0
      1.714      0.000      0.678      2.630      0.056       0
      1.730      0.000      0.689      2.559      0.057       0
      1.745      0.000      0.699      2.493      0.054       0
      1.761      0.000      0.710      2.360      0.054       0
      1.777      0.000      0.720      2.199      0.054       0
      1.792      0.000      0.730      2.029      0.054       0
      1.808      0.000      0.741      1.856      0.052       0
      1.823      0.000      0.751      1.685      0.052       0
      1.839      0.000      0.762      1.509      0.057       0
      1.854      0.000      0.772      1.324      0.056       0
      1.870      0.000      0.783      1.132      0.052       0
      1.886      0.000      0.793      0.942      0.051       0
      1.901      0.000      0.803      0.753      0.051       0
      1.917      0.000      0.814      0.578      0.050       0
      1.932      0.000      0.824      0.421      0.051       0
      1.948      0.000      0.835      0.259      0.051       0
      1.964      0.000      0.845      0.086      0.056       0
      1.971      0.000      0.850      0.000      0.059       0
# Z=  96  A= 242 Cm  nbeta=  105  Egs= -1823.201 MeV
      0.294      0.000      0.000      0.000      0.094      -1
      0.371      0.000      0.000      0.574      0.074       0
      0.387      0.000      0.000      1.576      0.073       0
      0.402      0.000      0.010      2.537      0.068       0
      0.418      0.000      0.021      3.255      0.062       0
      0.433      0.000      0.021      3.915      0.060       0
      0.449      0.000      0.021      4.474      0.062       0
      0.464      0.000      0.010      4.969      0.058       0
      0.480      0.000      0.010      5.306      0.061       0
      0.495      0.000      0.021      5.480      0.060       0
      0.511      0.000      0.010      5.540      0.061       0
      0.526      0.000      0.021      5.536      0.061       0
      0.542      0.000      0.010      5.416      0.062       0
      0.557      0.000      0.000      5.365      0.059       0
      0.573      0.000      0.000      5.497      0.058       0
      0.588      0.000      0.000      5.571      0.056       0
      0.604      0.000      0.000      5.590      0.055       1
      0.619      0.000      0.000      5.565      0.054       0
      0.635      0.000      0.000      5.484      0.055       0
      0.650      0.000      0.000      5.361      0.056       0
      0.665      0.000      0.000      4.800      0.058       0
      0.681      0.000      0.000      4.208      0.060       0
      0.696      0.000      0.000      3.592      0.064       0
      0.712      0.000      0.000      2.968      0.068       0
      0.727      0.000      0.000      2.354      0.072       0
      0.743      0.000      0.000      1.769      0.075       0
      0.758      0.000      0.000      1.239      0.078       0
      0.774      0.000      0.000      0.786      0.080       0
      0.789      0.000      0.000      0.418      0.080       0
      0.805      0.000      0.000      0.144      0.079       0
      0.820      0.000      0.000     -0.034      0.077       0
      0.836      0.000      0.000     -0.133      0.074       0
      0.851      0.000      0.000     -0.180      0.070       0
      0.867      0.000      0.000     -0.197      0.066       0
      0.882      0.000      0.000     -0.199      0.002       2
      0.898      0.000      0.062      0.050      0.002       0
      0.913      0.000      0.093      0.316      0.002       0
      0.929      0.000      0.135      0.783      0.002       0
      0.944      0.000      0.176      1.364      0.054       0
      0.960      0.000      0.186      1.575      0.053       0
      0.975      0.000      0.197      1.782      0.052       0
      0.990      0.000      0.207      2.054      0.052       0
      1.006      0.000      0.217      2.348      0.053       0
      1.021      0.000      0.228      2.628      0.054       0
      1.037      0.000      0.238      2.893      0.054       0
      1.052      0.000      0.248      3.142      0.055       0
      1.068      0.000      0.259      3.351      0.056       0
      1.083      0.000      0.269      3.514      0.056       0
      1.099      0.000      0.279      3.646      0.057       0
      1.114      0.000      0.290      3.768      0.057       0
      1.130      0.000      0.300      3.889      0.055       0
      1.145      0.000      0.310      3.995      0.054       0
      1.161      0.000      0.321      4.091      0.052       0
      1.176      0.000      0.331      4.182      0.051       0
      1.192      0.000      0.341      4.266      0.050       0
      1.207      0.000      0.352      4.337      0.050       0
      1.223      0.000      0.362      4.388      0.050       0
      1.238      0.000      0.373      4.414      0.050       0
      1.254      0.000      0.383      4.418      0.050       1
      1.269      0.000      0.393      4.405      0.046       0
      1.285      0.000      0.393      4.370      0.049       0
      1.300      0.000      0.404      4.311      0.050       0
      1.315      0.000      0.414      4.223      0.051       0
      1.331      0.000      0.424      4.113      0.051       0
      1.346      0.000      0.435      3.987      0.052       0
      1.362      0.000      0.445      3.855      0.052       0
      1.377      0.000      0.455      3.732      0.052       0
      1.393      0.000      0.466      3.625      0.052       0
      1.408      0.000      0.476      3.531      0.047       0
      1.424      0.000      0.476      3.444      0.050       0
      1.439      0.000      0.486      3.359      0.050       0
      1.455      0.000      0.497      3.287      0.045       0
      1.470      0.000      0.497      3.226      0.048       0
      1.486      0.000      0.507      3.164      0.047       0
      1.501      0.000      0.517      3.103      0.046       0
      1.517      0.000      0.528      3.044      0.045       0
      1.532      0.000      0.538      2.984      0.045       0
      1.548      0.000      0.548      2.921      0.044       0
      1.563      0.000      0.559      2.860      0.045       0
      1.579      0.000      0.569      2.794      0.045       0
      1.594      0.000      0.579      2.722      0.045       0
      1.610      0.000      0.590      2.644      0.045       0
      1.625      0.000      0.600      2.557      0.045       0
      1.641      0.000      0.611      2.463      0.046       0
      1.656      0.000      0.621      2.374      0.046       0
      1.671      0.000      0.631      2.290      0.046       0
      1.687      0.000      0.642      2.203      0.045       0
      1.702      0.000      0.652      2.111      0.045       0
      1.718      0.000      0.662      2.016      0.044       0
      1.733      0.000      0.673      1.922      0.044       0
      1.749      0.000      0.683      1.824      0.043       0
      1.764      0.000      0.693      1.721      0.042       0
      1.780      0.000      0.704      1.612      0.042       0
      1.795      0.000      0.714      1.496      0.042       0
      1.811      0.000      0.724      1.372      0.042       0
      1.826      0.000      0.735      1.239      0.042       0
      1.842      0.000      0.745      1.099      0.042       0
      1.857      0.000      0.755      0.968      0.042       0
      1.873      0.000      0.766      0.827      0.042       0
      1.888      0.000      0.776      0.677      0.042       0
      1.904      0.000      0.786      0.525      0.042       0
      1.919      0.000      0.797      0.372      0.042       0
      1.935      0.000      0.807      0.225      0.042       0
      1.950      0.000      0.817      0.084      0.043       0
      1.960      0.000      0.824      0.000      0.043       0
# Z=  96  A= 243 Cm  nbeta=  112  Egs= -1828.349 MeV
      0.307      0.000      0.062      0.000      0.190      -1
      0.369      0.000      0.082      0.428      0.368       0
      0.384      0.000      0.072      1.578      0.311       0
      0.400      0.000      0.062      2.779      0.217       0
      0.415      0.000      0.051      3.553      0.126       0
      0.430      0.000      0.041      4.292      0.080       0
      0.446      0.000      0.031      4.924      0.072       0
      0.461      0.000      0.021      5.504      0.070       0
      0.476      0.000      0.010      5.986      0.068       0
      0.492      0.000      0.010      6.264      0.068       0
      0.507      0.000      0.010      6.335      0.072       1
      0.523      0.000      0.021      6.314      0.070       0
      0.538      0.000      0.021      6.180      0.074       0
      0.553      0.000      0.010      5.965      0.075       0
      0.569      0.000      0.000      6.015      0.070       0
      0.584      0.000      0.000      6.011      0.065       0
      0.599      0.000      0.000      5.955      0.061       0
      0.615      0.000      0.000      6.090      0.059       0
      0.630      0.000      0.000      6.179      0.061       0
      0.646      0.000      0.000      6.219      0.064       0
      0.661      0.000      0.000      5.810      0.070       0
      0.676      0.000      0.000      5.193      0.076       0
      0.692      0.000      0.000      4.536      0.083       0
      0.707      0.000      0.000      3.861      0.093       0
