                    *********************************************************************************
                    *  Z= 66 A=157: Positive-Parity Spin-dependent Level Density [MeV-1] for DY157  *
 150.00  3.162  8.05E+25 5.49E+24 6.73E+25 1.08E+23 2.16E+23 3.25E+23 7.92E+23 1.05E+24 1.34E+24 3.64E+22 1.28E+24 3.25E+22 3.33E+22 2.55E+22 3.27E+22 2.60E+22 2.44E+22 2.40E+22 2.16E+22 1.74E+22 1.41E+22 1.35E+22 1.17E+22 1.00E+22 8.41E+21 8.03E+21 5.95E+21 5.69E+21 5.40E+21 4.23E+21 3.85E+21 3.38E+21 2.79E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.266  1.65E+26 1.13E+25 1.45E+26 2.15E+23 4.32E+23 6.49E+23 1.58E+24 2.11E+24 2.69E+24 1.08E+23 2.56E+24 9.68E+22 9.92E+22 7.61E+22 9.75E+22 7.74E+22 7.27E+22 7.15E+22 6.44E+22 5.18E+22 4.22E+22 4.04E+22 3.49E+22 3.00E+22 2.52E+22 2.40E+22 1.78E+22 1.70E+22 1.62E+22 1.27E+22 1.15E+22 1.01E+22 8.36E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.367  3.40E+26 2.38E+25 3.22E+26 4.31E+23 8.63E+23 1.30E+24 3.17E+24 4.21E+24 5.38E+24 3.23E+23 5.13E+24 2.88E+23 2.96E+23 2.27E+23 2.91E+23 2.31E+23 2.17E+23 2.13E+23 1.92E+23 1.55E+23 1.26E+23 1.21E+23 1.04E+23 8.96E+22 7.52E+22 7.19E+22 5.33E+22 5.10E+22 4.84E+22 3.79E+22 3.45E+22 3.03E+22 2.50E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.464  7.13E+26 5.08E+25 7.39E+26 8.62E+23 1.73E+24 2.60E+24 6.33E+24 8.43E+24 1.08E+25 9.63E+23 1.03E+25 8.60E+23 8.81E+23 6.76E+23 8.67E+23 6.89E+23 6.47E+23 6.37E+23 5.74E+23 4.62E+23 3.77E+23 3.61E+23 3.12E+23 2.68E+23 2.25E+23 2.15E+23 1.60E+23 1.53E+23 1.45E+23 1.14E+23 1.03E+23 9.08E+22 7.50E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.559  1.52E+27 1.11E+26 1.76E+27 1.72E+24 3.45E+24 5.19E+24 1.27E+25 1.69E+25 2.15E+25 2.87E+24 2.05E+25 2.56E+24 2.63E+24 2.01E+24 2.59E+24 2.06E+24 1.93E+24 1.90E+24 1.71E+24 1.38E+24 1.13E+24 1.08E+24 9.32E+23 8.01E+23 6.73E+23 6.43E+23 4.77E+23 4.57E+23 4.34E+23 3.40E+23 3.10E+23 2.72E+23 2.25E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.651  3.34E+27 2.52E+26 4.37E+27 3.45E+24 6.90E+24 1.04E+25 2.53E+25 3.37E+25 4.30E+25 8.55E+24 4.10E+25 7.63E+24 7.83E+24 6.01E+24 7.72E+24 6.13E+24 5.76E+24 5.68E+24 5.12E+24 4.12E+24 3.36E+24 3.22E+24 2.78E+24 2.39E+24 2.01E+24 1.93E+24 1.43E+24 1.37E+24 1.30E+24 1.02E+24 9.28E+23 8.15E+23 6.74E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=165: Negative-parity Spin-dependent Level Density [MeV-1] for DY165  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.129  2.00E+00 1.24E+01 1.10E+02 1.67E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.183  6.00E+00 1.56E+01 1.48E+02 1.67E+00 1.57E+00 3.20E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.224  1.20E+01 3.27E+01 3.36E+02 1.67E+00 1.57E+00 6.53E+00 6.12E+00 4.59E+00 4.59E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.258  2.10E+01 4.04E+01 4.37E+02 1.67E+00 1.57E+00 6.53E+00 6.12E+00 6.12E+00 6.12E+00 4.59E+00 3.06E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.289  3.50E+01 7.13E+01 7.71E+02 3.06E+00 6.30E+00 1.28E+01 1.22E+01 6.14E+00 6.26E+00 7.65E+00 6.12E+00 4.59E+00 1.53E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.316  5.90E+01 1.24E+02 1.34E+03 6.26E+00 1.09E+01 2.07E+01 1.99E+01 1.23E+01 1.56E+01 9.32E+00 9.18E+00 7.65E+00 4.59E+00 3.06E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.342  1.03E+02 2.31E+02 2.64E+03 9.60E+00 1.55E+01 2.70E+01 2.92E+01 3.55E+01 3.42E+01 2.92E+01 1.85E+01 9.18E+00 7.65E+00 6.12E+00 4.59E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.365  1.79E+02 3.75E+02 4.09E+03 2.41E+01 3.58E+01 4.84E+01 4.78E+01 4.03E+01 4.98E+01 4.59E+01 3.23E+01 1.84E+01 1.07E+01 7.65E+00 6.12E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.387  3.15E+02 7.16E+02 8.12E+03 4.16E+01 6.18E+01 9.03E+01 8.95E+01 8.80E+01 7.90E+01 7.70E+01 6.00E+01 4.90E+01 3.55E+01 1.99E+01 9.18E+00 7.65E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.408  5.37E+02 1.06E+03 1.23E+04 5.27E+01 7.86E+01 1.23E+02 1.44E+02 1.40E+02 1.25E+02 1.05E+02 9.05E+01 6.65E+01 5.38E+01 3.52E+01 1.99E+01 7.65E+00 6.12E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.428  9.08E+02 1.91E+03 2.31E+04 7.24E+01 1.32E+02 2.10E+02 2.49E+02 2.41E+02 2.34E+02 2.18E+02 1.70E+02 1.30E+02 9.97E+01 6.73E+01 4.59E+01 2.00E+01 9.18E+00 7.65E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.447  1.51E+03 2.87E+03 3.51E+04 9.48E+01 1.91E+02 3.08E+02 3.78E+02 3.82E+02 3.45E+02 3.04E+02 2.67E+02 2.02E+02 1.43E+02 1.06E+02 6.89E+01 4.45E+01 1.99E+01 7.65E+00 6.12E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.465  2.53E+03 5.32E+03 6.50E+04 1.90E+02 3.80E+02 5.94E+02 6.82E+02 6.59E+02 6.19E+02 5.55E+02 4.95E+02 3.70E+02 2.90E+02 2.02E+02 1.23E+02 7.05E+01 5.20E+01 1.99E+01 9.18E+00 6.12E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.483  4.17E+03 7.78E+03 9.63E+04 2.71E+02 5.64E+02 8.24E+02 9.50E+02 9.56E+02 9.27E+02 8.53E+02 6.91E+02 5.69E+02 4.16E+02 3.10E+02 1.93E+02 1.11E+02 6.89E+01 4.44E+01 1.68E+01 7.65E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.500  6.89E+03 1.40E+04 1.76E+05 5.02E+02 9.90E+02 1.43E+03 1.63E+03 1.66E+03 1.68E+03 1.56E+03 1.35E+03 1.02E+03 7.42E+02 5.66E+02 3.69E+02 2.30E+02 1.36E+02 7.04E+01 4.59E+01 1.84E+01 7.65E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.516  1.12E+04 2.08E+04 2.63E+05 7.36E+02 1.41E+03 2.08E+03 2.44E+03 2.48E+03 2.43E+03 2.29E+03 1.99E+03 1.52E+03 1.17E+03 8.18E+02 5.81E+02 3.61E+02 2.22E+02 1.12E+02 6.75E+01 3.67E+01 9.18E+00 7.65E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.532  1.84E+04 3.69E+04 4.72E+05 1.31E+03 2.60E+03 3.71E+03 4.19E+03 4.19E+03 4.22E+03 4.06E+03 3.52E+03 2.73E+03 2.16E+03 1.59E+03 1.05E+03 6.79E+02 4.12E+02 2.40E+02 1.18E+02 6.73E+01 3.67E+01 9.18E+00 6.12E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.548  2.98E+04 5.37E+04 6.94E+05 1.83E+03 3.59E+03 5.17E+03 6.11E+03 6.36E+03 6.19E+03 5.72E+03 5.05E+03 4.11E+03 3.17E+03 2.39E+03 1.58E+03 9.90E+02 6.66E+02 3.84E+02 1.99E+02 1.03E+02 5.36E+01 1.99E+01 7.65E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.563  4.82E+04 9.39E+04 1.23E+06 3.12E+03 6.08E+03 8.97E+03 1.04E+04 1.07E+04 1.06E+04 1.01E+04 9.06E+03 7.04E+03 5.75E+03 4.29E+03 2.93E+03 1.88E+03 1.26E+03 7.48E+02 3.99E+02 2.01E+02 9.96E+01 5.37E+01 1.68E+01 7.65E+00 3.06E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.577  7.69E+04 1.36E+05 1.79E+06 4.40E+03 8.70E+03 1.28E+04 1.49E+04 1.55E+04 1.54E+04 1.46E+04 1.29E+04 1.05E+04 8.43E+03 6.32E+03 4.36E+03 2.90E+03 1.91E+03 1.12E+03 6.21E+02 3.32E+02 1.57E+02 7.05E+01 3.67E+01 9.18E+00 4.59E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.606  1.96E+05 3.39E+05 4.56E+06 1.07E+04 2.10E+04 3.07E+04 3.61E+04 3.79E+04 3.77E+04 3.61E+04 3.26E+04 2.65E+04 2.14E+04 1.62E+04 1.17E+04 7.80E+03 5.34E+03 3.24E+03 1.83E+03 9.84E+02 5.26E+02 2.58E+02 1.01E+02 5.22E+01 1.22E+01 6.12E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.632  4.87E+05 8.25E+05 1.13E+07 2.53E+04 4.98E+04 7.26E+04 8.54E+04 9.01E+04 9.02E+04 8.72E+04 7.93E+04 6.56E+04 5.36E+04 4.15E+04 2.98E+04 2.05E+04 1.43E+04 8.75E+03 5.18E+03 2.98E+03 1.64E+03 8.32E+02 3.76E+02 1.52E+02 6.02E+01 1.99E+01 7.79E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.658  1.19E+06 1.99E+06 2.77E+07 5.93E+04 1.17E+05 1.70E+05 2.01E+05 2.13E+05 2.15E+05 2.11E+05 1.92E+05 1.60E+05 1.32E+05 1.03E+05 7.60E+04 5.26E+04 3.71E+04 2.35E+04 1.43E+04 8.50E+03 4.65E+03 2.48E+03 1.11E+03 5.56E+02 2.05E+02 7.82E+01 2.31E+01 9.18E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.683  2.87E+06 4.73E+06 6.69E+07 1.36E+05 2.68E+05 3.93E+05 4.67E+05 4.97E+05 5.02E+05 4.93E+05 4.54E+05 3.82E+05 3.20E+05 2.55E+05 1.87E+05 1.31E+05 9.53E+04 6.14E+04 3.81E+04 2.28E+04 1.30E+04 7.29E+03 3.56E+03 1.75E+03 7.66E+02 2.84E+02 9.62E+01 3.73E+01 9.45E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.707  6.83E+06 1.11E+07 1.59E+08 3.11E+05 6.14E+05 9.00E+05 1.07E+06 1.14E+06 1.16E+06 1.15E+06 1.06E+06 9.05E+05 7.61E+05 6.13E+05 4.55E+05 3.27E+05 2.39E+05 1.56E+05 9.89E+04 6.14E+04 3.62E+04 2.09E+04 1.05E+04 5.36E+03 2.47E+03 1.07E+03 3.96E+02 1.39E+02 5.28E+01 9.32E+00 1.67E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.730  1.60E+07 2.55E+07 3.73E+08 6.85E+05 1.35E+06 1.98E+06 2.39E+06 2.59E+06 2.64E+06 2.63E+06 2.45E+06 2.10E+06 1.78E+06 1.45E+06 1.09E+06 7.94E+05 5.86E+05 3.91E+05 2.51E+05 1.59E+05 9.68E+04 5.67E+04 2.92E+04 1.55E+04 7.54E+03 3.43E+03 1.46E+03 5.67E+02 1.72E+02 6.90E+01 1.46E+01 3.20E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.753  3.70E+07 5.84E+07 8.65E+08 1.53E+06 3.02E+06 4.44E+06 5.37E+06 5.84E+06 5.97E+06 5.97E+06 5.54E+06 4.81E+06 4.11E+06 3.37E+06 2.57E+06 1.89E+06 1.41E+06 9.58E+05 6.26E+05 4.07E+05 2.52E+05 1.51E+05 8.05E+04 4.47E+04 2.27E+04 1.05E+04 4.57E+03 1.97E+03 7.80E+02 2.75E+02 9.84E+01 2.29E+01 6.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.775  8.47E+07 1.33E+08 1.99E+09 3.40E+06 6.71E+06 9.86E+06 1.20E+07 1.30E+07 1.34E+07 1.35E+07 1.25E+07 1.10E+07 9.41E+06 7.74E+06 5.98E+06 4.43E+06 3.36E+06 2.31E+06 1.54E+06 1.01E+06 6.40E+05 3.89E+05 2.16E+05 1.23E+05 6.49E+04 3.14E+04 1.44E+04 6.75E+03 2.89E+03 1.19E+03 3.88E+02 1.50E+02 4.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.796  1.92E+08 2.98E+08 4.52E+09 7.46E+06 1.48E+07 2.17E+07 2.64E+07 2.88E+07 2.97E+07 3.00E+07 2.80E+07 2.46E+07 2.13E+07 1.77E+07 1.38E+07 1.03E+07 7.86E+06 5.47E+06 3.69E+06 2.48E+06 1.59E+06 9.92E+05 5.61E+05 3.28E+05 1.77E+05 8.98E+04 4.32E+04 2.19E+04 9.50E+03 4.08E+03 1.68E+03 6.62E+02 2.89E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
