                    *********************************************************************************
                    *  Z= 69 A=170: Positive-Parity Spin-dependent Level Density [MeV-1] for TM170  *
  70.00  2.128  7.31E+22 5.44E+21 4.44E+22 4.66E+16 5.70E+20 5.70E+20 1.14E+21 2.08E+21 8.37E+20 4.06E+19 4.06E+18 1.95E+20 6.53E+17 2.34E+13 4.67E+12 9.74E+08 7.67E+11 7.36E+08 1.19E+11 6.67E+08 6.01E+14 5.41E+08 2.01E+11 2.21E+11 2.73E+11 1.35E+10 1.15E+12 1.82E+11 1.55E+15 1.66E+16 4.69E+16 9.72E+14 1.17E+16 2.62E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.275  2.01E+23 2.01E+22 2.47E+23 9.31E+16 1.14E+21 1.14E+21 2.28E+21 4.16E+21 1.67E+21 8.12E+19 8.11E+18 9.65E+21 1.16E+19 6.88E+13 1.05E+13 5.06E+08 1.36E+12 4.04E+08 1.69E+11 4.07E+08 4.47E+15 3.63E+08 4.15E+11 5.10E+11 7.15E+11 2.26E+10 4.65E+12 5.98E+11 2.77E+16 5.06E+17 1.92E+18 2.26E+16 2.34E+16 2.87E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.413  2.79E+24 4.98E+23 8.28E+24 1.86E+17 2.28E+21 2.28E+21 4.56E+21 8.31E+21 3.35E+21 1.62E+20 1.62E+19 4.77E+23 2.07E+20 2.02E+14 2.35E+13 2.63E+08 2.42E+12 2.21E+08 2.38E+11 2.48E+08 3.32E+16 2.44E+08 8.55E+11 1.18E+12 1.87E+12 3.79E+10 1.89E+13 1.96E+12 4.95E+17 1.55E+19 7.84E+19 5.25E+17 4.68E+16 3.14E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.544  1.23E+26 2.36E+25 4.01E+26 3.72E+17 4.56E+21 4.56E+21 9.12E+21 1.66E+22 6.70E+21 3.24E+20 3.24E+19 2.36E+25 3.69E+21 5.93E+14 5.26E+13 1.36E+08 4.29E+12 1.21E+08 3.37E+11 1.51E+08 2.47E+17 1.64E+08 1.76E+12 2.73E+12 4.90E+12 6.34E+10 7.66E+13 6.44E+12 8.86E+18 4.72E+20 3.20E+21 1.22E+19 9.36E+16 3.44E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.668  6.06E+27 1.16E+27 1.98E+28 7.45E+17 9.11E+21 9.11E+21 1.82E+22 3.32E+22 1.34E+22 6.49E+20 6.47E+19 1.16E+27 6.57E+22 1.74E+15 1.18E+14 7.09E+07 7.61E+12 6.65E+07 4.76E+11 9.24E+07 1.83E+18 1.10E+08 3.64E+12 6.30E+12 1.28E+13 1.06E+11 3.11E+14 2.11E+13 1.59E+20 1.44E+22 1.31E+23 2.84E+20 1.87E+17 3.76E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.787  3.00E+29 5.75E+28 9.78E+29 1.49E+18 1.82E+22 1.82E+22 3.65E+22 6.65E+22 2.68E+22 1.30E+21 1.29E+20 5.75E+28 1.17E+24 5.10E+15 2.64E+14 3.68E+07 1.35E+13 3.65E+07 6.73E+11 5.64E+07 1.36E+19 7.39E+07 7.50E+12 1.46E+13 3.36E+13 1.78E+11 1.26E+15 6.93E+13 2.84E+21 4.41E+23 5.35E+24 6.60E+21 3.74E+17 4.12E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.900  1.48E+31 2.84E+30 4.83E+31 2.98E+18 3.64E+22 3.64E+22 7.29E+22 1.33E+23 5.36E+22 2.59E+21 2.58E+20 2.84E+30 2.09E+25 1.50E+16 5.93E+14 1.91E+07 2.40E+13 2.00E+07 9.51E+11 3.44E+07 1.01E+20 4.97E+07 1.55E+13 3.36E+13 8.80E+13 2.97E+11 5.12E+15 2.27E+14 5.08E+22 1.35E+25 2.19E+26 1.54E+23 7.48E+17 4.52E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.010  7.31E+32 1.40E+32 2.39E+33 5.95E+18 7.29E+22 7.29E+22 1.46E+23 2.66E+23 1.07E+23 5.18E+21 5.16E+20 1.40E+32 3.71E+26 4.39E+16 1.33E+15 9.93E+06 4.25E+13 1.10E+07 1.34E+12 2.10E+07 7.53E+20 3.34E+07 3.19E+13 7.77E+13 2.31E+14 4.97E+11 2.08E+16 7.46E+14 9.09E+23 4.12E+26 8.95E+27 3.57E+24 1.49E+18 4.95E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.115  3.61E+34 6.94E+33 1.18E+35 1.19E+19 1.46E+23 1.46E+23 2.92E+23 5.32E+23 2.14E+23 1.04E+22 1.03E+21 6.94E+33 6.61E+27 1.29E+17 2.98E+15 5.16E+06 7.55E+13 6.02E+06 1.90E+12 1.28E+07 5.59E+21 2.24E+07 6.57E+13 1.80E+14 6.04E+14 8.32E+11 8.44E+16 2.45E+15 1.63E+25 1.26E+28 3.66E+29 8.30E+25 2.99E+18 5.42E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.218  1.79E+36 3.43E+35 5.83E+36 2.38E+19 2.91E+23 2.91E+23 5.83E+23 1.06E+24 4.28E+23 2.07E+22 2.06E+21 3.43E+35 1.18E+29 3.78E+17 6.68E+15 2.68E+06 1.34E+14 3.30E+06 2.68E+12 7.82E+06 4.16E+22 1.51E+07 1.36E+14 4.15E+14 1.58E+15 1.39E+12 3.42E+17 8.03E+15 2.91E+26 3.85E+29 1.50E+31 1.93E+27 5.97E+18 5.93E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.317  8.82E+37 1.69E+37 2.88E+38 4.76E+19 5.83E+23 5.83E+23 1.17E+24 2.13E+24 8.56E+23 4.14E+22 4.11E+21 1.69E+37 2.10E+30 1.11E+18 1.50E+16 1.39E+06 2.38E+14 1.81E+06 3.79E+12 4.77E+06 3.09E+23 1.01E+07 2.79E+14 9.60E+14 4.14E+15 2.33E+12 1.39E+18 2.63E+16 5.21E+27 1.18E+31 6.11E+32 4.49E+28 1.19E+19 6.50E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.413  4.36E+39 8.37E+38 1.42E+40 9.52E+19 1.17E+24 1.17E+24 2.33E+24 4.25E+24 1.71E+24 8.28E+22 8.21E+21 8.37E+38 3.74E+31 3.26E+18 3.35E+16 7.23E+05 4.22E+14 9.92E+05 5.36E+12 2.91E+06 2.30E+24 6.79E+06 5.76E+14 2.22E+15 1.08E+16 3.90E+12 5.64E+18 8.64E+16 9.32E+28 3.60E+32 2.50E+34 1.04E+30 2.39E+19 7.12E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.506  2.15E+41 4.14E+40 7.03E+41 1.90E+20 2.33E+24 2.33E+24 4.66E+24 8.50E+24 3.42E+24 1.65E+23 1.64E+22 4.14E+40 6.66E+32 9.56E+18 7.52E+16 3.75E+05 7.50E+14 5.44E+05 7.57E+12 1.78E+06 1.71E+25 4.56E+06 1.19E+15 5.12E+15 2.84E+16 6.53E+12 2.29E+19 2.83E+17 1.67E+30 1.10E+34 1.02E+36 2.43E+31 4.77E+19 7.80E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.597  1.06E+43 2.04E+42 3.48E+43 3.81E+20 4.66E+24 4.66E+24 9.33E+24 1.70E+25 6.85E+24 3.31E+23 3.28E+22 2.04E+42 1.19E+34 2.81E+19 1.69E+17 1.95E+05 1.33E+15 2.98E+05 1.07E+13 1.08E+06 1.27E+26 3.07E+06 2.45E+15 1.18E+16 7.43E+16 1.09E+13 9.29E+19 9.30E+17 2.98E+31 3.36E+35 4.18E+37 5.64E+32 9.54E+19 8.54E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 69 A=171: Positive-Parity Spin-dependent Level Density [MeV-1] for TM171  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.127  2.00E+00 1.10E+01 5.58E+01 3.33E+00 3.07E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.179  5.00E+00 1.56E+01 9.58E+01 3.33E+00 3.07E+00 3.07E+00 3.07E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.220  1.00E+01 2.02E+01 1.51E+02 3.33E+00 3.07E+00 3.07E+00 3.07E+00 3.07E+00 3.07E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.254  1.60E+01 2.66E+01 2.24E+02 3.33E+00 3.07E+00 4.74E+00 3.08E+00 4.74E+00 3.07E+00 3.07E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.284  2.50E+01 4.69E+01 3.98E+02 4.87E+00 6.29E+00 7.81E+00 7.69E+00 7.94E+00 4.61E+00 3.07E+00 3.07E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.311  4.00E+01 7.33E+01 6.57E+02 4.74E+00 7.83E+00 1.41E+01 1.40E+01 1.26E+01 7.68E+00 4.61E+00 3.07E+00 3.08E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.336  6.60E+01 1.40E+02 1.36E+03 6.41E+00 9.28E+00 2.18E+01 3.14E+01 2.65E+01 1.69E+01 1.08E+01 6.15E+00 4.62E+00 4.87E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.359  1.10E+02 2.07E+02 2.06E+03 9.61E+00 1.39E+01 2.48E+01 4.42E+01 4.49E+01 2.78E+01 1.69E+01 9.35E+00 4.62E+00 6.41E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.380  1.85E+02 3.96E+02 4.02E+03 1.90E+01 3.09E+01 4.94E+01 7.59E+01 7.11E+01 5.41E+01 3.86E+01 2.48E+01 1.23E+01 9.49E+00 7.81E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.401  3.10E+02 6.02E+02 6.05E+03 3.14E+01 5.78E+01 8.21E+01 1.04E+02 9.42E+01 8.03E+01 6.03E+01 4.03E+01 2.17E+01 1.26E+01 9.48E+00 6.15E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.421  5.15E+02 1.04E+03 1.08E+04 4.51E+01 9.54E+01 1.43E+02 1.65E+02 1.70E+02 1.33E+02 1.10E+02 6.97E+01 4.94E+01 2.95E+01 1.58E+01 9.23E+00 4.74E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.439  8.29E+02 1.46E+03 1.56E+04 6.77E+01 1.29E+02 1.85E+02 2.26E+02 2.18E+02 2.00E+02 1.55E+02 1.12E+02 7.11E+01 4.80E+01 2.67E+01 1.38E+01 9.48E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.457  1.32E+03 2.45E+03 2.65E+04 1.19E+02 2.23E+02 3.05E+02 3.58E+02 3.55E+02 3.16E+02 2.61E+02 1.91E+02 1.39E+02 8.63E+01 4.97E+01 2.46E+01 1.59E+01 7.68E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.474  2.07E+03 3.57E+03 3.85E+04 1.87E+02 3.35E+02 4.68E+02 5.17E+02 4.84E+02 4.33E+02 3.76E+02 2.85E+02 2.01E+02 1.28E+02 7.58E+01 4.31E+01 2.37E+01 1.23E+01 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.491  3.28E+03 6.13E+03 6.64E+04 3.19E+02 5.78E+02 7.86E+02 8.80E+02 8.58E+02 7.46E+02 6.29E+02 4.60E+02 3.51E+02 2.25E+02 1.42E+02 8.01E+01 4.21E+01 2.33E+01 9.23E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.507  5.15E+03 8.76E+03 9.60E+04 4.25E+02 7.86E+02 1.11E+03 1.24E+03 1.24E+03 1.09E+03 9.18E+02 6.67E+02 4.83E+02 3.45E+02 2.23E+02 1.14E+02 6.38E+01 3.42E+01 1.23E+01 6.28E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.523  8.09E+03 1.48E+04 1.64E+05 7.20E+02 1.34E+03 1.82E+03 2.03E+03 2.04E+03 1.86E+03 1.58E+03 1.18E+03 8.29E+02 5.70E+02 3.84E+02 2.25E+02 1.18E+02 6.56E+01 2.47E+01 1.28E+01 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.538  1.26E+04 2.12E+04 2.36E+05 1.01E+03 1.90E+03 2.61E+03 2.89E+03 2.90E+03 2.58E+03 2.26E+03 1.71E+03 1.23E+03 8.45E+02 5.45E+02 3.41E+02 1.84E+02 9.96E+01 3.58E+01 2.07E+01 6.30E+00 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.553  1.97E+04 3.58E+04 4.04E+05 1.65E+03 3.15E+03 4.31E+03 4.81E+03 4.90E+03 4.41E+03 3.77E+03 2.91E+03 2.15E+03 1.50E+03 9.47E+02 6.01E+02 3.37E+02 1.80E+02 7.76E+01 3.92E+01 1.58E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.567  3.05E+04 5.05E+04 5.75E+05 2.25E+03 4.33E+03 5.94E+03 6.79E+03 6.95E+03 6.21E+03 5.34E+03 4.10E+03 3.10E+03 2.18E+03 1.40E+03 8.82E+02 5.07E+02 2.76E+02 1.24E+02 5.60E+01 2.67E+01 1.11E+01 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.595  7.25E+04 1.18E+05 1.37E+06 5.05E+03 9.80E+03 1.34E+04 1.53E+04 1.58E+04 1.44E+04 1.26E+04 9.80E+03 7.63E+03 5.35E+03 3.56E+03 2.32E+03 1.32E+03 7.27E+02 3.76E+02 1.87E+02 8.35E+01 3.57E+01 1.82E+01 0.00E+00 3.02E-02 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
