                    *********************************************************************************
                    *  Z= 95 A=242: Positive-Parity Spin-dependent Level Density [MeV-1] for AM242  *
   1.75  0.281  1.35E+03 3.79E+03 5.80E+04 1.38E+00 1.72E+02 1.80E+02 3.50E+02 3.43E+02 4.37E+02 3.60E+02 3.97E+02 2.87E+02 2.93E+02 2.28E+02 2.16E+02 1.38E+02 1.20E+02 9.04E+01 6.23E+01 4.19E+01 2.79E+01 1.86E+01 1.58E+01 1.10E+01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.300  2.67E+03 6.78E+03 1.05E+05 1.27E+00 3.07E+02 3.06E+02 6.07E+02 5.86E+02 7.55E+02 6.73E+02 7.21E+02 5.60E+02 5.12E+02 4.06E+02 3.63E+02 2.55E+02 2.35E+02 1.58E+02 1.10E+02 7.93E+01 4.82E+01 3.27E+01 3.00E+01 1.72E+01 1.09E+01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.318  5.54E+03 1.62E+04 2.52E+05 2.75E+00 7.38E+02 7.05E+02 1.45E+03 1.40E+03 1.75E+03 1.51E+03 1.68E+03 1.34E+03 1.31E+03 1.05E+03 9.10E+02 6.14E+02 5.44E+02 3.55E+02 2.91E+02 1.76E+02 1.20E+02 7.64E+01 6.10E+01 4.05E+01 2.64E+01 1.56E+01 4.77E+00 4.07E-03 0.00E+00 1.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.336  1.10E+04 2.75E+04 4.38E+05 4.69E+00 1.17E+03 1.13E+03 2.33E+03 2.24E+03 2.87E+03 2.51E+03 2.89E+03 2.27E+03 2.25E+03 1.86E+03 1.61E+03 1.17E+03 1.00E+03 6.36E+02 5.07E+02 3.48E+02 2.38E+02 1.53E+02 1.04E+02 6.54E+01 4.99E+01 2.84E+01 1.56E+01 4.67E+00 3.22E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.352  2.19E+04 6.01E+04 9.84E+05 9.84E+00 2.49E+03 2.39E+03 4.90E+03 4.65E+03 6.02E+03 5.27E+03 6.08E+03 4.88E+03 4.94E+03 4.13E+03 3.74E+03 2.77E+03 2.39E+03 1.62E+03 1.26E+03 8.47E+02 6.22E+02 3.76E+02 2.63E+02 1.72E+02 1.12E+02 6.76E+01 4.19E+01 2.20E+01 1.13E+01 4.77E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.368  4.19E+04 9.99E+04 1.66E+06 7.86E+00 3.96E+03 3.92E+03 7.81E+03 7.54E+03 9.72E+03 8.77E+03 1.01E+04 8.03E+03 8.18E+03 6.87E+03 6.25E+03 4.73E+03 4.18E+03 2.88E+03 2.27E+03 1.59E+03 1.11E+03 7.01E+02 5.09E+02 3.14E+02 2.12E+02 1.16E+02 7.01E+01 4.37E+01 2.84E+01 1.41E+01 6.34E+00 4.77E+00 3.22E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.383  8.03E+04 2.07E+05 3.53E+06 7.44E+00 7.89E+03 7.87E+03 1.55E+04 1.50E+04 1.93E+04 1.74E+04 2.00E+04 1.65E+04 1.69E+04 1.44E+04 1.33E+04 1.01E+04 9.14E+03 6.43E+03 5.25E+03 3.76E+03 2.76E+03 1.78E+03 1.24E+03 7.93E+02 5.65E+02 3.16E+02 1.92E+02 1.16E+02 7.38E+01 3.91E+01 2.26E+01 1.93E+01 1.12E+01 4.66E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.397  1.48E+05 3.33E+05 5.78E+06 1.30E+01 1.23E+04 1.22E+04 2.41E+04 2.33E+04 3.05E+04 2.81E+04 3.21E+04 2.64E+04 2.69E+04 2.29E+04 2.14E+04 1.67E+04 1.50E+04 1.09E+04 8.85E+03 6.46E+03 4.86E+03 3.24E+03 2.29E+03 1.48E+03 1.03E+03 6.09E+02 3.64E+02 2.10E+02 1.32E+02 8.75E+01 5.21E+01 3.65E+01 1.62E+01 1.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.411  2.73E+05 6.68E+05 1.18E+07 1.90E+01 2.44E+04 2.39E+04 4.74E+04 4.58E+04 5.94E+04 5.39E+04 6.26E+04 5.20E+04 5.36E+04 4.64E+04 4.34E+04 3.39E+04 3.13E+04 2.29E+04 1.90E+04 1.42E+04 1.09E+04 7.50E+03 5.50E+03 3.69E+03 2.56E+03 1.47E+03 9.57E+02 5.56E+02 3.50E+02 2.13E+02 1.39E+02 8.64E+01 5.27E+01 3.26E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.425  4.89E+05 1.06E+06 1.90E+07 4.19E+01 3.74E+04 3.65E+04 7.28E+04 7.04E+04 9.38E+04 8.54E+04 9.91E+04 8.20E+04 8.44E+04 7.26E+04 6.84E+04 5.49E+04 5.00E+04 3.68E+04 3.10E+04 2.34E+04 1.82E+04 1.27E+04 9.53E+03 6.54E+03 4.55E+03 2.74E+03 1.73E+03 1.07E+03 6.93E+02 4.09E+02 2.64E+02 1.69E+02 1.06E+02 6.52E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.438  8.80E+05 2.08E+06 3.78E+07 4.50E+01 7.27E+04 7.13E+04 1.42E+05 1.37E+05 1.79E+05 1.63E+05 1.88E+05 1.57E+05 1.65E+05 1.43E+05 1.35E+05 1.08E+05 1.00E+05 7.52E+04 6.31E+04 4.83E+04 3.82E+04 2.72E+04 2.08E+04 1.46E+04 1.04E+04 6.53E+03 4.28E+03 2.73E+03 1.85E+03 1.11E+03 6.76E+02 4.43E+02 2.78E+02 1.55E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.450  1.55E+06 3.25E+06 5.98E+07 4.28E+01 1.11E+05 1.09E+05 2.16E+05 2.09E+05 2.78E+05 2.56E+05 2.98E+05 2.48E+05 2.55E+05 2.21E+05 2.12E+05 1.71E+05 1.58E+05 1.18E+05 1.00E+05 7.78E+04 6.15E+04 4.46E+04 3.44E+04 2.44E+04 1.77E+04 1.12E+04 7.56E+03 4.96E+03 3.39E+03 2.09E+03 1.32E+03 8.38E+02 5.15E+02 2.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.463  2.74E+06 6.29E+06 1.17E+08 6.29E+01 2.11E+05 2.08E+05 4.12E+05 4.01E+05 5.27E+05 4.84E+05 5.56E+05 4.71E+05 4.96E+05 4.31E+05 4.13E+05 3.30E+05 3.10E+05 2.36E+05 2.01E+05 1.56E+05 1.25E+05 9.14E+04 7.11E+04 5.15E+04 3.80E+04 2.49E+04 1.71E+04 1.14E+04 8.01E+03 5.02E+03 3.27E+03 2.05E+03 1.29E+03 7.70E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.475  4.75E+06 9.76E+06 1.83E+08 8.55E+01 3.19E+05 3.14E+05 6.24E+05 6.06E+05 8.09E+05 7.49E+05 8.72E+05 7.36E+05 7.60E+05 6.63E+05 6.38E+05 5.19E+05 4.85E+05 3.67E+05 3.16E+05 2.48E+05 1.98E+05 1.46E+05 1.15E+05 8.40E+04 6.26E+04 4.11E+04 2.88E+04 1.96E+04 1.39E+04 8.92E+03 5.83E+03 3.70E+03 2.37E+03 1.44E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.498  1.43E+07 2.85E+07 5.47E+08 3.40E+02 9.02E+05 8.89E+05 1.77E+06 1.72E+06 2.30E+06 2.13E+06 2.50E+06 2.12E+06 2.20E+06 1.93E+06 1.87E+06 1.54E+06 1.45E+06 1.11E+06 9.62E+05 7.63E+05 6.17E+05 4.59E+05 3.70E+05 2.74E+05 2.08E+05 1.41E+05 1.01E+05 7.03E+04 5.16E+04 3.40E+04 2.28E+04 1.50E+04 9.83E+03 6.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.520  4.19E+07 8.18E+07 1.59E+09 5.96E+02 2.51E+06 2.47E+06 4.91E+06 4.79E+06 6.43E+06 5.98E+06 7.02E+06 5.99E+06 6.25E+06 5.51E+06 5.37E+06 4.44E+06 4.21E+06 3.26E+06 2.85E+06 2.28E+06 1.87E+06 1.41E+06 1.15E+06 8.62E+05 6.64E+05 4.57E+05 3.33E+05 2.37E+05 1.78E+05 1.20E+05 8.25E+04 5.53E+04 3.71E+04 2.33E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.541  1.20E+08 2.30E+08 4.57E+09 1.56E+03 6.84E+06 6.76E+06 1.34E+07 1.31E+07 1.76E+07 1.65E+07 1.94E+07 1.66E+07 1.75E+07 1.56E+07 1.51E+07 1.26E+07 1.20E+07 9.39E+06 8.28E+06 6.69E+06 5.52E+06 4.22E+06 3.46E+06 2.64E+06 2.06E+06 1.44E+06 1.06E+06 7.67E+05 5.81E+05 4.00E+05 2.81E+05 1.91E+05 1.30E+05 8.38E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.562  3.36E+08 6.36E+08 1.28E+10 3.92E+03 1.84E+07 1.82E+07 3.62E+07 3.54E+07 4.77E+07 4.46E+07 5.26E+07 4.52E+07 4.79E+07 4.27E+07 4.17E+07 3.50E+07 3.36E+07 2.66E+07 2.35E+07 1.91E+07 1.59E+07 1.23E+07 1.02E+07 7.86E+06 6.19E+06 4.38E+06 3.26E+06 2.40E+06 1.84E+06 1.28E+06 9.10E+05 6.27E+05 4.35E+05 2.84E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.581  9.28E+08 1.73E+09 3.53E+10 9.45E+03 4.88E+07 4.83E+07 9.61E+07 9.40E+07 1.27E+08 1.19E+08 1.41E+08 1.21E+08 1.29E+08 1.16E+08 1.13E+08 9.57E+07 9.20E+07 7.34E+07 6.53E+07 5.36E+07 4.50E+07 3.51E+07 2.93E+07 2.28E+07 1.82E+07 1.30E+07 9.78E+06 7.29E+06 5.64E+06 3.97E+06 2.85E+06 1.98E+06 1.39E+06 9.19E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.601  2.51E+09 4.60E+09 9.55E+10 2.42E+04 1.24E+08 1.23E+08 2.45E+08 2.40E+08 3.29E+08 3.10E+08 3.68E+08 3.20E+08 3.41E+08 3.07E+08 3.03E+08 2.57E+08 2.48E+08 1.99E+08 1.78E+08 1.47E+08 1.24E+08 9.77E+07 8.20E+07 6.47E+07 5.18E+07 3.76E+07 2.86E+07 2.15E+07 1.68E+07 1.20E+07 8.68E+06 6.09E+06 4.31E+06 2.87E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.619  6.69E+09 1.21E+10 2.55E+11 5.71E+04 3.21E+08 3.18E+08 6.33E+08 6.21E+08 8.54E+08 8.06E+08 9.60E+08 8.37E+08 8.95E+08 8.05E+08 7.92E+08 6.78E+08 6.58E+08 5.31E+08 4.78E+08 3.97E+08 3.38E+08 2.68E+08 2.26E+08 1.80E+08 1.45E+08 1.07E+08 8.16E+07 6.20E+07 4.88E+07 3.50E+07 2.57E+07 1.82E+07 1.29E+07 8.71E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.637  1.77E+10 3.17E+10 6.74E+11 1.42E+05 8.22E+08 8.15E+08 1.62E+09 1.59E+09 2.19E+09 2.07E+09 2.47E+09 2.16E+09 2.32E+09 2.10E+09 2.06E+09 1.77E+09 1.73E+09 1.40E+09 1.26E+09 1.06E+09 9.05E+08 7.22E+08 6.15E+08 4.93E+08 4.01E+08 2.96E+08 2.28E+08 1.75E+08 1.39E+08 1.00E+08 7.42E+07 5.29E+07 3.80E+07 2.58E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.654  4.61E+10 8.19E+10 1.76E+12 3.46E+05 2.08E+09 2.06E+09 4.11E+09 4.03E+09 5.56E+09 5.27E+09 6.29E+09 5.52E+09 5.94E+09 5.38E+09 5.31E+09 4.59E+09 4.48E+09 3.66E+09 3.30E+09 2.78E+09 2.39E+09 1.92E+09 1.64E+09 1.33E+09 1.09E+09 8.08E+08 6.28E+08 4.86E+08 3.87E+08 2.82E+08 2.10E+08 1.50E+08 1.09E+08 7.43E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.671  1.19E+11 2.09E+11 4.53E+12 8.25E+05 5.21E+09 5.17E+09 1.03E+10 1.01E+10 1.40E+10 1.32E+10 1.58E+10 1.39E+10 1.50E+10 1.36E+10 1.35E+10 1.17E+10 1.15E+10 9.43E+09 8.54E+09 7.23E+09 6.25E+09 5.03E+09 4.34E+09 3.52E+09 2.90E+09 2.17E+09 1.70E+09 1.32E+09 1.06E+09 7.77E+08 5.82E+08 4.20E+08 3.04E+08 2.10E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.704  8.83E+11 1.32E+12 2.91E+13 4.68E+06 3.18E+10 3.15E+10 6.28E+10 6.18E+10 8.55E+10 8.13E+10 9.76E+10 8.62E+10 9.35E+10 8.52E+10 8.49E+10 7.40E+10 7.30E+10 6.04E+10 5.51E+10 4.70E+10 4.10E+10 3.33E+10 2.90E+10 2.38E+10 1.98E+10 1.50E+10 1.19E+10 9.35E+09 7.57E+09 5.61E+09 4.25E+09 3.09E+09 2.15E+09 1.31E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.736  4.79E+12 6.50E+12 1.62E+14 2.56E+07 7.15E+10 7.41E+10 1.51E+11 1.58E+11 2.58E+11 2.60E+11 3.84E+11 4.18E+11 5.10E+11 4.99E+11 5.13E+11 4.49E+11 4.45E+11 3.71E+11 3.41E+11 2.93E+11 2.58E+11 2.11E+11 1.85E+11 1.53E+11 1.29E+11 9.86E+10 7.86E+10 6.25E+10 4.88E+10 3.26E+10 1.99E+10 1.21E+10 7.57E+09 4.18E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.766  1.08E+13 5.59E+12 2.09E+14 1.40E+08 2.20E+10 2.01E+10 4.12E+10 4.69E+10 2.58E+10 7.67E+10 8.58E+10 9.97E+10 7.87E+10 7.37E+10 7.29E+10 7.25E+10 5.32E+10 9.72E+10 2.17E+11 3.32E+11 5.29E+11 5.64E+11 5.77E+11 5.46E+11 5.41E+11 4.96E+11 3.47E+11 2.08E+11 1.41E+11 9.54E+10 5.62E+10 3.64E+10 2.29E+10 1.20E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.794  1.53E+13 3.37E+12 1.55E+14 6.31E+08 4.77E+09 2.68E+09 8.63E+09 5.63E+09 1.02E+10 1.58E+10 7.80E+09 7.52E+09 1.46E+10 2.07E+10 1.68E+10 9.90E+09 3.24E+10 4.94E+10 1.63E+10 6.66E+10 1.03E+11 6.81E+10 5.02E+10 7.79E+10 2.09E+11 3.91E+11 6.84E+11 5.23E+11 3.78E+11 2.44E+11 1.54E+11 9.87E+10 6.21E+10 3.30E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.822  1.79E+13 1.74E+12 8.33E+13 8.47E+08 6.60E+09 5.36E+09 7.59E+09 8.55E+09 2.22E+10 1.51E+10 1.87E+10 1.25E+10 6.53E+09 2.51E+09 2.02E+10 1.30E+10 7.29E+09 8.10E+09 1.34E+10 9.64E+09 1.27E+10 2.12E+10 5.78E+10 1.81E+10 6.05E+10 1.10E+11 3.62E+09 9.67E+10 4.45E+11 3.00E+11 1.92E+11 1.23E+11 8.05E+10 3.88E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.849  1.96E+13 1.81E+12 8.68E+13 1.14E+09 9.13E+09 1.07E+10 6.68E+09 1.30E+10 4.83E+10 1.44E+10 4.49E+10 2.07E+10 2.93E+09 3.04E+08 2.43E+10 1.71E+10 1.64E+09 1.33E+09 1.10E+10 1.40E+09 1.55E+09 6.59E+09 6.66E+10 4.21E+09 1.75E+10 3.12E+10 1.91E+07 1.79E+10 5.25E+11 3.69E+11 2.38E+11 1.54E+11 1.04E+11 4.56E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.875  2.17E+13 2.23E+12 1.04E+14 1.53E+09 1.26E+10 2.14E+10 5.87E+09 1.98E+10 1.05E+11 1.37E+10 1.08E+11 3.44E+10 1.32E+09 3.68E+07 2.92E+10 2.24E+10 3.69E+08 2.18E+08 9.02E+09 2.02E+08 1.90E+08 2.05E+09 7.68E+10 9.79E+08 5.08E+09 8.82E+09 1.01E+05 3.31E+09 6.18E+11 4.55E+11 2.96E+11 1.92E+11 1.35E+11 5.36E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.901  2.43E+13 2.96E+12 1.29E+14 2.05E+09 1.75E+10 4.28E+10 5.17E+09 3.01E+10 2.30E+11 1.30E+10 2.59E+11 5.70E+10 5.91E+08 4.46E+06 3.51E+10 2.94E+10 8.29E+07 3.57E+07 7.41E+09 2.93E+07 2.33E+07 6.38E+08 8.85E+10 2.28E+08 1.47E+09 2.49E+09 5.36E+02 6.12E+08 7.29E+11 5.59E+11 3.68E+11 2.40E+11 1.76E+11 6.30E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.926  2.78E+13 4.19E+12 1.64E+14 2.76E+09 2.42E+10 8.56E+10 4.54E+09 4.57E+10 5.01E+11 1.24E+10 6.22E+11 9.46E+10 2.65E+08 5.40E+05 4.23E+10 3.86E+10 1.87E+07 5.84E+06 6.08E+09 4.24E+06 2.85E+06 1.98E+08 1.02E+11 5.30E+07 4.26E+08 7.04E+08 0.00E+00 1.13E+08 8.59E+11 6.88E+11 4.57E+11 3.00E+11 2.28E+11 7.41E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.950  3.31E+13 6.45E+12 2.18E+14 3.70E+09 3.35E+10 1.71E+11 4.00E+09 6.95E+10 1.09E+12 1.18E+10 1.49E+12 1.57E+11 1.19E+08 6.54E+04 5.09E+10 5.07E+10 4.19E+06 9.58E+05 4.99E+09 6.14E+05 3.49E+05 6.17E+07 1.18E+11 1.23E+07 1.23E+08 1.99E+08 0.00E+00 2.09E+07 1.01E+12 8.47E+11 5.68E+11 3.75E+11 2.95E+11 8.70E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.007  7.68E+13 2.84E+13 5.97E+14 7.74E+09 7.55E+10 9.68E+11 2.90E+09 1.98E+11 7.68E+12 1.04E+10 1.33E+13 5.56E+11 1.61E+07 3.34E+02 8.08E+10 1.00E+11 1.01E+05 1.04E+04 3.04E+09 4.90E+03 1.83E+03 3.33E+06 1.68E+11 3.21E+05 5.58E+06 8.45E+06 0.00E+00 3.08E+05 1.53E+12 1.42E+12 9.78E+11 6.55E+11 5.65E+11 1.30E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.062  3.50E+14 1.90E+14 2.94E+15 1.62E+10 1.70E+11 5.47E+12 2.11E+09 5.64E+11 5.39E+13 9.24E+09 1.19E+14 1.97E+12 2.17E+06 0.00E+00 1.28E+11 1.98E+11 2.41E+03 1.13E+02 1.86E+09 3.91E+01 9.59E+00 1.79E+05 2.39E+11 8.37E+03 2.52E+05 3.59E+05 0.00E+00 4.53E+03 2.30E+12 2.39E+12 1.68E+12 1.14E+12 1.08E+12 1.95E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
