                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
  11.00  0.813  8.34E+08 1.11E+09 1.62E+10 3.26E+07 6.48E+07 9.22E+07 1.07E+08 1.20E+08 1.15E+08 1.12E+08 9.58E+07 8.33E+07 6.95E+07 5.56E+07 4.20E+07 3.33E+07 2.43E+07 1.72E+07 1.31E+07 9.21E+06 6.64E+06 4.52E+06 3.32E+06 2.08E+06 1.47E+06 1.04E+06 7.07E+05 4.96E+05 3.41E+05 2.02E+05 1.01E+05 4.67E+04 1.93E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.849  3.89E+09 5.00E+09 7.45E+10 1.42E+08 2.83E+08 4.03E+08 4.70E+08 5.27E+08 5.10E+08 5.00E+08 4.30E+08 3.76E+08 3.17E+08 2.56E+08 1.96E+08 1.58E+08 1.17E+08 8.42E+07 6.51E+07 4.68E+07 3.44E+07 2.39E+07 1.79E+07 1.15E+07 8.36E+06 6.06E+06 4.22E+06 3.03E+06 2.13E+06 1.30E+06 6.76E+05 3.28E+05 1.40E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.884  1.74E+10 2.21E+10 3.35E+11 6.21E+08 1.23E+09 1.75E+09 2.03E+09 2.28E+09 2.23E+09 2.19E+09 1.88E+09 1.66E+09 1.41E+09 1.15E+09 8.93E+08 7.26E+08 5.45E+08 3.97E+08 3.11E+08 2.28E+08 1.70E+08 1.21E+08 9.19E+07 6.06E+07 4.47E+07 3.31E+07 2.35E+07 1.72E+07 1.24E+07 7.76E+06 4.15E+06 2.09E+06 9.26E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.917  7.59E+10 9.48E+10 1.47E+12 2.59E+09 5.15E+09 7.30E+09 8.49E+09 9.56E+09 9.37E+09 9.24E+09 8.00E+09 7.13E+09 6.07E+09 5.00E+09 3.94E+09 3.23E+09 2.45E+09 1.82E+09 1.44E+09 1.07E+09 8.09E+08 5.82E+08 4.50E+08 3.02E+08 2.27E+08 1.70E+08 1.24E+08 9.26E+07 6.72E+07 4.31E+07 2.35E+07 1.23E+07 5.57E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.950  2.40E+11 2.34E+11 3.68E+12 6.09E+09 1.21E+10 1.75E+10 2.05E+10 2.34E+10 2.26E+10 2.25E+10 1.99E+10 1.77E+10 1.53E+10 1.26E+10 9.97E+09 8.25E+09 6.22E+09 4.68E+09 3.75E+09 2.80E+09 2.14E+09 1.57E+09 1.23E+09 8.40E+08 6.40E+08 4.87E+08 3.58E+08 2.69E+08 2.00E+08 1.30E+08 7.04E+07 3.75E+07 1.75E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.981  6.46E+11 5.78E+11 9.26E+12 1.43E+10 2.85E+10 4.18E+10 4.95E+10 5.73E+10 5.47E+10 5.47E+10 4.94E+10 4.40E+10 3.84E+10 3.18E+10 2.52E+10 2.11E+10 1.58E+10 1.21E+10 9.74E+09 7.34E+09 5.68E+09 4.26E+09 3.37E+09 2.34E+09 1.80E+09 1.39E+09 1.03E+09 7.79E+08 5.98E+08 3.92E+08 2.10E+08 1.15E+08 5.52E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.011  1.65E+12 1.43E+12 2.33E+13 3.36E+10 6.69E+10 9.99E+10 1.20E+11 1.40E+11 1.32E+11 1.33E+11 1.23E+11 1.09E+11 9.67E+10 8.01E+10 6.37E+10 5.39E+10 3.99E+10 3.11E+10 2.53E+10 1.93E+10 1.50E+10 1.15E+10 9.22E+09 6.50E+09 5.07E+09 3.98E+09 2.97E+09 2.26E+09 1.78E+09 1.18E+09 6.30E+08 3.50E+08 1.74E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.040  4.13E+12 3.54E+12 5.89E+13 7.91E+10 1.57E+11 2.39E+11 2.89E+11 3.44E+11 3.19E+11 3.24E+11 3.06E+11 2.71E+11 2.43E+11 2.02E+11 1.61E+11 1.38E+11 1.01E+11 8.01E+10 6.58E+10 5.05E+10 3.98E+10 3.12E+10 2.52E+10 1.81E+10 1.43E+10 1.14E+10 8.54E+09 6.55E+09 5.31E+09 3.57E+09 1.88E+09 1.07E+09 5.46E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.069  1.03E+13 8.77E+12 1.49E+14 1.86E+11 3.70E+11 5.72E+11 6.98E+11 8.42E+11 7.71E+11 7.88E+11 7.59E+11 6.74E+11 6.12E+11 5.09E+11 4.07E+11 3.52E+11 2.57E+11 2.07E+11 1.71E+11 1.32E+11 1.06E+11 8.43E+10 6.90E+10 5.03E+10 4.02E+10 3.25E+10 2.46E+10 1.90E+10 1.58E+10 1.08E+10 5.63E+09 3.27E+09 1.72E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.096  2.56E+13 2.18E+13 3.77E+14 4.37E+11 8.71E+11 1.37E+12 1.69E+12 2.06E+12 1.86E+12 1.92E+12 1.89E+12 1.67E+12 1.54E+12 1.28E+12 1.03E+12 9.00E+11 6.50E+11 5.33E+11 4.45E+11 3.47E+11 2.80E+11 2.28E+11 1.89E+11 1.40E+11 1.13E+11 9.29E+10 7.09E+10 5.51E+10 4.73E+10 3.25E+10 1.69E+10 1.00E+10 5.41E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.163  3.19E+14 2.13E+14 3.89E+15 3.71E+12 7.38E+12 1.21E+13 1.53E+13 1.94E+13 1.69E+13 1.77E+13 1.84E+13 1.63E+13 1.55E+13 1.29E+13 1.05E+13 9.40E+12 6.65E+12 5.68E+12 4.85E+12 3.86E+12 3.20E+12 2.75E+12 2.34E+12 1.80E+12 1.51E+12 1.28E+12 9.98E+11 7.89E+11 7.26E+11 5.14E+11 2.61E+11 1.63E+11 9.50E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.226  3.21E+15 2.10E+15 4.08E+16 3.14E+13 6.26E+13 1.07E+14 1.39E+14 1.82E+14 1.53E+14 1.64E+14 1.79E+14 1.58E+14 1.55E+14 1.31E+14 1.06E+14 9.82E+13 6.81E+13 6.06E+13 5.28E+13 4.29E+13 3.65E+13 3.30E+13 2.90E+13 2.33E+13 2.00E+13 1.77E+13 1.41E+13 1.13E+13 1.11E+13 8.12E+12 4.04E+12 2.67E+12 1.67E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.343  5.44E+17 2.14E+17 4.78E+18 2.26E+15 4.51E+15 8.39E+15 1.14E+16 1.60E+16 1.26E+16 1.40E+16 1.70E+16 1.50E+16 1.57E+16 1.33E+16 1.10E+16 1.07E+16 7.12E+15 6.90E+15 6.27E+15 5.31E+15 4.77E+15 4.79E+15 4.44E+15 3.87E+15 3.55E+15 3.38E+15 2.79E+15 2.32E+15 2.63E+15 2.03E+15 9.67E+14 7.13E+14 5.15E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.551  3.81E+21 7.62E+20 9.60E+21 1.16E+19 2.33E+19 5.15E+19 7.70E+19 1.24E+20 8.53E+19 1.02E+20 1.53E+20 1.34E+20 4.67E+16 3.96E+16 3.28E+16 3.19E+16 2.12E+16 2.06E+16 1.87E+16 1.58E+16 1.42E+16 1.43E+16 1.33E+16 1.16E+16 1.06E+16 1.01E+16 8.33E+15 6.93E+15 7.86E+15 6.07E+15 2.89E+15 2.13E+15 1.54E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.734  1.52E+22 1.52E+21 1.92E+22 2.33E+19 4.66E+19 1.03E+20 1.54E+20 2.48E+20 1.71E+20 2.03E+20 3.06E+20 2.68E+20 1.39E+17 1.18E+17 9.76E+16 9.52E+16 6.33E+16 6.14E+16 5.58E+16 4.73E+16 4.25E+16 4.27E+16 3.96E+16 3.45E+16 3.17E+16 3.02E+16 2.49E+16 2.07E+16 2.35E+16 1.82E+16 8.66E+15 6.39E+15 4.62E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.899  3.81E+22 3.05E+21 3.85E+22 4.66E+19 9.33E+19 2.06E+20 3.08E+20 4.97E+20 3.41E+20 4.07E+20 6.13E+20 5.35E+20 4.15E+17 3.52E+17 2.91E+17 2.84E+17 1.89E+17 1.83E+17 1.66E+17 1.41E+17 1.27E+17 1.27E+17 1.18E+17 1.03E+17 9.47E+16 9.03E+16 7.45E+16 6.20E+16 7.03E+16 5.44E+16 2.59E+16 1.91E+16 1.38E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.051  8.39E+22 6.10E+21 7.70E+22 9.31E+19 1.87E+20 4.12E+20 6.16E+20 9.94E+20 6.82E+20 8.14E+20 1.22E+21 1.07E+21 1.24E+18 1.05E+18 8.67E+17 8.46E+17 5.62E+17 5.46E+17 4.96E+17 4.21E+17 3.78E+17 3.81E+17 3.53E+17 3.08E+17 2.83E+17 2.70E+17 2.23E+17 1.85E+17 2.10E+17 1.63E+17 7.75E+16 5.72E+16 4.14E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.193  1.75E+23 1.22E+22 1.54E+23 1.86E+20 3.73E+20 8.24E+20 1.23E+21 1.99E+21 1.36E+21 1.63E+21 2.45E+21 2.14E+21 3.68E+18 3.13E+18 2.59E+18 2.52E+18 1.68E+18 1.63E+18 1.48E+18 1.26E+18 1.13E+18 1.14E+18 1.06E+18 9.21E+17 8.46E+17 8.07E+17 6.66E+17 5.54E+17 6.29E+17 4.87E+17 2.32E+17 1.71E+17 1.24E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.326  3.59E+23 2.44E+22 3.09E+23 3.72E+20 7.46E+20 1.65E+21 2.46E+21 3.97E+21 2.73E+21 3.25E+21 4.90E+21 4.28E+21 1.10E+19 9.32E+18 7.70E+18 7.53E+18 5.00E+18 4.86E+18 4.42E+18 3.75E+18 3.37E+18 3.39E+18 3.15E+18 2.75E+18 2.53E+18 2.41E+18 1.99E+18 1.66E+18 1.88E+18 1.46E+18 6.94E+17 5.12E+17 3.71E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.452  7.26E+23 4.90E+22 6.21E+23 7.45E+20 1.49E+21 3.29E+21 4.92E+21 7.95E+21 5.45E+21 6.51E+21 9.80E+21 8.56E+21 3.27E+19 2.78E+19 2.30E+19 2.24E+19 1.49E+19 1.45E+19 1.32E+19 1.12E+19 1.01E+19 1.01E+19 9.42E+18 8.22E+18 7.56E+18 7.21E+18 5.95E+18 4.95E+18 5.63E+18 4.36E+18 2.07E+18 1.53E+18 1.11E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.571  1.46E+24 9.81E+22 1.25E+24 1.49E+21 2.98E+21 6.59E+21 9.85E+21 1.59E+22 1.09E+22 1.30E+22 1.96E+22 1.71E+22 9.75E+19 8.28E+19 6.85E+19 6.69E+19 4.44E+19 4.32E+19 3.93E+19 3.34E+19 3.00E+19 3.03E+19 2.81E+19 2.46E+19 2.26E+19 2.16E+19 1.78E+19 1.48E+19 1.68E+19 1.30E+19 6.21E+18 4.59E+18 3.32E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.686  2.94E+24 1.97E+23 2.52E+24 2.98E+21 5.97E+21 1.32E+22 1.97E+22 3.18E+22 2.18E+22 2.60E+22 3.92E+22 3.42E+22 2.90E+20 2.47E+20 2.04E+20 1.99E+20 1.32E+20 1.29E+20 1.17E+20 9.96E+19 8.96E+19 9.04E+19 8.40E+19 7.34E+19 6.75E+19 6.45E+19 5.32E+19 4.43E+19 5.04E+19 3.90E+19 1.86E+19 1.37E+19 9.95E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.795  5.90E+24 3.96E+23 5.11E+24 5.95E+21 1.19E+22 2.63E+22 3.94E+22 6.36E+22 4.36E+22 5.21E+22 7.84E+22 6.85E+22 8.66E+20 7.35E+20 6.08E+20 5.95E+20 3.94E+20 3.84E+20 3.50E+20 2.97E+20 2.67E+20 2.70E+20 2.51E+20 2.19E+20 2.02E+20 1.93E+20 1.59E+20 1.32E+20 1.51E+20 1.17E+20 5.56E+19 4.11E+19 2.98E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.901  1.19E+25 7.98E+23 1.04E+25 1.19E+22 2.39E+22 5.27E+22 7.87E+22 1.27E+23 8.72E+22 1.04E+23 1.57E+23 1.37E+23 2.58E+21 2.19E+21 1.81E+21 1.77E+21 1.18E+21 1.15E+21 1.04E+21 8.87E+20 7.98E+20 8.06E+20 7.49E+20 6.55E+20 6.03E+20 5.76E+20 4.76E+20 3.96E+20 4.51E+20 3.49E+20 1.66E+20 1.23E+20 8.92E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.003  2.39E+25 1.61E+24 2.14E+25 2.38E+22 4.77E+22 1.05E+23 1.57E+23 2.54E+23 1.74E+23 2.08E+23 3.13E+23 2.74E+23 7.69E+21 6.53E+21 5.40E+21 5.29E+21 3.50E+21 3.42E+21 3.11E+21 2.65E+21 2.38E+21 2.41E+21 2.24E+21 1.96E+21 1.80E+21 1.72E+21 1.42E+21 1.18E+21 1.35E+21 1.04E+21 4.97E+20 3.68E+20 2.67E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.101  4.84E+25 3.28E+24 4.46E+25 4.76E+22 9.54E+22 2.11E+23 3.15E+23 5.08E+23 3.49E+23 4.16E+23 6.27E+23 5.48E+23 2.29E+22 1.95E+22 1.61E+22 1.58E+22 1.04E+22 1.02E+22 9.28E+21 7.89E+21 7.11E+21 7.19E+21 6.69E+21 5.85E+21 5.39E+21 5.15E+21 4.25E+21 3.54E+21 4.04E+21 3.13E+21 1.49E+21 1.10E+21 7.99E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.197  9.85E+25 6.73E+24 9.44E+25 9.52E+22 1.91E+23 4.21E+23 6.30E+23 1.02E+24 6.98E+23 8.33E+23 1.25E+24 1.10E+24 6.83E+22 5.80E+22 4.80E+22 4.70E+22 3.11E+22 3.04E+22 2.77E+22 2.36E+22 2.12E+22 2.15E+22 2.00E+22 1.75E+22 1.61E+22 1.54E+22 1.27E+22 1.06E+22 1.21E+22 9.35E+21 4.45E+21 3.29E+21 2.39E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.289  2.02E+26 1.40E+25 2.04E+26 1.90E+23 3.82E+23 8.43E+23 1.26E+24 2.03E+24 1.40E+24 1.67E+24 2.51E+24 2.19E+24 2.04E+23 1.73E+23 1.43E+23 1.40E+23 9.28E+22 9.06E+22 8.26E+22 7.03E+22 6.33E+22 6.41E+22 5.97E+22 5.22E+22 4.81E+22 4.60E+22 3.80E+22 3.17E+22 3.61E+22 2.80E+22 1.33E+22 9.85E+21 7.16E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.379  4.19E+26 2.94E+25 4.55E+26 3.81E+23 7.63E+23 1.69E+24 2.52E+24 4.07E+24 2.79E+24 3.33E+24 5.01E+24 4.38E+24 6.06E+23 5.15E+23 4.26E+23 4.18E+23 2.77E+23 2.70E+23 2.46E+23 2.10E+23 1.89E+23 1.91E+23 1.78E+23 1.56E+23 1.44E+23 1.38E+23 1.14E+23 9.47E+22 1.08E+23 8.37E+22 3.98E+22 2.95E+22 2.14E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.467  8.81E+26 6.32E+25 1.05E+27 7.62E+23 1.53E+24 3.37E+24 5.04E+24 8.13E+24 5.58E+24 6.66E+24 1.00E+25 8.76E+24 1.81E+24 1.54E+24 1.27E+24 1.25E+24 8.25E+23 8.06E+23 7.35E+23 6.26E+23 5.64E+23 5.72E+23 5.32E+23 4.66E+23 4.30E+23 4.11E+23 3.40E+23 2.83E+23 3.23E+23 2.50E+23 1.19E+23 8.82E+22 6.42E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 73 A=183: Negative-parity Spin-dependent Level Density [MeV-1] for TA183  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.123  1.00E+00 4.61E+00 5.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.47E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.173  2.00E+00 4.42E+00 6.19E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.47E+00 1.47E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.212  4.00E+00 9.23E+00 1.10E+02 0.00E+00 0.00E+00 1.67E+00 1.47E+00 1.47E+00 3.68E-03 1.67E+00 1.47E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.245  7.00E+00 1.70E+01 1.83E+02 1.67E+00 1.47E+00 1.67E+00 1.48E+00 3.14E+00 1.48E+00 1.67E+00 1.47E+00 1.47E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.274  1.60E+01 5.02E+01 4.66E+02 3.14E+00 7.75E+00 7.39E+00 7.57E+00 9.03E+00 6.28E+00 2.95E+00 1.47E+00 1.47E+00 1.49E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
