                    *********************************************************************************
                    *  Z= 92 A=233: Positive-Parity Spin-dependent Level Density [MeV-1] for U 233  *
   4.25  0.447  1.60E+04 3.65E+04 4.94E+05 6.26E+00 2.29E+03 2.12E+03 4.32E+03 3.51E+03 4.39E+03 3.65E+03 3.91E+03 3.12E+03 2.92E+03 2.05E+03 1.68E+03 1.02E+03 7.29E+02 3.98E+02 2.18E+02 9.19E+01 4.40E+01 2.58E+01 1.67E+01 7.59E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.460  2.77E+04 5.72E+04 7.78E+05 9.02E+00 3.52E+03 3.30E+03 6.68E+03 5.55E+03 6.96E+03 5.82E+03 6.00E+03 4.70E+03 4.52E+03 3.16E+03 2.66E+03 1.71E+03 1.25E+03 6.39E+02 3.86E+02 1.88E+02 7.75E+01 2.73E+01 2.58E+01 1.67E+01 4.56E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.473  4.88E+04 1.12E+05 1.54E+06 2.16E+01 6.60E+03 6.24E+03 1.26E+04 1.06E+04 1.33E+04 1.15E+04 1.20E+04 9.40E+03 8.74E+03 6.09E+03 5.17E+03 3.47E+03 2.67E+03 1.44E+03 8.89E+02 4.57E+02 2.24E+02 8.13E+01 4.10E+01 2.13E+01 1.52E+01 4.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.485  8.46E+04 1.74E+05 2.43E+06 2.88E+01 1.01E+04 9.53E+03 1.92E+04 1.64E+04 2.10E+04 1.80E+04 1.85E+04 1.50E+04 1.39E+04 9.62E+03 7.93E+03 5.47E+03 4.22E+03 2.47E+03 1.51E+03 7.72E+02 4.04E+02 1.67E+02 6.84E+01 2.58E+01 1.97E+01 1.06E+01 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.508  2.56E+05 5.10E+05 7.26E+06 5.10E+01 2.83E+04 2.71E+04 5.42E+04 4.64E+04 5.96E+04 5.15E+04 5.34E+04 4.36E+04 4.18E+04 3.01E+04 2.53E+04 1.70E+04 1.29E+04 7.73E+03 5.17E+03 3.05E+03 1.66E+03 7.25E+02 3.46E+02 1.19E+02 4.56E+01 2.58E+01 1.67E+01 4.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.531  7.50E+05 1.47E+06 2.13E+07 9.60E+01 7.85E+04 7.60E+04 1.52E+05 1.31E+05 1.68E+05 1.46E+05 1.52E+05 1.25E+05 1.20E+05 8.78E+04 7.46E+04 5.28E+04 4.16E+04 2.53E+04 1.67E+04 9.97E+03 5.87E+03 3.03E+03 1.51E+03 5.77E+02 2.36E+02 6.68E+01 3.19E+01 1.67E+01 6.08E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.553  2.17E+06 4.21E+06 6.21E+07 1.75E+02 2.19E+05 2.13E+05 4.23E+05 3.66E+05 4.71E+05 4.11E+05 4.34E+05 3.60E+05 3.47E+05 2.56E+05 2.19E+05 1.56E+05 1.25E+05 7.87E+04 5.50E+04 3.44E+04 2.05E+04 1.08E+04 5.91E+03 2.60E+03 1.13E+03 3.88E+02 1.32E+02 3.19E+01 2.58E+01 1.06E+01 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.574  6.19E+06 1.19E+07 1.78E+08 4.25E+02 5.98E+05 5.84E+05 1.16E+06 1.01E+06 1.30E+06 1.14E+06 1.21E+06 1.01E+06 9.80E+05 7.34E+05 6.36E+05 4.62E+05 3.73E+05 2.38E+05 1.69E+05 1.10E+05 6.89E+04 3.87E+04 2.17E+04 1.04E+04 5.01E+03 1.93E+03 6.89E+02 2.05E+02 5.94E+01 2.58E+01 1.37E+01 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.594  1.74E+07 3.29E+07 5.02E+08 1.04E+03 1.62E+06 1.58E+06 3.14E+06 2.74E+06 3.55E+06 3.13E+06 3.32E+06 2.81E+06 2.73E+06 2.06E+06 1.80E+06 1.33E+06 1.08E+06 7.09E+05 5.12E+05 3.41E+05 2.19E+05 1.29E+05 7.68E+04 3.92E+04 1.99E+04 8.75E+03 3.53E+03 1.10E+03 3.52E+02 7.32E+01 3.19E+01 1.67E+01 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.613  4.80E+07 8.97E+07 1.39E+09 2.27E+03 4.22E+06 4.13E+06 8.21E+06 7.28E+06 9.55E+06 8.44E+06 8.99E+06 7.64E+06 7.47E+06 5.69E+06 5.01E+06 3.74E+06 3.09E+06 2.06E+06 1.51E+06 1.03E+06 6.82E+05 4.13E+05 2.57E+05 1.40E+05 7.66E+04 3.65E+04 1.62E+04 6.25E+03 2.17E+03 5.75E+02 1.25E+02 2.79E+01 1.67E+01 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.632  1.31E+08 2.44E+08 3.83E+09 5.22E+03 1.12E+07 1.10E+07 2.18E+07 1.94E+07 2.55E+07 2.27E+07 2.42E+07 2.06E+07 2.03E+07 1.56E+07 1.38E+07 1.04E+07 8.69E+06 5.87E+06 4.37E+06 3.05E+06 2.06E+06 1.29E+06 8.25E+05 4.70E+05 2.71E+05 1.40E+05 6.75E+04 2.92E+04 1.19E+04 3.96E+03 1.00E+03 2.05E+02 4.72E+01 1.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.650  3.56E+08 6.55E+08 1.04E+10 1.30E+04 2.94E+07 2.90E+07 5.75E+07 5.13E+07 6.75E+07 6.01E+07 6.46E+07 5.52E+07 5.46E+07 4.22E+07 3.75E+07 2.85E+07 2.41E+07 1.65E+07 1.24E+07 8.83E+06 6.06E+06 3.91E+06 2.57E+06 1.52E+06 9.11E+05 4.99E+05 2.58E+05 1.23E+05 5.61E+04 2.22E+04 6.66E+03 1.58E+03 2.94E+02 3.19E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.668  9.56E+08 1.74E+09 2.81E+10 3.08E+04 7.68E+07 7.56E+07 1.50E+08 1.34E+08 1.77E+08 1.58E+08 1.71E+08 1.46E+08 1.45E+08 1.13E+08 1.01E+08 7.76E+07 6.60E+07 4.55E+07 3.47E+07 2.51E+07 1.75E+07 1.15E+07 7.78E+06 4.74E+06 2.95E+06 1.69E+06 9.21E+05 4.75E+05 2.37E+05 1.06E+05 3.13E+04 7.19E+03 1.74E+03 2.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.686  2.54E+09 4.61E+09 7.52E+10 7.52E+04 1.99E+08 1.96E+08 3.89E+08 3.48E+08 4.61E+08 4.13E+08 4.46E+08 3.84E+08 3.83E+08 3.00E+08 2.69E+08 2.08E+08 1.78E+08 1.24E+08 9.59E+07 7.01E+07 4.97E+07 3.34E+07 2.30E+07 1.44E+07 9.21E+06 5.50E+06 3.13E+06 1.71E+06 9.13E+05 3.33E+05 1.02E+05 2.77E+04 8.55E+03 1.12E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.719  2.05E+10 3.12E+10 5.20E+11 4.34E+05 1.30E+09 1.28E+09 2.55E+09 2.29E+09 3.04E+09 2.73E+09 2.97E+09 2.58E+09 2.58E+09 2.05E+09 1.86E+09 1.46E+09 1.26E+09 8.96E+08 7.03E+08 5.27E+08 3.82E+08 2.65E+08 1.89E+08 1.24E+08 8.29E+07 5.25E+07 2.63E+07 1.20E+07 5.17E+06 2.01E+06 7.58E+05 2.54E+05 1.17E+05 1.85E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.751  1.38E+11 2.04E+11 3.45E+12 2.51E+06 8.26E+09 8.16E+09 1.62E+10 1.46E+10 1.95E+10 1.76E+10 1.92E+10 1.67E+10 1.69E+10 1.35E+10 1.24E+10 9.81E+09 8.59E+09 6.19E+09 4.93E+09 3.76E+09 2.79E+09 1.98E+09 1.45E+09 8.41E+08 4.47E+08 2.28E+08 1.10E+08 5.30E+07 2.39E+07 1.02E+07 4.58E+06 1.81E+06 1.13E+06 1.60E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.782  8.85E+11 1.29E+12 2.16E+13 1.47E+07 5.25E+10 5.19E+10 1.03E+11 9.22E+10 1.22E+11 1.10E+11 1.21E+11 1.07E+11 1.08E+11 8.69E+10 8.01E+10 6.42E+10 5.66E+10 4.12E+10 3.33E+10 2.47E+10 1.53E+10 8.86E+09 5.10E+09 2.85E+09 1.53E+09 8.31E+08 4.23E+08 2.12E+08 1.04E+08 4.85E+07 2.40E+07 1.09E+07 9.93E+06 8.99E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.811  4.77E+12 6.48E+12 1.10E+14 7.41E+07 1.72E+11 1.77E+11 3.51E+11 3.93E+11 6.35E+11 6.37E+11 7.35E+11 6.54E+11 6.64E+11 5.40E+11 4.65E+11 3.45E+11 2.65E+11 1.61E+11 1.14E+11 7.00E+10 4.56E+10 2.53E+10 1.57E+10 8.47E+09 5.07E+09 2.66E+09 1.45E+09 7.43E+08 4.13E+08 2.12E+08 1.20E+08 6.38E+07 8.20E+07 3.86E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.840  9.65E+12 3.27E+12 7.16E+13 1.88E+08 6.39E+10 6.44E+10 1.28E+11 1.11E+11 1.59E+11 1.53E+11 4.50E+10 2.12E+09 1.20E+11 4.38E+11 5.96E+11 4.74E+11 3.80E+11 1.73E+11 1.43E+11 8.78E+10 5.93E+10 2.87E+10 2.10E+10 1.04E+10 7.32E+09 3.73E+09 2.28E+09 1.31E+09 8.18E+08 4.55E+08 3.13E+08 1.91E+08 3.16E+08 5.28E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.867  1.29E+13 3.19E+12 7.95E+13 4.78E+08 2.37E+10 2.34E+10 4.69E+10 3.13E+10 3.99E+10 3.69E+10 2.75E+09 6.85E+06 2.18E+10 3.55E+11 7.64E+11 6.52E+11 5.44E+11 1.85E+11 1.78E+11 1.10E+11 7.71E+10 3.26E+10 2.81E+10 1.29E+10 1.06E+10 5.22E+09 3.59E+09 2.33E+09 1.62E+09 9.79E+08 8.16E+08 5.72E+08 1.22E+09 7.23E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.894  1.64E+13 3.81E+12 9.90E+13 1.21E+09 8.79E+09 8.54E+09 1.71E+10 8.81E+09 1.00E+10 8.90E+09 1.68E+08 2.21E+04 3.96E+09 2.88E+11 9.80E+11 8.96E+11 7.79E+11 1.98E+11 2.22E+11 1.38E+11 1.00E+11 3.71E+10 3.77E+10 1.59E+10 1.52E+10 7.32E+09 5.64E+09 4.12E+09 3.21E+09 2.11E+09 2.13E+09 1.71E+09 4.69E+09 9.90E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.920  2.07E+13 4.85E+12 1.29E+14 3.08E+09 3.26E+09 3.11E+09 6.27E+09 2.48E+09 2.51E+09 2.14E+09 1.03E+07 7.16E+01 7.19E+08 2.34E+11 1.26E+12 1.23E+12 1.12E+12 2.12E+11 2.77E+11 1.73E+11 1.30E+11 4.21E+10 5.05E+10 1.96E+10 2.20E+10 1.02E+10 8.87E+09 7.29E+09 6.36E+09 4.53E+09 5.55E+09 5.12E+09 1.81E+10 1.36E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.945  2.63E+13 6.40E+12 1.73E+14 7.82E+09 1.21E+09 1.13E+09 2.29E+09 7.01E+08 6.28E+08 5.16E+08 6.31E+05 0.00E+00 1.30E+08 1.89E+11 1.61E+12 1.69E+12 1.60E+12 2.27E+11 3.45E+11 2.17E+11 1.70E+11 4.78E+10 6.76E+10 2.42E+10 3.18E+10 1.44E+10 1.39E+10 1.29E+10 1.26E+10 9.74E+09 1.45E+10 1.53E+10 6.96E+10 1.86E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.970  3.39E+13 8.71E+12 2.43E+14 1.98E+10 4.49E+08 4.12E+08 8.38E+08 1.98E+08 1.57E+08 1.24E+08 3.86E+04 0.00E+00 2.36E+07 1.54E+11 2.07E+12 2.33E+12 2.29E+12 2.42E+11 4.31E+11 2.72E+11 2.21E+11 5.43E+10 9.05E+10 2.98E+10 4.59E+10 2.01E+10 2.19E+10 2.28E+10 2.49E+10 2.10E+10 3.78E+10 4.59E+10 2.68E+11 2.54E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.028  7.82E+13 2.67E+13 1.00E+15 2.04E+11 3.77E+07 3.30E+07 6.77E+07 8.34E+06 4.95E+06 3.54E+06 3.58E+01 0.00E+00 3.31E+05 9.11E+10 3.85E+12 5.15E+12 5.63E+12 2.87E+11 7.48E+11 4.78E+11 4.26E+11 7.47E+10 1.88E+11 5.04E+10 1.15E+11 4.67E+10 6.78E+10 9.51E+10 1.38E+11 1.42E+11 4.16E+11 7.12E+11 7.81E+12 5.57E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.084  4.67E+14 2.84E+14 1.54E+16 2.09E+12 3.16E+06 2.64E+06 5.47E+06 3.52E+05 1.56E+05 1.01E+05 0.00E+00 0.00E+00 4.64E+03 5.40E+10 7.16E+12 1.14E+13 1.38E+13 3.41E+11 1.30E+12 8.40E+11 8.21E+11 1.03E+11 3.90E+11 8.51E+10 2.88E+11 1.08E+11 2.10E+11 3.96E+11 7.60E+11 9.66E+11 4.57E+12 1.10E+13 2.28E+14 1.22E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.188  4.93E+17 1.97E+17 1.16E+19 2.21E+14 2.22E+04 1.69E+04 3.57E+04 6.27E+02 1.54E+02 8.16E+01 0.00E+00 0.00E+00 9.12E-01 1.89E+10 2.48E+13 5.59E+13 8.36E+13 4.78E+11 3.92E+12 2.60E+12 3.06E+12 1.94E+11 1.68E+12 2.43E+11 1.80E+12 5.84E+11 2.01E+12 6.88E+12 2.31E+13 4.45E+13 5.52E+14 2.65E+15 1.93E+17 5.88E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.371  5.04E+18 7.12E+17 4.10E+19 6.58E+14 1.10E+00 6.95E-01 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.34E+09 2.99E+14 1.34E+15 3.05E+15 9.44E+11 3.58E+13 2.49E+13 4.24E+13 6.94E+11 3.12E+13 1.98E+12 7.09E+13 1.70E+13 1.85E+14 2.07E+15 2.15E+16 9.44E+16 1.65E+15 7.93E+15 5.79E+17 1.36E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.533  1.95E+19 2.17E+18 1.21E+20 1.96E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.88E+08 3.59E+15 3.23E+16 1.11E+17 1.86E+12 3.26E+14 2.38E+14 5.88E+14 2.48E+12 5.78E+14 1.61E+13 2.79E+15 4.93E+14 1.70E+16 4.14E+15 4.29E+16 1.89E+17 4.92E+15 2.37E+16 1.74E+18 3.14E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.679  9.21E+19 1.24E+19 5.46E+20 5.85E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.55E+07 4.31E+16 7.78E+17 4.06E+18 3.68E+12 2.97E+15 2.28E+15 8.15E+15 8.87E+12 1.07E+16 1.31E+14 1.09E+17 1.43E+16 1.56E+18 8.26E+15 8.58E+16 3.78E+17 1.47E+16 7.10E+16 5.20E+18 7.27E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.814  1.82E+21 3.33E+20 1.24E+22 1.74E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.38E+06 5.19E+17 1.87E+19 1.48E+20 7.25E+12 2.71E+16 2.18E+16 1.13E+17 3.17E+13 1.99E+17 1.07E+15 4.30E+18 4.16E+17 1.44E+20 1.65E+16 1.72E+17 7.55E+17 4.38E+16 2.12E+17 1.56E+19 1.68E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.939  9.99E+22 1.93E+22 7.88E+23 5.19E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.39E+05 6.24E+18 4.50E+20 5.41E+21 1.43E+13 2.47E+17 2.08E+17 1.57E+18 1.13E+14 3.69E+18 8.71E+15 1.69E+20 1.21E+19 1.32E+22 3.29E+16 3.43E+17 1.51E+18 1.31E+17 6.35E+17 4.68E+19 3.89E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.057  7.34E+24 1.43E+24 6.29E+25 1.55E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.65E+04 7.50E+19 1.08E+22 1.97E+23 2.82E+13 2.25E+18 1.99E+18 2.17E+19 4.05E+14 6.85E+19 7.10E+16 6.65E+21 3.51E+20 1.21E+24 6.58E+16 6.85E+17 3.02E+18 3.89E+17 1.90E+18 1.40E+20 9.00E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.168  6.10E+26 1.19E+26 5.45E+27 4.62E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.20E+03 9.01E+20 2.60E+23 7.20E+24 5.57E+13 2.05E+19 1.91E+19 3.01E+20 1.45E+15 1.27E+21 5.78E+17 2.61E+23 1.02E+22 1.11E+26 1.31E+17 1.37E+18 6.04E+18 1.16E+18 5.68E+18 4.20E+20 2.08E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.274  5.38E+28 1.05E+28 4.89E+29 1.38E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.01E+03 1.08E+22 6.26E+24 2.63E+26 1.10E+14 1.87E+20 1.83E+20 4.17E+21 5.18E+15 2.36E+22 4.71E+18 1.03E+25 2.96E+23 1.02E+28 2.62E+17 2.74E+18 1.21E+19 3.47E+18 1.70E+19 1.26E+21 4.81E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.375  4.86E+30 9.51E+29 4.45E+31 4.10E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.25E+02 1.30E+23 1.50E+26 9.58E+27 2.17E+14 1.70E+21 1.75E+21 5.78E+22 1.85E+16 4.38E+23 3.84E+19 4.04E+26 8.60E+24 9.41E+29 5.23E+17 5.47E+18 2.41E+19 1.03E+19 5.09E+19 3.78E+21 1.11E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
