                    *********************************************************************************
                    *  Z= 80 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for HG199  *
  16.00  0.940  4.67E+11 4.23E+11 6.75E+12 9.43E+09 1.86E+10 2.71E+10 3.43E+10 3.92E+10 4.05E+10 4.13E+10 3.92E+10 3.54E+10 3.19E+10 2.61E+10 2.16E+10 1.70E+10 1.27E+10 9.57E+09 6.80E+09 4.72E+09 3.07E+09 1.97E+09 1.25E+09 7.21E+08 4.21E+08 2.29E+08 1.22E+08 6.00E+07 2.85E+07 1.33E+07 5.86E+06 2.55E+06 9.18E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.969  1.21E+12 1.06E+12 1.73E+13 2.24E+10 4.41E+10 6.46E+10 8.37E+10 9.70E+10 9.99E+10 1.04E+11 9.75E+10 8.91E+10 8.11E+10 6.64E+10 5.60E+10 4.47E+10 3.38E+10 2.58E+10 1.86E+10 1.31E+10 8.57E+09 5.64E+09 3.66E+09 2.12E+09 1.29E+09 7.10E+08 3.90E+08 1.92E+08 9.25E+07 4.41E+07 1.99E+07 8.84E+06 3.03E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.997  3.08E+12 2.68E+12 4.44E+13 5.32E+10 1.05E+11 1.54E+11 2.04E+11 2.40E+11 2.47E+11 2.60E+11 2.43E+11 2.24E+11 2.06E+11 1.69E+11 1.45E+11 1.18E+11 8.95E+10 6.95E+10 5.08E+10 3.64E+10 2.39E+10 1.61E+10 1.07E+10 6.26E+09 3.93E+09 2.20E+09 1.24E+09 6.16E+08 3.00E+08 1.46E+08 6.77E+07 3.07E+07 1.00E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.025  7.80E+12 6.76E+12 1.14E+14 1.26E+11 2.49E+11 3.66E+11 4.99E+11 5.93E+11 6.09E+11 6.51E+11 6.04E+11 5.65E+11 5.25E+11 4.30E+11 3.75E+11 3.09E+11 2.37E+11 1.87E+11 1.39E+11 1.01E+11 6.68E+10 4.60E+10 3.15E+10 1.85E+10 1.20E+10 6.80E+09 3.97E+09 1.97E+09 9.73E+08 4.85E+08 2.30E+08 1.07E+08 3.30E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.051  1.97E+13 1.71E+13 2.94E+14 3.00E+11 5.93E+11 8.72E+11 1.22E+12 1.46E+12 1.50E+12 1.63E+12 1.50E+12 1.42E+12 1.34E+12 1.10E+12 9.70E+11 8.13E+11 6.29E+11 5.05E+11 3.80E+11 2.81E+11 1.87E+11 1.31E+11 9.24E+10 5.44E+10 3.66E+10 2.11E+10 1.27E+10 6.33E+09 3.15E+09 1.61E+09 7.82E+08 3.70E+08 1.09E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.115  2.59E+14 1.75E+14 3.18E+15 2.61E+12 5.17E+12 7.63E+12 1.13E+13 1.41E+13 1.44E+13 1.62E+13 1.47E+13 1.43E+13 1.38E+13 1.13E+13 1.05E+13 9.10E+12 7.19E+12 6.02E+12 4.69E+12 3.62E+12 2.43E+12 1.81E+12 1.36E+12 8.11E+11 5.96E+11 3.55E+11 2.30E+11 1.16E+11 5.98E+10 3.22E+10 1.66E+10 8.33E+09 2.15E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.176  2.74E+15 1.81E+15 3.49E+16 2.27E+13 4.51E+13 6.68E+13 1.05E+14 1.35E+14 1.38E+14 1.62E+14 1.44E+14 1.44E+14 1.42E+14 1.17E+14 1.13E+14 1.02E+14 8.22E+13 7.17E+13 5.80E+13 4.66E+13 3.17E+13 2.49E+13 2.01E+13 1.21E+13 9.71E+12 6.00E+12 4.17E+12 2.14E+12 1.13E+12 6.45E+11 3.54E+11 1.87E+11 4.26E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.288  5.19E+17 2.05E+17 4.49E+18 1.72E+15 3.42E+15 5.11E+15 9.13E+15 1.25E+16 1.27E+16 1.60E+16 1.38E+16 1.46E+16 1.52E+16 1.26E+16 1.31E+16 1.28E+16 1.07E+16 1.02E+16 8.86E+15 7.72E+15 5.40E+15 4.74E+15 4.37E+15 2.69E+15 2.58E+15 1.71E+15 1.37E+15 7.24E+14 4.06E+14 2.59E+14 1.61E+14 9.46E+13 1.67E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.487  3.12E+21 6.24E+20 7.39E+21 9.81E+18 1.97E+19 2.99E+19 6.85E+19 1.06E+20 1.07E+20 1.57E+20 1.26E+20 4.35E+16 4.53E+16 3.75E+16 3.91E+16 3.82E+16 3.21E+16 3.04E+16 2.65E+16 2.31E+16 1.61E+16 1.42E+16 1.31E+16 8.04E+15 7.71E+15 5.11E+15 4.11E+15 2.17E+15 1.22E+15 7.75E+14 4.81E+14 2.83E+14 4.99E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.662  1.25E+22 1.25E+21 1.48E+22 1.96E+19 3.95E+19 5.98E+19 1.37E+20 2.12E+20 2.13E+20 3.14E+20 2.52E+20 1.30E+17 1.35E+17 1.12E+17 1.17E+17 1.14E+17 9.58E+16 9.09E+16 7.90E+16 6.89E+16 4.82E+16 4.24E+16 3.91E+16 2.40E+16 2.31E+16 1.53E+16 1.23E+16 6.49E+15 3.64E+15 2.32E+15 1.44E+15 8.49E+14 1.50E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.821  3.12E+22 2.50E+21 2.96E+22 3.92E+19 7.90E+19 1.20E+20 2.74E+20 4.24E+20 4.26E+20 6.28E+20 5.04E+20 3.86E+17 4.03E+17 3.33E+17 3.48E+17 3.40E+17 2.86E+17 2.71E+17 2.36E+17 2.06E+17 1.44E+17 1.27E+17 1.17E+17 7.19E+16 6.90E+16 4.58E+16 3.68E+16 1.94E+16 1.09E+16 6.95E+15 4.32E+15 2.54E+15 4.48E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.967  6.87E+22 5.00E+21 5.93E+22 7.84E+19 1.58E+20 2.39E+20 5.48E+20 8.48E+20 8.53E+20 1.26E+21 1.01E+21 1.15E+18 1.20E+18 9.93E+17 1.04E+18 1.01E+18 8.53E+17 8.11E+17 7.05E+17 6.15E+17 4.30E+17 3.79E+17 3.50E+17 2.15E+17 2.07E+17 1.37E+17 1.10E+17 5.82E+16 3.26E+16 2.08E+16 1.29E+16 7.62E+15 1.34E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.103  1.44E+23 1.00E+22 1.19E+23 1.57E+20 3.16E+20 4.79E+20 1.10E+21 1.70E+21 1.71E+21 2.51E+21 2.02E+21 3.43E+18 3.58E+18 2.96E+18 3.09E+18 3.03E+18 2.55E+18 2.42E+18 2.11E+18 1.84E+18 1.29E+18 1.13E+18 1.05E+18 6.43E+17 6.18E+17 4.10E+17 3.30E+17 1.74E+17 9.78E+16 6.23E+16 3.87E+16 2.28E+16 4.02E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.230  2.94E+23 2.00E+22 2.39E+23 3.14E+20 6.31E+20 9.57E+20 2.19E+21 3.39E+21 3.41E+21 5.02E+21 4.03E+21 1.02E+19 1.07E+19 8.82E+18 9.23E+18 9.03E+18 7.60E+18 7.23E+18 6.29E+18 5.49E+18 3.84E+18 3.38E+18 3.13E+18 1.92E+18 1.85E+18 1.23E+18 9.89E+17 5.21E+17 2.93E+17 1.87E+17 1.16E+17 6.84E+16 1.20E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.351  5.95E+23 4.02E+22 4.80E+23 6.27E+20 1.26E+21 1.91E+21 4.38E+21 6.78E+21 6.82E+21 1.00E+22 8.07E+21 3.05E+19 3.18E+19 2.63E+19 2.75E+19 2.70E+19 2.27E+19 2.16E+19 1.88E+19 1.64E+19 1.15E+19 1.01E+19 9.35E+18 5.75E+18 5.54E+18 3.67E+18 2.96E+18 1.56E+18 8.77E+17 5.59E+17 3.48E+17 2.05E+17 3.60E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.466  1.20E+24 8.06E+22 9.67E+23 1.25E+21 2.53E+21 3.83E+21 8.76E+21 1.36E+22 1.36E+22 2.01E+22 1.61E+22 9.08E+19 9.48E+19 7.84E+19 8.21E+19 8.05E+19 6.77E+19 6.44E+19 5.61E+19 4.90E+19 3.43E+19 3.02E+19 2.80E+19 1.72E+19 1.66E+19 1.10E+19 8.86E+18 4.67E+18 2.62E+18 1.67E+18 1.04E+18 6.14E+17 1.08E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.575  2.41E+24 1.62E+23 1.96E+24 2.51E+21 5.05E+21 7.65E+21 1.75E+22 2.71E+22 2.73E+22 4.02E+22 3.23E+22 2.71E+20 2.83E+20 2.34E+20 2.45E+20 2.40E+20 2.02E+20 1.92E+20 1.68E+20 1.47E+20 1.03E+20 9.04E+19 8.37E+19 5.15E+19 4.96E+19 3.29E+19 2.65E+19 1.40E+19 7.86E+18 5.02E+18 3.12E+18 1.84E+18 3.23E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.681  4.85E+24 3.26E+23 3.98E+24 5.02E+21 1.01E+22 1.53E+22 3.50E+22 5.42E+22 5.45E+22 8.03E+22 6.45E+22 8.06E+20 8.43E+20 6.97E+20 7.30E+20 7.16E+20 6.03E+20 5.74E+20 5.01E+20 4.38E+20 3.06E+20 2.70E+20 2.50E+20 1.54E+20 1.48E+20 9.84E+19 7.94E+19 4.19E+19 2.35E+19 1.50E+19 9.34E+18 5.51E+18 9.68E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.782  9.79E+24 6.60E+23 8.17E+24 1.00E+22 2.02E+22 3.06E+22 7.01E+22 1.08E+23 1.09E+23 1.61E+23 1.29E+23 2.40E+21 2.51E+21 2.08E+21 2.18E+21 2.14E+21 1.80E+21 1.72E+21 1.50E+21 1.31E+21 9.16E+20 8.08E+20 7.48E+20 4.60E+20 4.44E+20 2.95E+20 2.38E+20 1.25E+20 7.05E+19 4.50E+19 2.80E+19 1.65E+19 2.90E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.879  1.98E+25 1.34E+24 1.69E+25 2.01E+22 4.04E+22 6.12E+22 1.40E+23 2.17E+23 2.18E+23 3.21E+23 2.58E+23 7.16E+21 7.49E+21 6.20E+21 6.50E+21 6.38E+21 5.37E+21 5.12E+21 4.47E+21 3.91E+21 2.74E+21 2.42E+21 2.24E+21 1.38E+21 1.33E+21 8.82E+20 7.12E+20 3.76E+20 2.11E+20 1.35E+20 8.38E+19 4.95E+19 8.68E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.974  4.02E+25 2.75E+24 3.57E+25 4.01E+22 8.08E+22 1.22E+23 2.80E+23 4.34E+23 4.36E+23 6.43E+23 5.16E+23 2.13E+22 2.23E+22 1.85E+22 1.94E+22 1.90E+22 1.60E+22 1.53E+22 1.33E+22 1.17E+22 8.18E+21 7.22E+21 6.69E+21 4.12E+21 3.98E+21 2.64E+21 2.13E+21 1.12E+21 6.32E+20 4.04E+20 2.51E+20 1.48E+20 2.60E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.065  8.24E+25 5.69E+24 7.68E+25 8.02E+22 1.62E+23 2.45E+23 5.61E+23 8.68E+23 8.73E+23 1.28E+24 1.03E+24 6.36E+22 6.66E+22 5.51E+22 5.78E+22 5.68E+22 4.79E+22 4.57E+22 3.99E+22 3.49E+22 2.44E+22 2.16E+22 2.00E+22 1.23E+22 1.19E+22 7.90E+21 6.38E+21 3.37E+21 1.89E+21 1.21E+21 7.52E+20 4.44E+20 7.78E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.154  1.71E+26 1.19E+25 1.70E+26 1.60E+23 3.23E+23 4.90E+23 1.12E+24 1.74E+24 1.74E+24 2.57E+24 2.06E+24 1.90E+23 1.98E+23 1.64E+23 1.72E+23 1.70E+23 1.43E+23 1.36E+23 1.19E+23 1.04E+23 7.30E+22 6.45E+22 5.99E+22 3.69E+22 3.56E+22 2.36E+22 1.91E+22 1.01E+22 5.67E+21 3.62E+21 2.25E+21 1.33E+21 2.33E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.241  3.58E+26 2.56E+25 3.87E+26 3.21E+23 6.46E+23 9.79E+23 2.24E+24 3.47E+24 3.49E+24 5.14E+24 4.13E+24 5.65E+23 5.92E+23 4.89E+23 5.14E+23 5.06E+23 4.26E+23 4.07E+23 3.56E+23 3.11E+23 2.18E+23 1.93E+23 1.79E+23 1.10E+23 1.07E+23 7.08E+22 5.72E+22 3.02E+22 1.70E+22 1.08E+22 6.75E+21 3.99E+21 6.98E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.325  7.67E+26 5.63E+25 9.18E+26 6.42E+23 1.29E+24 1.96E+24 4.48E+24 6.94E+24 6.98E+24 1.03E+25 8.26E+24 1.68E+24 1.76E+24 1.46E+24 1.53E+24 1.51E+24 1.27E+24 1.22E+24 1.06E+24 9.31E+23 6.52E+23 5.77E+23 5.36E+23 3.30E+23 3.19E+23 2.12E+23 1.71E+23 9.04E+22 5.08E+22 3.25E+22 2.02E+22 1.19E+22 2.09E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 80 A=199: Negative-parity Spin-dependent Level Density [MeV-1] for HG199  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.118  1.00E+00 6.78E+00 3.85E+01 1.90E+00 2.13E+00 6.90E-01 6.90E-01 4.60E-01 4.60E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.166  3.00E+00 5.58E+00 4.84E+01 1.67E+00 2.30E-01 2.30E-01 6.90E-01 6.90E-01 6.90E-01 4.60E-01 4.60E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.204  4.00E+00 4.89E+00 5.40E+01 0.00E+00 1.67E+00 2.30E-01 2.30E-01 2.30E-01 2.30E-01 4.60E-01 6.90E-01 6.90E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.235  6.00E+00 7.24E+00 7.51E+01 0.00E+00 1.67E+00 1.90E+00 4.60E-01 4.60E-01 4.60E-01 2.30E-01 2.30E-01 6.90E-01 6.90E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.263  9.00E+00 1.78E+01 1.28E+02 5.23E+00 4.25E+00 3.05E+00 1.15E+00 6.90E-01 4.60E-01 4.60E-01 4.60E-01 2.30E-01 2.30E-01 6.90E-01 4.60E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.288  1.50E+01 3.51E+01 2.30E+02 8.05E+00 1.25E+01 4.14E+00 3.74E+00 1.84E+00 1.15E+00 6.90E-01 4.60E-01 4.60E-01 2.30E-01 2.30E-01 6.90E-01 4.60E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.311  3.50E+01 1.19E+02 8.25E+02 1.37E+01 3.21E+01 2.93E+01 1.58E+01 1.20E+01 6.67E+00 3.22E+00 1.61E+00 1.15E+00 4.60E-01 4.60E-01 2.30E-01 6.90E-01 6.90E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.332  7.40E+01 1.98E+02 1.51E+03 2.51E+01 3.46E+01 4.32E+01 3.33E+01 2.24E+01 1.71E+01 1.06E+01 5.06E+00 2.30E+00 1.15E+00 4.60E-01 4.60E-01 2.30E-01 6.90E-01 4.60E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.353  1.37E+02 3.08E+02 2.76E+03 3.56E+01 4.26E+01 4.72E+01 4.34E+01 4.26E+01 3.17E+01 2.46E+01 1.91E+01 1.17E+01 5.06E+00 1.61E+00 4.60E-01 4.60E-01 2.30E-01 6.90E-01 6.90E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.372  2.22E+02 3.68E+02 3.77E+03 2.55E+01 4.16E+01 4.55E+01 5.38E+01 5.55E+01 3.94E+01 3.44E+01 2.71E+01 2.30E+01 1.36E+01 5.06E+00 1.61E+00 4.60E-01 4.60E-01 2.30E-01 6.90E-01 4.60E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
