                    *********************************************************************************
                    *  Z= 94 A=239: Positive-Parity Spin-dependent Level Density [MeV-1] for PU239  *
   4.25  0.441  2.53E+04 6.00E+04 8.30E+05 1.86E+01 3.67E+03 3.32E+03 6.97E+03 5.82E+03 6.81E+03 5.79E+03 6.41E+03 5.22E+03 4.45E+03 3.55E+03 2.87E+03 1.95E+03 1.36E+03 7.79E+02 4.96E+02 2.49E+02 1.45E+02 6.48E+01 2.98E+01 1.75E+01 6.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.454  4.47E+04 9.47E+04 1.32E+06 2.32E+01 5.60E+03 5.12E+03 1.07E+04 9.03E+03 1.12E+04 9.20E+03 9.84E+03 8.28E+03 7.08E+03 5.44E+03 4.65E+03 3.13E+03 2.26E+03 1.33E+03 8.76E+02 4.36E+02 2.68E+02 1.27E+02 4.91E+01 3.17E+01 1.90E+01 3.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.467  7.97E+04 1.85E+05 2.62E+06 4.45E+01 1.08E+04 9.93E+03 2.06E+04 1.73E+04 2.11E+04 1.77E+04 1.99E+04 1.61E+04 1.37E+04 1.11E+04 9.10E+03 6.30E+03 4.64E+03 2.78E+03 1.96E+03 1.07E+03 5.88E+02 3.26E+02 1.69E+02 6.17E+01 3.35E+01 1.59E+01 3.28E+00 1.67E+00 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.479  1.39E+05 2.89E+05 4.14E+06 4.33E+01 1.62E+04 1.54E+04 3.12E+04 2.67E+04 3.33E+04 2.76E+04 3.04E+04 2.52E+04 2.19E+04 1.74E+04 1.46E+04 1.01E+04 7.46E+03 4.55E+03 3.24E+03 1.89E+03 1.06E+03 5.54E+02 3.09E+02 1.49E+02 6.60E+01 3.21E+01 9.83E+00 3.33E+00 1.67E+00 1.16E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.502  4.29E+05 8.69E+05 1.27E+07 6.61E+01 4.73E+04 4.51E+04 9.11E+04 7.84E+04 9.72E+04 8.15E+04 8.99E+04 7.51E+04 6.62E+04 5.35E+04 4.51E+04 3.24E+04 2.36E+04 1.53E+04 1.12E+04 6.59E+03 4.09E+03 2.40E+03 1.32E+03 6.89E+02 3.31E+02 1.51E+02 8.07E+01 2.73E+01 8.22E+00 3.63E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.524  1.29E+06 2.57E+06 3.82E+07 1.99E+02 1.35E+05 1.29E+05 2.61E+05 2.26E+05 2.82E+05 2.39E+05 2.64E+05 2.23E+05 1.96E+05 1.60E+05 1.36E+05 9.97E+04 7.48E+04 4.95E+04 3.67E+04 2.31E+04 1.47E+04 8.82E+03 5.34E+03 3.00E+03 1.58E+03 8.37E+02 4.03E+02 2.16E+02 8.19E+01 3.01E+01 1.64E+01 6.78E+00 1.16E-01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.546  3.81E+06 7.51E+06 1.14E+08 3.60E+02 3.80E+05 3.70E+05 7.38E+05 6.44E+05 8.06E+05 6.86E+05 7.66E+05 6.51E+05 5.75E+05 4.75E+05 4.07E+05 3.03E+05 2.30E+05 1.56E+05 1.18E+05 7.62E+04 5.01E+04 3.16E+04 2.00E+04 1.22E+04 6.52E+03 3.70E+03 2.04E+03 1.02E+03 4.67E+02 2.34E+02 1.09E+02 5.66E+01 2.22E+01 6.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.566  1.11E+07 2.16E+07 3.33E+08 7.71E+02 1.06E+06 1.03E+06 2.07E+06 1.81E+06 2.27E+06 1.94E+06 2.17E+06 1.85E+06 1.66E+06 1.38E+06 1.19E+06 8.99E+05 6.92E+05 4.76E+05 3.67E+05 2.43E+05 1.64E+05 1.08E+05 7.02E+04 4.44E+04 2.53E+04 1.52E+04 8.59E+03 4.87E+03 2.24E+03 1.20E+03 6.56E+02 3.17E+02 1.55E+02 6.82E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.586  3.17E+07 6.11E+07 9.58E+08 1.35E+03 2.93E+06 2.87E+06 5.72E+06 5.03E+06 6.32E+06 5.42E+06 6.09E+06 5.23E+06 4.69E+06 3.93E+06 3.43E+06 2.62E+06 2.04E+06 1.43E+06 1.12E+06 7.54E+05 5.21E+05 3.52E+05 2.37E+05 1.56E+05 9.13E+04 5.80E+04 3.42E+04 2.00E+04 1.01E+04 5.46E+03 3.11E+03 1.69E+03 8.75E+02 3.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.606  8.94E+07 1.70E+08 2.71E+09 3.64E+03 7.78E+06 7.64E+06 1.52E+07 1.36E+07 1.73E+07 1.49E+07 1.68E+07 1.45E+07 1.31E+07 1.10E+07 9.69E+06 7.47E+06 5.90E+06 4.18E+06 3.32E+06 2.28E+06 1.61E+06 1.11E+06 7.64E+05 5.20E+05 3.18E+05 2.08E+05 1.27E+05 7.85E+04 4.07E+04 2.36E+04 1.38E+04 7.61E+03 3.56E+03 6.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.624  2.49E+08 4.69E+08 7.59E+09 8.50E+03 2.11E+07 2.07E+07 4.13E+07 3.69E+07 4.72E+07 4.08E+07 4.60E+07 3.96E+07 3.61E+07 3.07E+07 2.71E+07 2.11E+07 1.68E+07 1.20E+07 9.63E+06 6.77E+06 4.84E+06 3.42E+06 2.40E+06 1.68E+06 1.04E+06 7.06E+05 4.45E+05 2.83E+05 1.56E+05 9.26E+04 5.72E+04 2.77E+04 7.66E+03 1.37E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.642  6.87E+08 1.28E+09 2.11E+10 1.66E+04 5.65E+07 5.57E+07 1.11E+08 9.94E+07 1.27E+08 1.10E+08 1.25E+08 1.08E+08 9.89E+07 8.44E+07 7.45E+07 5.87E+07 4.72E+07 3.41E+07 2.76E+07 1.96E+07 1.43E+07 1.03E+07 7.34E+06 5.23E+06 3.34E+06 2.31E+06 1.50E+06 9.82E+05 5.59E+05 3.45E+05 1.86E+05 4.88E+04 1.73E+04 2.86E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.660  1.88E+09 3.48E+09 5.78E+10 4.35E+04 1.50E+08 1.48E+08 2.95E+08 2.65E+08 3.40E+08 2.95E+08 3.36E+08 2.91E+08 2.68E+08 2.30E+08 2.04E+08 1.62E+08 1.31E+08 9.52E+07 7.79E+07 5.60E+07 4.14E+07 3.02E+07 2.19E+07 1.59E+07 1.04E+07 7.33E+06 4.87E+06 3.28E+06 1.92E+06 9.57E+05 3.39E+05 9.87E+04 4.07E+04 5.86E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.677  5.08E+09 9.34E+09 1.57E+11 9.94E+04 3.96E+08 3.91E+08 7.77E+08 7.00E+08 8.99E+08 7.84E+08 8.93E+08 7.76E+08 7.17E+08 6.18E+08 5.51E+08 4.40E+08 3.59E+08 2.63E+08 2.17E+08 1.58E+08 1.18E+08 8.73E+07 6.40E+07 4.71E+07 3.14E+07 2.26E+07 1.54E+07 1.05E+07 4.65E+06 1.73E+06 6.35E+05 2.05E+05 1.12E+05 1.18E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.710  4.24E+10 6.53E+10 1.11E+12 5.74E+05 2.68E+09 2.65E+09 5.28E+09 4.77E+09 6.14E+09 5.38E+09 6.16E+09 5.38E+09 5.01E+09 4.35E+09 3.91E+09 3.16E+09 2.60E+09 1.94E+09 1.62E+09 1.20E+09 9.14E+08 6.92E+08 5.20E+08 3.93E+08 2.70E+08 1.64E+08 7.17E+07 3.02E+07 1.26E+07 5.69E+06 2.31E+06 9.11E+05 8.56E+05 4.71E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.742  2.94E+11 4.38E+11 7.49E+12 3.34E+06 1.76E+10 1.74E+10 3.47E+10 3.15E+10 4.07E+10 3.58E+10 4.11E+10 3.61E+10 3.38E+10 2.95E+10 2.68E+10 2.18E+10 1.82E+10 1.37E+10 1.16E+10 8.71E+09 6.74E+09 5.20E+09 3.41E+09 1.92E+09 1.03E+09 4.57E+08 2.11E+08 9.40E+07 4.29E+07 2.01E+07 9.99E+06 4.92E+06 7.27E+06 2.05E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.772  1.92E+12 2.82E+12 4.70E+13 2.00E+07 1.16E+11 1.15E+11 2.28E+11 2.05E+11 2.63E+11 2.33E+11 2.67E+11 2.38E+11 2.23E+11 1.95E+11 1.79E+11 1.47E+11 1.22E+11 9.36E+10 8.01E+10 4.91E+10 2.89E+10 1.64E+10 8.97E+09 4.82E+09 2.79E+09 1.27E+09 6.18E+08 2.98E+08 1.54E+08 8.53E+07 5.25E+07 3.17E+07 6.16E+07 7.71E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.801  6.39E+12 6.12E+12 1.31E+14 1.15E+08 6.49E+10 6.22E+10 1.21E+11 9.07E+10 1.94E+11 2.30E+11 4.04E+11 4.46E+11 7.78E+11 7.46E+11 8.82E+11 7.32E+11 5.56E+11 3.12E+11 2.12E+11 1.20E+11 7.32E+10 4.02E+10 2.36E+10 1.27E+10 7.83E+09 3.62E+09 2.04E+09 1.08E+09 6.53E+08 4.22E+08 3.15E+08 2.18E+08 4.85E+08 2.72E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.829  1.07E+13 2.59E+12 6.60E+13 2.45E+08 2.41E+10 1.88E+10 4.90E+10 2.04E+10 6.67E+10 3.62E+10 1.27E+11 7.56E+10 1.85E+11 2.98E+10 5.89E+10 3.09E+11 6.49E+11 3.31E+11 2.68E+11 1.33E+11 9.25E+10 4.37E+10 2.98E+10 1.54E+10 9.81E+09 4.38E+09 3.15E+09 2.23E+09 1.62E+09 1.20E+09 1.01E+09 7.65E+08 1.81E+09 3.50E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.856  1.31E+13 2.16E+12 6.20E+13 5.24E+08 8.92E+09 5.67E+09 1.98E+10 4.59E+09 2.29E+10 5.68E+09 3.96E+10 1.28E+10 4.42E+10 1.19E+09 3.93E+09 1.30E+11 7.57E+11 3.52E+11 3.38E+11 1.47E+11 1.17E+11 4.74E+10 3.78E+10 1.86E+10 1.23E+10 5.30E+09 4.88E+09 4.62E+09 4.02E+09 3.44E+09 3.23E+09 2.69E+09 6.78E+09 4.50E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.883  1.54E+13 2.33E+12 7.06E+13 1.12E+09 3.31E+09 1.71E+09 7.98E+09 1.03E+09 7.90E+09 8.92E+08 1.24E+10 2.17E+09 1.05E+10 4.76E+07 2.63E+08 5.51E+10 8.84E+11 3.73E+11 4.27E+11 1.63E+11 1.48E+11 5.15E+10 4.78E+10 2.24E+10 1.54E+10 6.41E+09 7.56E+09 9.58E+09 9.97E+09 9.82E+09 1.04E+10 9.44E+09 2.54E+10 5.80E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.908  1.79E+13 2.79E+12 8.96E+13 2.39E+09 1.23E+09 5.17E+08 3.22E+09 2.33E+08 2.72E+09 1.40E+08 3.89E+09 3.68E+08 2.51E+09 1.90E+06 1.75E+07 2.33E+10 1.03E+12 3.97E+11 5.40E+11 1.80E+11 1.87E+11 5.60E+10 6.06E+10 2.71E+10 1.93E+10 7.75E+09 1.17E+10 1.98E+10 2.47E+10 2.80E+10 3.32E+10 3.32E+10 9.48E+10 7.46E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.933  2.12E+13 3.74E+12 1.33E+14 5.11E+09 4.55E+08 1.56E+08 1.30E+09 5.24E+07 9.36E+08 2.20E+07 1.22E+09 6.23E+07 5.98E+08 7.59E+04 1.17E+06 9.82E+09 1.20E+12 4.21E+11 6.82E+11 2.00E+11 2.36E+11 6.08E+10 7.67E+10 3.27E+10 2.42E+10 9.38E+09 1.81E+10 4.11E+10 6.13E+10 8.01E+10 1.06E+11 1.17E+11 3.55E+11 9.60E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.957  2.61E+13 6.06E+12 2.51E+14 1.09E+10 1.69E+08 4.72E+07 5.25E+08 1.18E+07 3.22E+08 3.46E+06 3.81E+08 1.06E+07 1.43E+08 3.03E+03 7.81E+04 4.14E+09 1.40E+12 4.47E+11 8.61E+11 2.21E+11 2.98E+11 6.61E+10 9.71E+10 3.95E+10 3.03E+10 1.13E+10 2.80E+10 8.52E+10 1.52E+11 2.29E+11 3.41E+11 4.09E+11 1.33E+12 1.24E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.016  1.11E+14 6.22E+13 3.43E+15 7.29E+10 1.42E+07 2.36E+06 5.43E+07 2.83E+05 2.24E+07 3.38E+04 2.09E+07 1.25E+05 3.95E+06 9.68E-01 9.00E+01 4.80E+08 2.07E+12 5.20E+11 1.54E+12 2.84E+11 5.35E+11 8.13E+10 1.75E+11 6.34E+10 5.33E+10 1.82E+10 8.36E+10 5.26E+11 1.47E+12 3.15E+12 6.26E+12 9.47E+12 3.58E+13 2.32E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.070  1.91E+15 1.37E+15 7.94E+16 4.86E+11 1.19E+06 1.19E+05 5.63E+06 6.80E+03 1.56E+06 3.31E+02 1.15E+06 1.47E+03 1.10E+05 0.00E+00 0.00E+00 5.56E+07 3.04E+12 6.05E+11 2.77E+12 3.66E+11 9.60E+11 1.00E+11 3.16E+11 1.02E+11 9.37E+10 2.94E+10 2.49E+11 3.25E+12 1.43E+13 4.34E+13 1.15E+14 2.19E+14 9.69E+14 4.37E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.173  2.19E+18 8.74E+17 5.11E+19 2.16E+13 8.33E+03 2.98E+02 6.03E+04 3.93E+00 7.52E+03 0.00E+00 3.46E+03 2.06E-01 8.43E+01 0.00E+00 0.00E+00 7.45E+05 6.58E+12 8.18E+11 8.90E+12 6.08E+11 3.09E+12 1.51E+11 1.03E+12 2.62E+11 2.90E+11 7.59E+10 2.22E+12 1.24E+14 1.34E+15 8.25E+15 3.89E+16 1.17E+17 7.08E+17 1.54E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.354  7.99E+19 1.47E+19 7.65E+20 4.28E+16 4.10E-01 0.00E+00 6.93E+00 0.00E+00 1.76E-01 0.00E+00 3.14E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.34E+02 3.08E+13 1.50E+12 9.21E+13 1.67E+12 3.21E+13 3.47E+11 1.09E+13 1.73E+12 2.77E+12 5.09E+11 1.75E+14 1.81E+17 1.18E+19 2.47E+16 1.16E+17 3.51E+17 2.12E+18 1.92E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.514  3.13E+20 3.20E+19 1.68E+21 8.56E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.44E+14 2.73E+12 9.53E+14 4.59E+12 3.34E+14 7.94E+11 1.15E+14 1.15E+13 2.64E+13 3.41E+12 1.39E+16 3.62E+17 2.37E+19 7.38E+16 3.49E+17 1.05E+18 6.36E+18 2.40E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.658  8.37E+20 7.28E+19 3.87E+21 1.71E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.76E+14 5.00E+12 9.85E+15 1.26E+13 3.46E+15 1.82E+12 1.22E+15 7.61E+13 2.53E+14 2.28E+13 1.10E+18 7.24E+17 4.73E+19 2.21E+17 1.04E+18 3.15E+18 1.91E+19 3.00E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.791  2.47E+21 2.54E+20 1.31E+22 3.42E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.17E+15 9.13E+12 1.02E+17 3.48E+13 3.60E+16 4.17E+12 1.29E+16 5.04E+14 2.41E+15 1.53E+14 8.68E+19 1.45E+18 9.46E+19 6.59E+17 3.12E+18 9.43E+18 5.72E+19 3.74E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.915  4.01E+22 7.27E+21 3.45E+23 6.84E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.48E+16 1.67E+13 1.05E+18 9.56E+13 3.73E+17 9.54E+12 1.37E+17 3.34E+15 2.30E+16 1.02E+15 6.87E+21 2.89E+18 1.89E+20 1.97E+18 9.36E+18 2.83E+19 1.71E+20 4.67E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.031  2.80E+24 5.44E+23 2.56E+25 1.37E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.94E+16 3.05E+13 1.09E+19 2.63E+14 3.87E+18 2.19E+13 1.45E+18 2.21E+16 2.20E+17 6.84E+15 5.43E+23 5.78E+18 3.78E+20 5.89E+18 2.80E+19 8.47E+19 5.13E+20 5.83E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.141  2.20E+26 4.30E+25 2.02E+27 2.74E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.25E+17 5.58E+13 1.13E+20 7.23E+14 4.02E+19 5.01E+13 1.53E+19 1.46E+17 2.10E+18 4.58E+16 4.29E+25 1.16E+19 7.57E+20 1.76E+19 8.39E+19 2.54E+20 1.54E+21 7.27E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.245  1.74E+28 3.40E+27 1.60E+29 5.47E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.52E+18 1.02E+14 1.17E+21 1.99E+15 4.18E+20 1.15E+14 1.62E+20 9.69E+17 2.01E+19 3.07E+17 3.40E+27 2.31E+19 1.51E+21 5.27E+19 2.51E+20 7.60E+20 4.61E+21 9.07E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.345  1.38E+30 2.69E+29 1.26E+31 1.09E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.14E+18 1.86E+14 1.21E+22 5.47E+15 4.34E+21 2.63E+14 1.72E+21 6.42E+18 1.92E+20 2.05E+18 2.69E+29 4.62E+19 3.03E+21 1.57E+20 7.52E+20 2.28E+21 1.38E+22 1.13E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
