                    *********************************************************************************
                    *  Z= 98 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for CF250  *
 180.00  2.798  7.34E+36 1.29E+36 2.59E+36 1.29E+36 3.54E+22 1.52E+27 0.00E+00 2.28E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.03E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.98E+07 1.13E+19 2.79E+22 1.75E+31 1.84E+11 1.42E+06 4.78E+06 1.15E+21 0.00E+00 2.04E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.874  1.16E+38 2.05E+37 4.11E+37 2.05E+37 7.08E+22 4.55E+27 0.00E+00 1.35E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.06E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.07E+07 3.13E+19 1.25E+23 2.69E+32 1.77E+11 6.73E+05 2.47E+06 4.40E+21 0.00E+00 1.53E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  2.949  1.85E+39 3.26E+38 6.52E+38 3.26E+38 1.42E+23 1.37E+28 0.00E+00 7.98E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.21E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.75E+06 8.67E+19 5.60E+23 4.15E+33 1.70E+11 3.20E+05 1.28E+06 1.69E+22 0.00E+00 1.16E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 98 A=253: Negative-parity Spin-dependent Level Density [MeV-1] for CF253  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.104  1.00E+00 3.22E+00 3.55E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.55E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.147  2.00E+00 9.42E+00 1.22E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.55E+00 3.22E+00 3.10E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.181  6.00E+00 1.56E+01 2.34E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.55E+00 3.22E+00 3.10E+00 3.10E+00 3.10E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.209  1.70E+01 7.42E+01 6.84E+02 6.32E+00 1.28E+01 1.57E+01 7.87E+00 7.77E+00 4.77E+00 4.77E+00 3.12E+00 6.44E+00 3.10E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.233  6.60E+01 3.20E+02 3.57E+03 1.43E+01 2.53E+01 3.75E+01 3.90E+01 4.37E+01 5.01E+01 3.74E+01 3.01E+01 1.74E+01 1.09E+01 1.12E+01 3.12E+00 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.255  1.77E+02 5.64E+02 6.93E+03 2.06E+01 3.48E+01 4.85E+01 5.61E+01 7.33E+01 8.12E+01 7.51E+01 6.73E+01 4.08E+01 2.97E+01 1.90E+01 1.25E+01 4.77E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.276  4.05E+02 1.26E+03 1.63E+04 4.41E+01 7.82E+01 1.14E+02 1.29E+02 1.52E+02 1.47E+02 1.36E+02 1.21E+02 1.17E+02 8.89E+01 6.24E+01 3.75E+01 2.04E+01 9.54E+00 3.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.295  8.21E+02 2.07E+03 2.70E+04 7.19E+01 1.38E+02 1.92E+02 2.13E+02 2.26E+02 2.42E+02 2.24E+02 2.06E+02 1.55E+02 1.40E+02 1.19E+02 7.15E+01 4.21E+01 2.21E+01 7.76E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.313  1.66E+03 4.66E+03 6.11E+04 1.56E+02 3.02E+02 4.47E+02 5.04E+02 5.35E+02 5.39E+02 5.02E+02 4.16E+02 3.57E+02 2.89E+02 2.06E+02 1.74E+02 1.14E+02 6.74E+01 3.28E+01 1.60E+01 3.15E+00 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.330  3.30E+03 8.40E+03 1.10E+05 2.74E+02 5.34E+02 7.79E+02 9.13E+02 1.04E+03 9.98E+02 8.87E+02 7.60E+02 6.10E+02 4.91E+02 3.84E+02 2.70E+02 2.01E+02 1.24E+02 7.68E+01 4.09E+01 1.61E+01 1.67E+00 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.346  6.65E+03 1.84E+04 2.52E+05 5.51E+02 1.07E+03 1.57E+03 1.84E+03 2.05E+03 2.10E+03 2.02E+03 1.82E+03 1.51E+03 1.18E+03 8.76E+02 6.50E+02 4.46E+02 3.02E+02 2.15E+02 1.24E+02 6.48E+01 2.56E+01 8.22E+00 1.55E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.361  1.27E+04 3.00E+04 4.19E+05 8.74E+02 1.71E+03 2.48E+03 2.87E+03 3.23E+03 3.36E+03 3.25E+03 2.87E+03 2.53E+03 2.03E+03 1.52E+03 1.13E+03 7.77E+02 5.17E+02 3.53E+02 2.51E+02 1.43E+02 6.46E+01 2.31E+01 1.29E+01 1.83E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.376  2.42E+04 6.18E+04 8.79E+05 1.77E+03 3.49E+03 5.10E+03 5.77E+03 6.49E+03 6.77E+03 6.46E+03 5.80E+03 5.10E+03 4.25E+03 3.37E+03 2.45E+03 1.74E+03 1.18E+03 8.13E+02 5.37E+02 3.47E+02 1.88E+02 1.06E+02 4.16E+01 2.71E+01 6.67E+00 2.86E-01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.390  4.47E+04 1.02E+05 1.46E+06 2.85E+03 5.65E+03 8.33E+03 9.64E+03 1.09E+04 1.12E+04 1.05E+04 9.53E+03 8.24E+03 6.87E+03 5.44E+03 4.24E+03 2.94E+03 2.06E+03 1.35E+03 9.47E+02 5.89E+02 3.26E+02 2.11E+02 1.10E+02 5.03E+01 2.45E+01 9.59E+00 3.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.404  8.43E+04 2.15E+05 3.11E+06 5.96E+03 1.19E+04 1.75E+04 1.99E+04 2.24E+04 2.30E+04 2.23E+04 2.00E+04 1.73E+04 1.45E+04 1.15E+04 9.07E+03 6.52E+03 4.60E+03 3.19E+03 2.20E+03 1.43E+03 8.29E+02 4.92E+02 3.22E+02 1.62E+02 7.47E+01 4.19E+01 1.61E+01 5.23E+00 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.417  1.55E+05 3.52E+05 5.16E+06 9.45E+03 1.87E+04 2.76E+04 3.21E+04 3.66E+04 3.80E+04 3.61E+04 3.26E+04 2.84E+04 2.37E+04 1.90E+04 1.49E+04 1.11E+04 7.75E+03 5.54E+03 3.90E+03 2.55E+03 1.55E+03 9.54E+02 5.89E+02 3.63E+02 1.86E+02 1.07E+02 5.24E+01 2.43E+01 1.90E+00 6.92E-01 1.33E-01 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.430  2.88E+05 7.15E+05 1.07E+07 1.87E+04 3.72E+04 5.51E+04 6.36E+04 7.15E+04 7.39E+04 7.27E+04 6.67E+04 5.87E+04 4.91E+04 3.97E+04 3.12E+04 2.30E+04 1.68E+04 1.22E+04 9.01E+03 5.95E+03 3.75E+03 2.35E+03 1.52E+03 9.79E+02 5.22E+02 3.24E+02 1.93E+02 1.01E+02 3.40E+01 1.87E+01 2.38E+00 3.68E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.442  5.22E+05 1.15E+06 1.73E+07 2.96E+04 5.86E+04 8.65E+04 1.01E+05 1.16E+05 1.20E+05 1.15E+05 1.05E+05 9.38E+04 7.96E+04 6.43E+04 5.10E+04 3.82E+04 2.77E+04 2.03E+04 1.50E+04 1.02E+04 6.54E+03 4.27E+03 2.76E+03 1.80E+03 1.05E+03 6.16E+02 3.76E+02 2.26E+02 8.46E+01 4.50E+01 2.01E+01 9.26E+00 3.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.454  9.55E+05 2.31E+06 3.53E+07 5.90E+04 1.17E+05 1.73E+05 2.01E+05 2.27E+05 2.34E+05 2.30E+05 2.12E+05 1.89E+05 1.59E+05 1.32E+05 1.05E+05 7.85E+04 5.81E+04 4.31E+04 3.23E+04 2.23E+04 1.46E+04 9.66E+03 6.59E+03 4.37E+03 2.52E+03 1.66E+03 9.40E+02 6.24E+02 2.79E+02 1.47E+02 7.86E+01 3.73E+01 1.24E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.466  1.71E+06 3.70E+06 5.70E+07 9.21E+04 1.83E+05 2.71E+05 3.19E+05 3.63E+05 3.79E+05 3.67E+05 3.36E+05 2.99E+05 2.57E+05 2.10E+05 1.70E+05 1.29E+05 9.47E+04 7.08E+04 5.34E+04 3.74E+04 2.48E+04 1.67E+04 1.15E+04 7.87E+03 4.62E+03 3.10E+03 1.81E+03 1.12E+03 5.80E+02 3.26E+02 1.77E+02 9.82E+01 4.03E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.489  5.56E+06 1.17E+07 1.84E+08 2.82E+05 5.60E+05 8.31E+05 9.81E+05 1.12E+06 1.18E+06 1.14E+06 1.05E+06 9.47E+05 8.16E+05 6.74E+05 5.49E+05 4.24E+05 3.18E+05 2.42E+05 1.86E+05 1.33E+05 9.08E+04 6.34E+04 4.51E+04 3.20E+04 1.99E+04 1.38E+04 8.82E+03 5.71E+03 2.84E+03 1.81E+03 1.08E+03 6.73E+02 3.41E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.511  1.75E+07 3.62E+07 5.80E+08 8.45E+05 1.68E+06 2.49E+06 2.95E+06 3.38E+06 3.56E+06 3.48E+06 3.22E+06 2.91E+06 2.53E+06 2.11E+06 1.74E+06 1.35E+06 1.03E+06 7.93E+05 6.19E+05 4.52E+05 3.14E+05 2.25E+05 1.64E+05 1.19E+05 7.63E+04 5.46E+04 3.61E+04 2.44E+04 1.35E+04 8.44E+03 5.54E+03 3.53E+03 1.87E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.532  5.42E+07 1.10E+08 1.80E+09 2.51E+06 4.98E+06 7.40E+06 8.78E+06 1.01E+07 1.06E+07 1.04E+07 9.78E+06 8.87E+06 7.73E+06 6.48E+06 5.39E+06 4.25E+06 3.24E+06 2.54E+06 2.01E+06 1.49E+06 1.06E+06 7.74E+05 5.77E+05 4.27E+05 2.81E+05 2.06E+05 1.40E+05 9.72E+04 5.55E+04 3.66E+04 2.42E+04 1.63E+04 8.91E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.552  1.64E+08 3.30E+08 5.47E+09 7.31E+06 1.45E+07 2.16E+07 2.57E+07 2.96E+07 3.13E+07 3.07E+07 2.90E+07 2.64E+07 2.31E+07 1.96E+07 1.64E+07 1.30E+07 1.00E+07 7.95E+06 6.36E+06 4.77E+06 3.46E+06 2.57E+06 1.94E+06 1.47E+06 9.87E+05 7.39E+05 5.18E+05 3.69E+05 2.20E+05 1.48E+05 1.01E+05 7.00E+04 4.00E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.571  4.90E+08 9.72E+08 1.64E+10 2.11E+07 4.19E+07 6.23E+07 7.41E+07 8.54E+07 9.06E+07 8.92E+07 8.46E+07 7.74E+07 6.82E+07 5.81E+07 4.90E+07 3.92E+07 3.05E+07 2.43E+07 1.97E+07 1.49E+07 1.10E+07 8.27E+06 6.34E+06 4.86E+06 3.33E+06 2.54E+06 1.81E+06 1.32E+06 8.07E+05 5.57E+05 3.89E+05 2.74E+05 1.61E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.590  1.43E+09 2.80E+09 4.80E+10 5.81E+07 1.16E+08 1.72E+08 2.08E+08 2.42E+08 2.58E+08 2.55E+08 2.42E+08 2.22E+08 1.97E+08 1.69E+08 1.43E+08 1.16E+08 9.09E+07 7.32E+07 5.97E+07 4.57E+07 3.40E+07 2.60E+07 2.01E+07 1.56E+07 1.09E+07 8.44E+06 6.13E+06 4.53E+06 2.84E+06 2.00E+06 1.42E+06 1.02E+06 6.15E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.608  4.14E+09 8.02E+09 1.39E+11 1.63E+08 3.25E+08 4.84E+08 5.86E+08 6.83E+08 7.28E+08 7.21E+08 6.87E+08 6.32E+08 5.63E+08 4.84E+08 4.13E+08 3.38E+08 2.66E+08 2.16E+08 1.77E+08 1.37E+08 1.03E+08 7.97E+07 6.26E+07 4.91E+07 3.46E+07 2.70E+07 1.99E+07 1.49E+07 9.64E+06 6.88E+06 4.97E+06 3.61E+06 2.22E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.626  1.18E+10 2.27E+10 4.00E+11 4.54E+08 9.04E+08 1.35E+09 1.63E+09 1.91E+09 2.03E+09 2.02E+09 1.93E+09 1.78E+09 1.59E+09 1.38E+09 1.18E+09 9.70E+08 7.69E+08 6.26E+08 5.19E+08 4.05E+08 3.09E+08 2.40E+08 1.90E+08 1.51E+08 1.07E+08 8.50E+07 6.34E+07 4.81E+07 3.16E+07 2.28E+07 1.66E+07 1.23E+07 7.64E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.643  3.34E+10 6.37E+10 1.13E+12 1.25E+09 2.49E+09 3.70E+09 4.49E+09 5.26E+09 5.62E+09 5.60E+09 5.37E+09 4.97E+09 4.46E+09 3.87E+09 3.33E+09 2.75E+09 2.19E+09 1.80E+09 1.50E+09 1.18E+09 9.05E+08 7.10E+08 5.66E+08 4.53E+08 3.27E+08 2.61E+08 1.97E+08 1.51E+08 1.01E+08 7.34E+07 5.41E+07 4.02E+07 2.53E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.659  9.34E+10 1.76E+11 3.18E+12 3.40E+09 6.77E+09 1.01E+10 1.23E+10 1.44E+10 1.54E+10 1.53E+10 1.48E+10 1.37E+10 1.23E+10 1.07E+10 9.28E+09 7.70E+09 6.16E+09 5.08E+09 4.26E+09 3.37E+09 2.61E+09 2.07E+09 1.66E+09 1.34E+09 9.76E+08 7.86E+08 5.98E+08 4.64E+08 3.14E+08 2.30E+08 1.71E+08 1.28E+08 8.12E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.692  8.38E+11 1.31E+12 2.41E+13 2.45E+10 4.88E+10 7.28E+10 8.86E+10 1.04E+11 1.12E+11 1.12E+11 1.08E+11 1.01E+11 9.14E+10 8.01E+10 6.97E+10 5.84E+10 4.72E+10 3.93E+10 3.33E+10 2.66E+10 2.09E+10 1.67E+10 1.36E+10 1.11E+10 8.26E+09 6.75E+09 5.22E+09 4.11E+09 2.84E+09 2.12E+09 1.59E+09 1.20E+09 7.70E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.722  5.50E+12 8.01E+12 1.63E+14 9.37E+10 1.87E+11 2.78E+11 3.55E+11 4.98E+11 5.91E+11 6.75E+11 6.85E+11 6.76E+11 6.32E+11 5.76E+11 5.04E+11 4.25E+11 3.46E+11 2.91E+11 2.48E+11 2.01E+11 1.59E+11 1.29E+11 1.06E+11 8.76E+10 6.58E+10 5.44E+10 4.26E+10 3.40E+10 2.38E+10 1.79E+10 1.35E+10 1.03E+10 6.65E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
