                    *********************************************************************************
                    *  Z= 64 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for GD153  *
  50.00  1.860  3.65E+22 3.65E+21 5.44E+22 3.53E+19 7.08E+19 1.07E+20 2.62E+20 3.49E+20 4.48E+20 5.22E+20 4.29E+20 4.76E+20 5.67E+20 3.78E+20 2.57E+17 2.15E+17 2.01E+17 1.91E+17 1.77E+17 1.39E+17 1.15E+17 1.02E+17 8.45E+16 7.44E+16 6.07E+16 5.33E+16 4.38E+16 4.10E+16 3.72E+16 3.03E+16 2.65E+16 2.03E+16 1.50E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.037  9.12E+22 7.29E+21 1.09E+23 7.06E+19 1.42E+20 2.14E+20 5.25E+20 6.98E+20 8.97E+20 1.04E+21 8.57E+20 9.52E+20 1.13E+21 7.55E+20 7.65E+17 6.41E+17 6.00E+17 5.69E+17 5.28E+17 4.14E+17 3.45E+17 3.04E+17 2.52E+17 2.22E+17 1.82E+17 1.59E+17 1.31E+17 1.23E+17 1.11E+17 9.07E+16 7.93E+16 6.09E+16 4.49E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.201  2.01E+23 1.46E+22 2.18E+23 1.41E+20 2.83E+20 4.27E+20 1.05E+21 1.40E+21 1.79E+21 2.09E+21 1.71E+21 1.90E+21 2.27E+21 1.51E+21 2.28E+18 1.91E+18 1.79E+18 1.70E+18 1.57E+18 1.23E+18 1.03E+18 9.08E+17 7.54E+17 6.64E+17 5.43E+17 4.77E+17 3.92E+17 3.67E+17 3.33E+17 2.72E+17 2.38E+17 1.83E+17 1.35E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.353  4.20E+23 2.92E+22 4.36E+23 2.82E+20 5.66E+20 8.54E+20 2.10E+21 2.79E+21 3.59E+21 4.18E+21 3.43E+21 3.81E+21 4.54E+21 3.02E+21 6.80E+18 5.70E+18 5.33E+18 5.06E+18 4.70E+18 3.68E+18 3.07E+18 2.71E+18 2.25E+18 1.98E+18 1.62E+18 1.43E+18 1.17E+18 1.10E+18 9.98E+17 8.13E+17 7.11E+17 5.47E+17 4.03E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.495  8.58E+23 5.84E+22 8.75E+23 5.65E+20 1.13E+21 1.71E+21 4.20E+21 5.58E+21 7.17E+21 8.36E+21 6.86E+21 7.62E+21 9.07E+21 6.04E+21 2.03E+19 1.70E+19 1.59E+19 1.51E+19 1.40E+19 1.10E+19 9.16E+18 8.10E+18 6.72E+18 5.93E+18 4.85E+18 4.26E+18 3.51E+18 3.29E+18 2.99E+18 2.43E+18 2.13E+18 1.64E+18 1.21E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.630  1.74E+24 1.17E+23 1.75E+24 1.13E+21 2.27E+21 3.41E+21 8.39E+21 1.12E+22 1.43E+22 1.67E+22 1.37E+22 1.52E+22 1.81E+22 1.21E+22 6.04E+19 5.06E+19 4.74E+19 4.50E+19 4.18E+19 3.28E+19 2.74E+19 2.42E+19 2.01E+19 1.77E+19 1.45E+19 1.27E+19 1.05E+19 9.84E+18 8.94E+18 7.29E+18 6.38E+18 4.90E+18 3.62E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.759  3.49E+24 2.34E+23 3.52E+24 2.26E+21 4.53E+21 6.83E+21 1.68E+22 2.23E+22 2.87E+22 3.34E+22 2.74E+22 3.05E+22 3.63E+22 2.42E+22 1.80E+20 1.51E+20 1.41E+20 1.34E+20 1.25E+20 9.79E+19 8.17E+19 7.22E+19 6.00E+19 5.30E+19 4.33E+19 3.81E+19 3.14E+19 2.95E+19 2.68E+19 2.18E+19 1.91E+19 1.47E+19 1.08E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.881  7.02E+24 4.70E+23 7.09E+24 4.52E+21 9.06E+21 1.37E+22 3.36E+22 4.46E+22 5.74E+22 6.68E+22 5.48E+22 6.09E+22 7.26E+22 4.83E+22 5.36E+20 4.49E+20 4.21E+20 4.01E+20 3.72E+20 2.92E+20 2.44E+20 2.16E+20 1.79E+20 1.58E+20 1.29E+20 1.14E+20 9.39E+19 8.81E+19 8.01E+19 6.53E+19 5.72E+19 4.40E+19 3.25E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.999  1.41E+25 9.44E+23 1.43E+25 9.03E+21 1.81E+22 2.73E+22 6.71E+22 8.92E+22 1.15E+23 1.34E+23 1.10E+23 1.22E+23 1.45E+23 9.66E+22 1.60E+21 1.34E+21 1.26E+21 1.19E+21 1.11E+21 8.72E+20 7.28E+20 6.44E+20 5.35E+20 4.73E+20 3.87E+20 3.41E+20 2.81E+20 2.64E+20 2.40E+20 1.96E+20 1.71E+20 1.32E+20 9.74E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.112  2.83E+25 1.90E+24 2.90E+25 1.81E+22 3.62E+22 5.46E+22 1.34E+23 1.78E+23 2.29E+23 2.67E+23 2.19E+23 2.44E+23 2.90E+23 1.93E+23 4.76E+21 3.99E+21 3.74E+21 3.56E+21 3.31E+21 2.60E+21 2.17E+21 1.92E+21 1.60E+21 1.41E+21 1.16E+21 1.02E+21 8.40E+20 7.89E+20 7.18E+20 5.86E+20 5.13E+20 3.95E+20 2.92E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.221  5.70E+25 3.84E+24 5.93E+25 3.61E+22 7.25E+22 1.09E+23 2.68E+23 3.57E+23 4.59E+23 5.35E+23 4.39E+23 4.87E+23 5.80E+23 3.86E+23 1.42E+22 1.19E+22 1.12E+22 1.06E+22 9.89E+21 7.77E+21 6.49E+21 5.74E+21 4.78E+21 4.22E+21 3.46E+21 3.05E+21 2.51E+21 2.36E+21 2.15E+21 1.75E+21 1.54E+21 1.18E+21 8.74E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.327  1.15E+26 7.77E+24 1.22E+26 7.22E+22 1.45E+23 2.18E+23 5.37E+23 7.14E+23 9.18E+23 1.07E+24 8.77E+23 9.75E+23 1.16E+24 7.73E+23 4.23E+22 3.55E+22 3.33E+22 3.17E+22 2.95E+22 2.32E+22 1.94E+22 1.71E+22 1.43E+22 1.26E+22 1.03E+22 9.11E+21 7.52E+21 7.07E+21 6.43E+21 5.25E+21 4.60E+21 3.54E+21 2.62E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.429  2.33E+26 1.59E+25 2.55E+26 1.44E+23 2.90E+23 4.37E+23 1.07E+24 1.43E+24 1.84E+24 2.14E+24 1.75E+24 1.95E+24 2.32E+24 1.55E+24 1.26E+23 1.06E+23 9.92E+22 9.46E+22 8.81E+22 6.92E+22 5.78E+22 5.12E+22 4.26E+22 3.77E+22 3.09E+22 2.72E+22 2.25E+22 2.11E+22 1.93E+22 1.57E+22 1.38E+22 1.06E+22 7.84E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.529  4.76E+26 3.26E+25 5.41E+26 2.89E+23 5.79E+23 8.73E+23 2.15E+24 2.85E+24 3.67E+24 4.28E+24 3.51E+24 3.90E+24 4.64E+24 3.09E+24 3.76E+23 3.15E+23 2.96E+23 2.82E+23 2.63E+23 2.06E+23 1.73E+23 1.53E+23 1.27E+23 1.13E+23 9.24E+22 8.15E+22 6.73E+22 6.33E+22 5.76E+22 4.71E+22 4.13E+22 3.18E+22 2.35E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.626  9.79E+26 6.80E+25 1.18E+27 5.78E+23 1.16E+24 1.75E+24 4.29E+24 5.71E+24 7.34E+24 8.55E+24 7.02E+24 7.80E+24 9.28E+24 6.18E+24 1.12E+24 9.39E+23 8.82E+23 8.41E+23 7.84E+23 6.16E+23 5.15E+23 4.57E+23 3.80E+23 3.37E+23 2.76E+23 2.44E+23 2.01E+23 1.89E+23 1.73E+23 1.41E+23 1.24E+23 9.52E+22 7.04E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.720  2.04E+27 1.44E+26 2.64E+27 1.15E+24 2.32E+24 3.49E+24 8.59E+24 1.14E+25 1.47E+25 1.71E+25 1.40E+25 1.56E+25 1.86E+25 1.24E+25 3.34E+24 2.80E+24 2.63E+24 2.51E+24 2.34E+24 1.84E+24 1.54E+24 1.36E+24 1.14E+24 1.01E+24 8.25E+23 7.29E+23 6.02E+23 5.67E+23 5.16E+23 4.22E+23 3.70E+23 2.85E+23 2.11E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 64 A=161: Positive-Parity Spin-dependent Level Density [MeV-1] for GD161  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.131  2.00E+00 9.44E+00 9.05E+01 0.00E+00 0.00E+00 1.68E+00 3.19E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.185  4.00E+00 1.08E+01 1.26E+02 0.00E+00 0.00E+00 9.28E-03 1.67E+00 3.05E+00 3.05E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.226  8.00E+00 2.03E+01 2.07E+02 1.67E+00 1.52E+00 1.53E+00 3.20E+00 3.19E+00 3.05E+00 3.05E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.261  1.40E+01 2.48E+01 2.50E+02 1.67E+00 3.05E+00 4.72E+00 1.54E+00 3.19E+00 3.05E+00 3.05E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.292  2.30E+01 4.80E+01 4.83E+02 1.55E+00 6.38E+00 9.43E+00 6.10E+00 6.12E+00 6.24E+00 3.05E+00 3.05E+00 1.52E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.320  3.90E+01 8.08E+01 7.75E+02 4.88E+00 9.49E+00 1.41E+01 1.39E+01 1.07E+01 9.43E+00 7.62E+00 3.05E+00 3.05E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.346  7.30E+01 1.93E+02 1.79E+03 1.10E+01 2.70E+01 3.24E+01 3.42E+01 2.47E+01 2.32E+01 1.87E+01 9.15E+00 3.05E+00 3.05E+00 1.52E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.370  1.36E+02 3.14E+02 2.98E+03 1.89E+01 3.74E+01 4.79E+01 5.44E+01 5.37E+01 3.25E+01 2.94E+01 1.98E+01 9.15E+00 3.05E+00 3.05E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.392  2.49E+02 5.90E+02 5.89E+03 3.15E+01 6.07E+01 8.49E+01 9.47E+01 8.89E+01 7.53E+01 6.47E+01 4.18E+01 2.30E+01 1.22E+01 6.10E+00 3.05E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.413  4.30E+02 8.52E+02 9.09E+03 3.61E+01 6.96E+01 1.05E+02 1.28E+02 1.40E+02 1.17E+02 9.06E+01 7.85E+01 4.31E+01 2.14E+01 1.23E+01 3.05E+00 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.433  7.23E+02 1.49E+03 1.63E+04 5.96E+01 1.23E+02 1.91E+02 2.15E+02 2.17E+02 2.04E+02 1.70E+02 1.26E+02 8.43E+01 5.66E+01 2.61E+01 1.22E+01 3.05E+00 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.453  1.18E+03 2.14E+03 2.37E+04 8.87E+01 1.90E+02 2.57E+02 2.91E+02 3.15E+02 2.74E+02 2.33E+02 1.90E+02 1.32E+02 8.41E+01 5.03E+01 2.30E+01 7.62E+00 4.57E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.471  1.91E+03 3.75E+03 4.17E+04 1.61E+02 3.44E+02 4.52E+02 5.17E+02 5.21E+02 4.62E+02 4.00E+02 3.15E+02 2.16E+02 1.64E+02 9.78E+01 5.67E+01 2.30E+01 9.15E+00 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.489  3.06E+03 5.46E+03 6.10E+04 2.43E+02 4.98E+02 6.46E+02 7.58E+02 7.59E+02 6.73E+02 5.80E+02 4.36E+02 3.28E+02 2.26E+02 1.61E+02 9.02E+01 3.98E+01 1.52E+01 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.506  4.96E+03 9.66E+03 1.08E+05 4.46E+02 8.71E+02 1.15E+03 1.32E+03 1.33E+03 1.22E+03 1.00E+03 8.07E+02 5.45E+02 3.80E+02 2.64E+02 1.71E+02 9.16E+01 3.81E+01 1.22E+01 3.05E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.523  7.94E+03 1.43E+04 1.60E+05 6.55E+02 1.24E+03 1.71E+03 1.97E+03 2.00E+03 1.78E+03 1.50E+03 1.15E+03 8.31E+02 5.50E+02 3.87E+02 2.37E+02 1.36E+02 7.33E+01 2.29E+01 7.62E+00 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.539  1.28E+04 2.49E+04 2.83E+05 1.11E+03 2.17E+03 2.92E+03 3.36E+03 3.40E+03 3.14E+03 2.68E+03 2.09E+03 1.51E+03 1.01E+03 6.73E+02 4.20E+02 2.43E+02 1.35E+02 6.28E+01 2.13E+01 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.554  2.05E+04 3.62E+04 4.16E+05 1.52E+03 3.04E+03 4.11E+03 4.80E+03 5.01E+03 4.52E+03 3.89E+03 3.13E+03 2.22E+03 1.57E+03 1.01E+03 6.10E+02 3.74E+02 2.08E+02 1.01E+02 3.51E+01 1.07E+01 3.05E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.570  3.27E+04 6.15E+04 7.19E+05 2.50E+03 5.02E+03 6.83E+03 7.89E+03 8.21E+03 7.69E+03 6.78E+03 5.34E+03 4.04E+03 2.83E+03 1.88E+03 1.12E+03 6.41E+02 3.71E+02 1.90E+02 9.15E+01 2.61E+01 7.62E+00 3.05E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
