                    *********************************************************************************
                    *  Z= 78 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for PT193  *
  16.00  0.955  2.74E+12 2.62E+12 3.90E+13 6.62E+10 1.31E+11 1.92E+11 2.40E+11 2.68E+11 2.76E+11 2.68E+11 2.45E+11 2.14E+11 1.78E+11 1.48E+11 1.13E+11 8.76E+10 6.39E+10 4.51E+10 3.04E+10 2.00E+10 1.26E+10 7.91E+09 4.48E+09 2.59E+09 1.46E+09 7.96E+08 4.20E+08 2.17E+08 1.08E+08 5.40E+07 2.58E+07 1.50E+07 2.06E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.984  7.57E+12 7.03E+12 1.07E+14 1.68E+11 3.33E+11 4.89E+11 6.37E+11 7.07E+11 7.40E+11 7.16E+11 6.57E+11 5.77E+11 4.83E+11 4.07E+11 3.12E+11 2.47E+11 1.83E+11 1.31E+11 8.90E+10 6.01E+10 3.86E+10 2.49E+10 1.45E+10 8.58E+09 5.01E+09 2.85E+09 1.58E+09 8.52E+08 4.48E+08 2.42E+08 1.23E+08 7.75E+07 1.20E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.013  2.05E+13 1.89E+13 2.93E+14 4.27E+11 8.46E+11 1.25E+12 1.69E+12 1.86E+12 1.98E+12 1.91E+12 1.76E+12 1.55E+12 1.31E+12 1.12E+12 8.61E+11 6.99E+11 5.24E+11 3.81E+11 2.61E+11 1.81E+11 1.18E+11 7.84E+10 4.69E+10 2.84E+10 1.72E+10 1.02E+10 5.91E+09 3.34E+09 1.87E+09 1.08E+09 5.83E+08 4.00E+08 6.97E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.041  5.55E+13 5.10E+13 8.06E+14 1.09E+12 2.15E+12 3.17E+12 4.46E+12 4.91E+12 5.29E+12 5.10E+12 4.74E+12 4.18E+12 3.56E+12 3.09E+12 2.38E+12 1.97E+12 1.50E+12 1.11E+12 7.64E+11 5.45E+11 3.62E+11 2.47E+11 1.52E+11 9.43E+10 5.92E+10 3.65E+10 2.22E+10 1.31E+10 7.77E+09 4.84E+09 2.77E+09 2.06E+09 4.05E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.068  1.50E+14 1.38E+14 2.22E+15 2.76E+12 5.47E+12 8.08E+12 1.18E+13 1.30E+13 1.42E+13 1.36E+13 1.27E+13 1.13E+13 9.68E+12 8.50E+12 6.57E+12 5.58E+12 4.30E+12 3.22E+12 2.24E+12 1.64E+12 1.11E+12 7.78E+11 4.91E+11 3.13E+11 2.04E+11 1.31E+11 8.32E+10 5.12E+10 3.23E+10 2.16E+10 1.32E+10 1.06E+10 2.36E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.132  2.41E+15 1.67E+15 2.85E+16 2.84E+13 5.64E+13 8.36E+13 1.35E+14 1.46E+14 1.66E+14 1.59E+14 1.50E+14 1.34E+14 1.18E+14 1.07E+14 8.33E+13 7.48E+13 5.96E+13 4.63E+13 3.29E+13 2.58E+13 1.82E+13 1.37E+13 9.25E+12 6.25E+12 4.46E+12 3.18E+12 2.26E+12 1.56E+12 1.14E+12 9.15E+11 6.50E+11 6.44E+11 1.92E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.194  3.02E+16 2.06E+16 3.80E+17 2.92E+14 5.82E+14 8.65E+14 1.54E+15 1.65E+15 1.94E+15 1.85E+15 1.77E+15 1.60E+15 1.43E+15 1.35E+15 1.06E+15 1.00E+15 8.27E+14 6.68E+14 4.83E+14 4.06E+14 2.98E+14 2.41E+14 1.74E+14 1.25E+14 9.79E+13 7.70E+13 6.17E+13 4.73E+13 4.05E+13 3.87E+13 3.21E+13 3.89E+13 1.56E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.308  9.47E+18 3.76E+18 9.64E+19 3.09E+16 6.18E+16 9.27E+16 2.00E+17 2.10E+17 2.66E+17 2.51E+17 2.47E+17 2.26E+17 2.11E+17 2.14E+17 1.70E+17 1.81E+17 1.59E+17 1.39E+17 1.04E+17 1.01E+17 8.03E+16 7.48E+16 6.17E+16 5.00E+16 4.71E+16 4.54E+16 4.58E+16 4.36E+16 5.07E+16 6.94E+16 7.80E+16 1.42E+17 1.04E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.510  8.44E+19 1.12E+19 2.88E+20 9.22E+16 1.84E+17 2.76E+17 5.98E+17 6.26E+17 7.93E+17 7.51E+17 7.36E+17 6.75E+17 6.29E+17 6.38E+17 5.07E+17 5.40E+17 4.75E+17 4.14E+17 3.12E+17 3.01E+17 2.40E+17 2.24E+17 1.85E+17 1.50E+17 1.41E+17 1.36E+17 1.37E+17 1.31E+17 1.52E+17 2.08E+17 2.34E+17 4.27E+17 3.11E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.688  3.08E+20 3.36E+19 8.63E+20 2.75E+17 5.50E+17 8.24E+17 1.79E+18 1.87E+18 2.37E+18 2.24E+18 2.20E+18 2.01E+18 1.88E+18 1.91E+18 1.52E+18 1.61E+18 1.42E+18 1.24E+18 9.33E+17 9.01E+17 7.19E+17 6.70E+17 5.53E+17 4.49E+17 4.22E+17 4.07E+17 4.11E+17 3.92E+17 4.56E+17 6.24E+17 7.02E+17 1.28E+18 9.34E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.849  9.78E+20 1.00E+20 2.58E+21 8.19E+17 1.64E+18 2.46E+18 5.33E+18 5.58E+18 7.07E+18 6.69E+18 6.56E+18 6.02E+18 5.61E+18 5.69E+18 4.53E+18 4.83E+18 4.25E+18 3.70E+18 2.79E+18 2.70E+18 2.15E+18 2.01E+18 1.66E+18 1.34E+18 1.27E+18 1.22E+18 1.23E+18 1.17E+18 1.37E+18 1.87E+18 2.10E+18 3.84E+18 2.80E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.997  2.98E+21 3.00E+20 7.73E+21 2.44E+18 4.88E+18 7.32E+18 1.59E+19 1.66E+19 2.11E+19 2.00E+19 1.96E+19 1.80E+19 1.68E+19 1.70E+19 1.35E+19 1.44E+19 1.27E+19 1.11E+19 8.35E+18 8.07E+18 6.44E+18 6.01E+18 4.96E+18 4.03E+18 3.79E+18 3.66E+18 3.69E+18 3.52E+18 4.10E+18 5.61E+18 6.31E+18 1.15E+19 8.40E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.135  8.96E+21 8.96E+20 2.31E+22 7.28E+18 1.46E+19 2.18E+19 4.75E+19 4.97E+19 6.30E+19 5.96E+19 5.85E+19 5.36E+19 5.00E+19 5.08E+19 4.04E+19 4.31E+19 3.80E+19 3.31E+19 2.50E+19 2.41E+19 1.93E+19 1.80E+19 1.48E+19 1.21E+19 1.14E+19 1.10E+19 1.11E+19 1.06E+19 1.23E+19 1.68E+19 1.89E+19 3.46E+19 2.52E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.265  2.68E+22 2.68E+21 6.92E+22 2.17E+19 4.34E+19 6.51E+19 1.42E+20 1.48E+20 1.88E+20 1.78E+20 1.75E+20 1.60E+20 1.49E+20 1.52E+20 1.21E+20 1.29E+20 1.14E+20 9.90E+19 7.46E+19 7.22E+19 5.77E+19 5.38E+19 4.45E+19 3.61E+19 3.40E+19 3.28E+19 3.32E+19 3.17E+19 3.69E+19 5.05E+19 5.68E+19 1.04E+20 7.56E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.387  8.03E+22 8.01E+21 2.07E+23 6.47E+19 1.29E+20 1.94E+20 4.23E+20 4.42E+20 5.62E+20 5.31E+20 5.21E+20 4.78E+20 4.46E+20 4.54E+20 3.61E+20 3.85E+20 3.39E+20 2.96E+20 2.23E+20 2.16E+20 1.73E+20 1.61E+20 1.33E+20 1.08E+20 1.02E+20 9.84E+19 9.95E+19 9.49E+19 1.11E+20 1.51E+20 1.70E+20 3.11E+20 2.27E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.504  2.40E+23 2.39E+22 6.19E+23 1.93E+20 3.86E+20 5.78E+20 1.26E+21 1.32E+21 1.68E+21 1.59E+21 1.56E+21 1.43E+21 1.33E+21 1.35E+21 1.08E+21 1.15E+21 1.01E+21 8.86E+20 6.68E+20 6.46E+20 5.17E+20 4.83E+20 3.99E+20 3.24E+20 3.05E+20 2.95E+20 2.98E+20 2.84E+20 3.31E+20 4.54E+20 5.11E+20 9.33E+20 6.80E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.615  7.17E+23 7.15E+22 1.85E+24 5.75E+20 1.15E+21 1.72E+21 3.77E+21 3.94E+21 5.01E+21 4.73E+21 4.65E+21 4.26E+21 3.98E+21 4.05E+21 3.22E+21 3.44E+21 3.03E+21 2.65E+21 2.00E+21 1.93E+21 1.55E+21 1.44E+21 1.19E+21 9.70E+20 9.15E+20 8.84E+20 8.94E+20 8.53E+20 9.94E+20 1.36E+21 1.53E+21 2.80E+21 2.04E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.722  2.14E+24 2.14E+23 5.55E+24 1.71E+21 3.43E+21 5.14E+21 1.12E+22 1.18E+22 1.49E+22 1.41E+22 1.39E+22 1.27E+22 1.19E+22 1.21E+22 9.62E+21 1.03E+22 9.07E+21 7.92E+21 5.97E+21 5.79E+21 4.63E+21 4.32E+21 3.57E+21 2.91E+21 2.74E+21 2.65E+21 2.68E+21 2.56E+21 2.98E+21 4.08E+21 4.59E+21 8.39E+21 6.12E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.825  6.41E+24 6.39E+23 1.66E+25 5.11E+21 1.02E+22 1.53E+22 3.36E+22 3.51E+22 4.46E+22 4.22E+22 4.14E+22 3.80E+22 3.55E+22 3.61E+22 2.87E+22 3.07E+22 2.71E+22 2.37E+22 1.79E+22 1.73E+22 1.38E+22 1.29E+22 1.07E+22 8.70E+21 8.21E+21 7.94E+21 8.03E+21 7.66E+21 8.93E+21 1.22E+22 1.38E+22 2.52E+22 1.84E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.924  1.92E+25 1.91E+24 4.97E+25 1.52E+22 3.05E+22 4.57E+22 1.00E+23 1.05E+23 1.33E+23 1.26E+23 1.24E+23 1.13E+23 1.06E+23 1.08E+23 8.59E+22 9.19E+22 8.11E+22 7.08E+22 5.34E+22 5.18E+22 4.14E+22 3.87E+22 3.20E+22 2.61E+22 2.46E+22 2.38E+22 2.41E+22 2.30E+22 2.68E+22 3.67E+22 4.13E+22 7.55E+22 5.51E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.020  5.73E+25 5.71E+24 1.49E+26 4.54E+22 9.09E+22 1.36E+23 2.99E+23 3.12E+23 3.98E+23 3.76E+23 3.69E+23 3.39E+23 3.17E+23 3.22E+23 2.57E+23 2.75E+23 2.42E+23 2.12E+23 1.60E+23 1.55E+23 1.24E+23 1.16E+23 9.60E+22 7.81E+22 7.37E+22 7.13E+22 7.21E+22 6.89E+22 8.03E+22 1.10E+23 1.24E+23 2.26E+23 1.65E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.113  1.71E+26 1.71E+25 4.45E+26 1.35E+23 2.71E+23 4.06E+23 8.92E+23 9.33E+23 1.19E+24 1.12E+24 1.10E+24 1.01E+24 9.46E+23 9.63E+23 7.66E+23 8.21E+23 7.25E+23 6.33E+23 4.78E+23 4.64E+23 3.71E+23 3.47E+23 2.87E+23 2.34E+23 2.21E+23 2.14E+23 2.16E+23 2.06E+23 2.41E+23 3.30E+23 3.72E+23 6.79E+23 4.96E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.203  5.12E+26 5.10E+25 1.33E+27 4.04E+23 8.07E+23 1.21E+24 2.66E+24 2.78E+24 3.54E+24 3.35E+24 3.29E+24 3.02E+24 2.82E+24 2.88E+24 2.29E+24 2.45E+24 2.17E+24 1.89E+24 1.43E+24 1.39E+24 1.11E+24 1.04E+24 8.60E+23 7.00E+23 6.61E+23 6.40E+23 6.48E+23 6.19E+23 7.22E+23 9.90E+23 1.11E+24 2.04E+24 1.49E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.291  1.53E+27 1.53E+26 3.98E+27 1.20E+24 2.41E+24 3.61E+24 7.95E+24 8.31E+24 1.06E+25 1.00E+25 9.83E+24 9.02E+24 8.43E+24 8.59E+24 6.84E+24 7.33E+24 6.48E+24 5.66E+24 4.27E+24 4.15E+24 3.32E+24 3.11E+24 2.58E+24 2.10E+24 1.98E+24 1.92E+24 1.94E+24 1.86E+24 2.17E+24 2.97E+24 3.34E+24 6.11E+24 4.46E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.376  4.57E+27 4.56E+26 1.19E+28 3.59E+24 7.18E+24 1.08E+25 2.37E+25 2.48E+25 3.16E+25 2.99E+25 2.93E+25 2.69E+25 2.52E+25 2.57E+25 2.04E+25 2.19E+25 1.94E+25 1.69E+25 1.28E+25 1.24E+25 9.94E+24 9.31E+24 7.71E+24 6.28E+24 5.94E+24 5.75E+24 5.82E+24 5.56E+24 6.49E+24 8.90E+24 1.00E+25 1.83E+25 1.34E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 78 A=193: Negative-parity Spin-dependent Level Density [MeV-1] for PT193  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.119  1.00E+00 3.86E+00 2.09E+01 1.67E+00 4.38E-01 4.38E-01 4.38E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.169  2.00E+00 6.40E+00 4.91E+01 0.00E+00 1.67E+00 2.10E+00 8.76E-01 4.38E-01 4.38E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.207  5.00E+00 1.67E+01 1.16E+02 1.71E+00 4.21E+00 5.09E+00 1.75E+00 1.31E+00 8.76E-01 8.76E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.239  1.00E+01 1.90E+01 1.59E+02 1.71E+00 2.54E+00 4.65E+00 2.63E+00 2.63E+00 1.75E+00 1.31E+00 8.76E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.267  1.50E+01 2.65E+01 2.32E+02 3.77E+00 3.42E+00 4.09E+00 4.30E+00 2.63E+00 2.19E+00 2.63E+00 1.75E+00 8.76E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.292  2.40E+01 4.70E+01 3.75E+02 1.09E+01 6.29E+00 6.86E+00 5.96E+00 4.73E+00 3.51E+00 2.19E+00 2.63E+00 2.19E+00 8.76E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.316  4.80E+01 1.44E+02 1.05E+03 2.40E+01 2.57E+01 2.88E+01 2.48E+01 1.86E+01 8.76E+00 3.51E+00 3.51E+00 1.75E+00 2.63E+00 1.31E+00 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.338  9.80E+01 2.55E+02 1.96E+03 2.92E+01 4.54E+01 5.67E+01 4.38E+01 3.17E+01 2.18E+01 1.23E+01 4.38E+00 3.51E+00 2.19E+00 2.63E+00 8.76E-01 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.358  1.97E+02 5.31E+02 4.63E+03 3.25E+01 7.74E+01 1.01E+02 9.49E+01 7.71E+01 6.59E+01 3.93E+01 2.10E+01 1.01E+01 3.94E+00 2.63E+00 2.63E+00 1.31E+00 4.38E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.377  3.67E+02 8.33E+02 7.58E+03 6.02E+01 1.06E+02 1.35E+02 1.40E+02 1.24E+02 1.05E+02 7.88E+01 4.19E+01 2.37E+01 8.76E+00 3.94E+00 1.75E+00 2.63E+00 8.76E-01 4.38E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
