                    *********************************************************************************
                    *  Z= 68 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for ER163  *
  16.00  1.039  2.89E+12 2.65E+12 4.44E+13 5.37E+10 1.07E+11 1.58E+11 2.02E+11 2.26E+11 2.40E+11 2.49E+11 2.37E+11 2.17E+11 1.98E+11 1.68E+11 1.41E+11 1.13E+11 9.15E+10 7.10E+10 5.26E+10 3.83E+10 2.78E+10 1.95E+10 1.32E+10 8.75E+09 5.72E+09 3.55E+09 2.21E+09 1.39E+09 8.59E+08 5.02E+08 3.00E+08 1.72E+08 8.45E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.071  7.58E+12 6.74E+12 1.15E+14 1.30E+11 2.57E+11 3.81E+11 5.01E+11 5.64E+11 6.06E+11 6.30E+11 5.98E+11 5.51E+11 5.06E+11 4.27E+11 3.69E+11 2.96E+11 2.42E+11 1.91E+11 1.43E+11 1.05E+11 7.66E+10 5.48E+10 3.77E+10 2.56E+10 1.69E+10 1.09E+10 6.82E+09 4.42E+09 2.81E+09 1.69E+09 1.04E+09 6.08E+08 3.07E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.102  1.95E+13 1.72E+13 2.99E+14 3.13E+11 6.22E+11 9.22E+11 1.25E+12 1.41E+12 1.53E+12 1.60E+12 1.51E+12 1.40E+12 1.29E+12 1.08E+12 9.61E+11 7.72E+11 6.38E+11 5.11E+11 3.91E+11 2.89E+11 2.11E+11 1.54E+11 1.08E+11 7.48E+10 4.99E+10 3.32E+10 2.10E+10 1.40E+10 9.22E+09 5.67E+09 3.58E+09 2.15E+09 1.11E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.132  5.00E+13 4.38E+13 7.77E+14 7.57E+11 1.50E+12 2.23E+12 3.10E+12 3.54E+12 3.85E+12 4.05E+12 3.79E+12 3.55E+12 3.31E+12 2.75E+12 2.51E+12 2.02E+12 1.68E+12 1.37E+12 1.06E+12 7.92E+11 5.83E+11 4.33E+11 3.09E+11 2.19E+11 1.47E+11 1.02E+11 6.49E+10 4.43E+10 3.02E+10 1.91E+10 1.23E+10 7.58E+09 4.03E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.162  1.28E+14 1.12E+14 2.02E+15 1.83E+12 3.63E+12 5.39E+12 7.69E+12 8.85E+12 9.72E+12 1.03E+13 9.55E+12 9.02E+12 8.48E+12 7.00E+12 6.53E+12 5.27E+12 4.44E+12 3.67E+12 2.90E+12 2.17E+12 1.61E+12 1.22E+12 8.86E+11 6.39E+11 4.35E+11 3.11E+11 2.00E+11 1.40E+11 9.90E+10 6.41E+10 4.26E+10 2.68E+10 1.46E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.232  1.74E+15 1.18E+15 2.25E+16 1.66E+13 3.30E+13 4.90E+13 7.48E+13 8.77E+13 9.83E+13 1.05E+14 9.61E+13 9.25E+13 8.89E+13 7.20E+13 7.17E+13 5.81E+13 5.03E+13 4.32E+13 3.55E+13 2.71E+13 2.03E+13 1.61E+13 1.23E+13 9.35E+12 6.53E+12 5.08E+12 3.35E+12 2.50E+12 1.92E+12 1.33E+12 9.44E+11 6.28E+11 3.67E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.299  1.90E+16 1.26E+16 2.54E+17 1.50E+14 2.99E+14 4.46E+14 7.28E+14 8.69E+14 9.93E+14 1.07E+15 9.68E+14 9.50E+14 9.31E+14 7.40E+14 7.87E+14 6.40E+14 5.69E+14 5.09E+14 4.35E+14 3.38E+14 2.57E+14 2.14E+14 1.71E+14 1.37E+14 9.79E+13 8.31E+13 5.60E+13 4.47E+13 3.74E+13 2.75E+13 2.09E+13 1.47E+13 9.19E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.423  3.85E+18 1.52E+18 3.57E+19 1.24E+16 2.47E+16 3.69E+16 6.90E+16 8.54E+16 1.01E+17 1.12E+17 9.81E+16 1.00E+17 1.02E+17 7.83E+16 9.48E+16 7.78E+16 7.29E+16 7.05E+16 6.54E+16 5.25E+16 4.09E+16 3.75E+16 3.29E+16 2.92E+16 2.20E+16 2.22E+16 1.57E+16 1.42E+16 1.41E+16 1.18E+16 1.03E+16 8.08E+15 5.77E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.643  9.76E+21 1.95E+21 1.56E+22 8.36E+19 1.68E+20 2.53E+20 6.19E+20 8.24E+20 3.02E+17 3.35E+17 2.92E+17 2.98E+17 3.05E+17 2.33E+17 2.83E+17 2.32E+17 2.17E+17 2.11E+17 1.95E+17 1.57E+17 1.22E+17 1.12E+17 9.84E+16 8.74E+16 6.58E+16 6.65E+16 4.69E+16 4.26E+16 4.23E+16 3.54E+16 3.07E+16 2.42E+16 1.73E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.837  3.90E+22 3.90E+21 3.14E+22 1.67E+20 3.35E+20 5.05E+20 1.24E+21 1.65E+21 9.01E+17 9.98E+17 8.71E+17 8.89E+17 9.10E+17 6.96E+17 8.44E+17 6.93E+17 6.49E+17 6.29E+17 5.83E+17 4.69E+17 3.65E+17 3.35E+17 2.94E+17 2.61E+17 1.97E+17 1.99E+17 1.40E+17 1.28E+17 1.27E+17 1.06E+17 9.21E+16 7.25E+16 5.18E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.012  9.77E+22 7.82E+21 6.31E+22 3.34E+20 6.71E+20 1.01E+21 2.47E+21 3.30E+21 2.68E+18 2.97E+18 2.60E+18 2.65E+18 2.71E+18 2.07E+18 2.52E+18 2.07E+18 1.94E+18 1.88E+18 1.74E+18 1.40E+18 1.09E+18 1.00E+18 8.79E+17 7.82E+17 5.89E+17 5.95E+17 4.20E+17 3.82E+17 3.80E+17 3.18E+17 2.76E+17 2.17E+17 1.55E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.173  2.15E+23 1.57E+22 1.27E+23 6.69E+20 1.34E+21 2.02E+21 4.95E+21 6.59E+21 8.00E+18 8.86E+18 7.74E+18 7.90E+18 8.09E+18 6.18E+18 7.51E+18 6.17E+18 5.78E+18 5.60E+18 5.20E+18 4.18E+18 3.26E+18 2.99E+18 2.63E+18 2.34E+18 1.76E+18 1.78E+18 1.26E+18 1.14E+18 1.14E+18 9.52E+17 8.27E+17 6.51E+17 4.65E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.324  4.51E+23 3.14E+22 2.57E+23 1.34E+21 2.68E+21 4.04E+21 9.90E+21 1.32E+22 2.38E+19 2.64E+19 2.31E+19 2.35E+19 2.41E+19 1.84E+19 2.24E+19 1.84E+19 1.72E+19 1.67E+19 1.55E+19 1.25E+19 9.74E+18 8.93E+18 7.86E+18 6.99E+18 5.27E+18 5.33E+18 3.76E+18 3.42E+18 3.40E+18 2.85E+18 2.48E+18 1.95E+18 1.39E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.464  9.24E+23 6.32E+22 5.21E+23 2.67E+21 5.36E+21 8.08E+21 1.98E+22 2.64E+22 7.11E+19 7.88E+19 6.87E+19 7.02E+19 7.19E+19 5.49E+19 6.69E+19 5.49E+19 5.15E+19 4.99E+19 4.64E+19 3.73E+19 2.91E+19 2.67E+19 2.35E+19 2.09E+19 1.58E+19 1.60E+19 1.13E+19 1.02E+19 1.02E+19 8.55E+18 7.42E+18 5.85E+18 4.18E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.598  1.88E+24 1.27E+23 1.07E+24 5.35E+21 1.07E+22 1.62E+22 3.96E+22 5.27E+22 2.12E+20 2.35E+20 2.05E+20 2.09E+20 2.14E+20 1.64E+20 2.00E+20 1.64E+20 1.54E+20 1.49E+20 1.39E+20 1.11E+20 8.69E+19 7.98E+19 7.03E+19 6.25E+19 4.71E+19 4.77E+19 3.37E+19 3.07E+19 3.05E+19 2.56E+19 2.22E+19 1.75E+19 1.25E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.725  3.80E+24 2.57E+23 2.20E+24 1.07E+22 2.14E+22 3.23E+22 7.92E+22 1.05E+23 6.31E+20 7.00E+20 6.10E+20 6.24E+20 6.39E+20 4.88E+20 5.95E+20 4.89E+20 4.58E+20 4.45E+20 4.14E+20 3.33E+20 2.60E+20 2.38E+20 2.10E+20 1.87E+20 1.41E+20 1.43E+20 1.01E+20 9.18E+19 9.14E+19 7.67E+19 6.66E+19 5.25E+19 3.75E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.846  7.70E+24 5.22E+23 4.62E+24 2.14E+22 4.29E+22 6.46E+22 1.58E+23 2.11E+23 1.88E+21 2.09E+21 1.82E+21 1.86E+21 1.91E+21 1.46E+21 1.78E+21 1.46E+21 1.37E+21 1.33E+21 1.24E+21 9.94E+20 7.76E+20 7.13E+20 6.28E+20 5.59E+20 4.22E+20 4.28E+20 3.02E+20 2.75E+20 2.74E+20 2.30E+20 2.00E+20 1.57E+20 1.13E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.962  1.57E+25 1.07E+24 9.87E+24 4.28E+22 8.58E+22 1.29E+23 3.17E+23 4.22E+23 5.61E+21 6.22E+21 5.42E+21 5.54E+21 5.68E+21 4.34E+21 5.30E+21 4.35E+21 4.08E+21 3.97E+21 3.69E+21 2.97E+21 2.32E+21 2.13E+21 1.88E+21 1.67E+21 1.26E+21 1.28E+21 9.03E+20 8.23E+20 8.20E+20 6.88E+20 5.98E+20 4.71E+20 3.37E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.074  3.20E+25 2.21E+24 2.16E+25 8.55E+22 1.72E+23 2.59E+23 6.33E+23 8.43E+23 1.67E+22 1.85E+22 1.62E+22 1.65E+22 1.70E+22 1.29E+22 1.58E+22 1.30E+22 1.22E+22 1.18E+22 1.10E+22 8.87E+21 6.92E+21 6.37E+21 5.61E+21 5.00E+21 3.77E+21 3.83E+21 2.70E+21 2.46E+21 2.46E+21 2.06E+21 1.79E+21 1.41E+21 1.01E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.182  6.62E+25 4.63E+24 4.89E+25 1.71E+23 3.43E+23 5.17E+23 1.27E+24 1.69E+24 4.98E+22 5.53E+22 4.82E+22 4.93E+22 5.05E+22 3.86E+22 4.72E+22 3.87E+22 3.64E+22 3.54E+22 3.29E+22 2.65E+22 2.07E+22 1.90E+22 1.68E+22 1.50E+22 1.13E+22 1.15E+22 8.09E+21 7.37E+21 7.35E+21 6.17E+21 5.37E+21 4.23E+21 3.03E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.286  1.39E+26 9.89E+24 1.15E+26 3.42E+23 6.86E+23 1.03E+24 2.53E+24 3.37E+24 1.48E+23 1.65E+23 1.44E+23 1.47E+23 1.51E+23 1.15E+23 1.41E+23 1.16E+23 1.09E+23 1.06E+23 9.84E+22 7.92E+22 6.18E+22 5.69E+22 5.02E+22 4.47E+22 3.38E+22 3.43E+22 2.42E+22 2.21E+22 2.20E+22 1.85E+22 1.61E+22 1.27E+22 9.07E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.387  2.97E+26 2.17E+25 2.79E+26 6.84E+23 1.37E+24 2.07E+24 5.06E+24 6.75E+24 4.43E+23 4.91E+23 4.28E+23 4.38E+23 4.49E+23 3.43E+23 4.20E+23 3.45E+23 3.24E+23 3.15E+23 2.94E+23 2.36E+23 1.85E+23 1.70E+23 1.50E+23 1.34E+23 1.01E+23 1.03E+23 7.24E+22 6.61E+22 6.60E+22 5.54E+22 4.82E+22 3.80E+22 2.72E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.485  6.50E+26 4.90E+25 7.09E+26 1.37E+24 2.74E+24 4.13E+24 1.01E+25 1.35E+25 1.32E+24 1.46E+24 1.27E+24 1.30E+24 1.34E+24 1.02E+24 1.25E+24 1.03E+24 9.67E+23 9.41E+23 8.78E+23 7.06E+23 5.51E+23 5.08E+23 4.48E+23 4.00E+23 3.02E+23 3.07E+23 2.17E+23 1.98E+23 1.98E+23 1.66E+23 1.44E+23 1.14E+23 8.15E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.581  1.47E+27 1.15E+26 1.86E+27 2.74E+24 5.49E+24 8.27E+24 2.03E+25 2.70E+25 3.93E+24 4.36E+24 3.80E+24 3.89E+24 4.00E+24 3.04E+24 3.74E+24 3.07E+24 2.88E+24 2.81E+24 2.62E+24 2.11E+24 1.65E+24 1.52E+24 1.34E+24 1.20E+24 9.04E+23 9.19E+23 6.49E+23 5.92E+23 5.92E+23 4.97E+23 4.32E+23 3.41E+23 2.44E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.674  3.44E+27 2.80E+26 5.07E+27 5.47E+24 1.10E+25 1.65E+25 4.05E+25 5.40E+25 1.17E+25 1.30E+25 1.13E+25 1.16E+25 1.19E+25 9.08E+24 1.11E+25 9.16E+24 8.61E+24 8.39E+24 7.83E+24 6.30E+24 4.92E+24 4.54E+24 4.01E+24 3.58E+24 2.70E+24 2.75E+24 1.94E+24 1.77E+24 1.77E+24 1.49E+24 1.30E+24 1.02E+24 7.32E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 68 A=163: Negative-parity Spin-dependent Level Density [MeV-1] for ER163  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.130  3.00E+00 2.34E+01 1.98E+02 1.67E+00 3.19E+00 4.71E+00 3.04E+00 3.05E+00 4.71E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.184  1.00E+01 3.09E+01 3.25E+02 1.67E+00 3.19E+00 3.04E+00 3.04E+00 4.57E+00 4.71E+00 4.57E+00 4.57E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.225  1.90E+01 4.32E+01 4.83E+02 5.00E+00 4.57E+00 4.57E+00 3.06E+00 3.19E+00 3.04E+00 4.57E+00 6.09E+00 4.57E+00 4.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.260  3.20E+01 5.72E+01 6.75E+02 3.35E+00 4.71E+00 6.26E+00 7.77E+00 7.75E+00 4.57E+00 3.04E+00 4.57E+00 6.09E+00 4.57E+00 4.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.290  5.30E+01 1.13E+02 1.32E+03 1.69E+00 7.91E+00 1.58E+01 2.01E+01 1.54E+01 1.22E+01 9.14E+00 9.28E+00 4.57E+00 4.57E+00 6.09E+00 4.57E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.318  8.80E+01 1.63E+02 1.89E+03 4.86E+00 1.08E+01 2.37E+01 2.31E+01 2.14E+01 2.31E+01 1.67E+01 1.23E+01 9.13E+00 4.57E+00 4.57E+00 4.57E+00 4.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.344  1.49E+02 3.25E+02 3.67E+03 1.43E+01 2.99E+01 4.37E+01 4.62E+01 4.27E+01 3.69E+01 3.24E+01 2.43E+01 1.83E+01 1.22E+01 9.13E+00 3.04E+00 6.09E+00 4.57E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.367  2.53E+02 5.04E+02 5.67E+03 2.51E+01 5.16E+01 6.61E+01 6.01E+01 5.96E+01 6.16E+01 5.99E+01 3.80E+01 2.74E+01 2.30E+01 1.22E+01 6.09E+00 3.04E+00 6.09E+00 4.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.390  4.42E+02 1.01E+03 1.14E+04 4.78E+01 9.43E+01 1.24E+02 1.33E+02 1.33E+02 1.32E+02 9.98E+01 7.92E+01 6.10E+01 4.17E+01 2.75E+01 1.37E+01 9.13E+00 3.04E+00 6.09E+00 4.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.411  7.65E+02 1.57E+03 1.80E+04 7.07E+01 1.40E+02 1.91E+02 2.08E+02 2.02E+02 1.87E+02 1.70E+02 1.31E+02 8.87E+01 7.54E+01 4.58E+01 2.89E+01 1.37E+01 9.28E+00 3.04E+00 4.57E+00 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
