#  Z   N   A Sym   L  J   P     Sn      D(RIPL-3)    Err        D(BNL)       Err       Gg(RIPL-3)    Err        Gg(BNL)       Err       S(RIPL-3)     Err        S(BNL)       Err
# []  []  []  []  []  []  []   [MeV]      [eV]       [eV]        [eV]        [eV]        [eV]        [eV]        [eV]        [eV]        [1E-4]      [1E-4]      [1E-4]      [1E-4]
  11  12  23  Na   0  1.5 +     6.959   1.000E+05   2.000E+04   1.220E+05   3.000E+04                                                   2.500E-01   1.500E-01   3.600E-01   2.500E-01
  12  12  24  Mg   0  0.0 +     7.330   4.800E+05   7.000E+04                                                                                                                        
  12  13  25  Mg   0  2.5 +    11.093   5.000E+04   1.000E+04                                                                                                   3.500E+00   1.400E+00
  12  14  26  Mg   0  0.0 +     6.443   2.100E+05   8.000E+04                                                                                                                        
  13  14  27  Al   0  2.5 +     7.725   5.500E+04   6.000E+03   5.300E+04   7.000E+03   1.600E+00   4.000E-01   1.610E+00   3.600E-01   2.300E+00   5.000E-01   2.800E+00   1.200E+00
  14  14  28  Si   0  0.0 +     8.473   3.320E+05   3.500E+04   3.320E+05   3.500E+04                                                   5.000E-01   2.400E-01   5.000E-01   2.400E-01
  14  15  29  Si   0  0.5 +    10.609   1.930E+05   2.200E+04                                                                                                                        
  14  16  30  Si   0  0.0 +     6.587   2.250E+05   3.000E+04                                                                                                                        
  15  16  31  P    0  0.5 +     7.935   5.000E+04   1.200E+04   5.490E+04   1.040E+04   2.000E+00   4.000E-01                           4.200E-01   2.000E-01                        
  16  16  32  S    0  0.0 +     8.641   1.900E+05   6.000E+04   1.790E+05   2.900E+04   2.000E+00   9.000E-01   2.150E+00   1.170E+00   7.500E-01   2.500E-01   3.300E-01   1.500E-01
  16  17  33  S    0  1.5 +    11.417   2.100E+04   1.000E+04                                                                                                                        
  16  18  34  S    0  0.0 +     6.985   1.100E+05   4.000E+04   1.110E+05   4.000E+04                                                                           8.200E-01   4.200E-01
  17  18  35  Cl   0  1.5 +     8.579   2.300E+04   6.000E+03   2.230E+04   2.500E+03   4.500E-01   6.000E-02   4.460E-01   3.200E-02   3.300E-01   1.500E-01   5.300E-01   1.600E-01
  17  20  37  Cl   0  1.5 +     6.107   1.500E+04   4.000E+03                                                                           6.000E-01   2.200E-01   7.000E-01   2.700E-01
  18  22  40  Ar   0  0.0 +     6.099   5.200E+04   4.700E+03   5.190E+04   2.300E+03                                                   1.900E+00   5.000E-01   4.200E-01   1.200E-01
  19  20  39  K    0  1.5 +     7.799   1.300E+04   3.000E+03   8.000E+03   8.000E+02   1.000E+00   5.000E-01   1.000E+00   5.400E-01   7.500E-01   2.600E-01   7.500E-01   3.300E-01
  19  21  40  K    0  4.0 -    10.096                           8.400E+02   9.000E+01                                                                                                
  19  22  41  K    0  1.5 +     7.533   1.000E+04   3.000E+03                           9.400E-01   1.800E-01   9.400E-01   1.800E-01   5.000E-01   2.000E-01                        
  20  20  40  Ca   0  0.0 +     8.363   4.500E+04   4.000E+03   4.500E+04   4.000E+03   1.500E+00   9.000E-01   1.500E+00   9.000E-01   2.700E+00   7.000E-01   2.700E+00   7.000E-01
  20  22  42  Ca   0  0.0 +     7.933   2.000E+04   5.000E+03   1.490E+04   1.200E+03   1.100E+00   2.000E-01   1.100E+00   2.000E-01   2.500E+00   5.000E-01   2.700E+00   3.000E-01
  20  23  43  Ca   0  3.5 -    11.131   1.800E+03   3.000E+02   1.500E+03   2.000E+02   7.500E-01   4.000E-02   7.500E-01   4.000E-02   3.600E+00   6.000E-01   3.300E+00   3.000E-01
  20  24  44  Ca   0  0.0 +     7.414   2.410E+04   3.200E+03   2.570E+04   2.800E+03   1.300E+00   4.000E-01   1.300E+00   4.000E-01   2.400E+00   5.000E-01   2.400E+00   5.000E-01
  20  28  48  Ca   0  0.0 +     5.146                                                                                                                           7.000E-02   5.000E-02
  21  24  45  Sc   0  3.5 -     8.761   1.300E+03   1.000E+02   1.030E+03   5.000E+01   8.400E-01   4.600E-01   8.700E-01   4.900E-01   4.400E+00   6.000E-01   4.200E+00   6.000E-01
  22  24  46  Ti   0  0.0 +     8.881   2.500E+04   4.000E+03   2.000E+04   3.000E+03   1.400E+00   4.000E-01   1.380E+00   0.000E+00   2.600E+00   6.000E-01   3.400E+00   1.200E+00
  22  25  47  Ti   0  2.5 -    11.626   1.750E+03   2.500E+02   1.640E+03   1.300E+02   1.200E+00   4.000E-01   1.190E+00   4.800E-01   2.800E+00   6.000E-01   3.550E+00   7.900E-01
  22  26  48  Ti   0  0.0 +     8.142   2.080E+04   2.500E+03   2.080E+04   2.500E+03   2.300E+00   1.400E-01   2.300E+00   1.400E+00   4.000E+00   1.300E+00   4.000E+00   1.300E+00
  22  27  49  Ti   0  3.5 -    10.939   4.000E+03   8.000E+02   4.520E+03   3.100E+02   8.100E-01   2.400E-01   7.400E-01   3.300E-01   3.000E+00   5.000E-01   4.300E+00   8.000E-01
