,ZA,Z,A,target,observable,value,uncertainty,unit,comment,qualifier
262,52128,52,128,Te128_e0,D1,570.0,64.0,eV,TE128,
263,52130,52,130,Te130_e0,D0,3390.0,540.0,eV,TE130,
264,52130,52,130,Te130_e0,D1,1130.0,180.0,eV,TE130,
265,53127,53,127,I127_e0,D0,12.5,1.0,eV,I127         D0=12.5-+0.3 d1=6.5+-0.1,
266,53129,53,129,I129_e0,D0,21.0,1.4,eV,I129,
267,54124,54,124,Xe124_e0,D0F,43.0,9.0,eV,XE124  OBTAINED BY FITTING REIFARTH MAX. VALUE,
268,54126,54,126,Xe126_e0,D0F,108.0,23.0,eV,XE126,
269,54128,54,128,Xe128_e0,D0,220.0,50.0,eV,XE128,
270,54128,54,128,Xe128_e0,D0F,130.0,20.0,eV,XE128,
271,54129,54,129,Xe129_e0,D0,28.5,2.5,eV,XE129 NEW          PTANAL  RIPPLE 38+-5,
272,54130,54,130,Xe130_e0,D0,174.0,28.0,eV,XE130,
273,54130,54,130,Xe130_e0,D0F,215.0,15.0,eV,XE130,
274,54131,54,131,Xe131_e0,D0,44.7,5.0,eV,XE131    42.8-+5.0  bNl-kaeri,
275,54132,54,132,Xe132_e0,D0F,760.0,50.0,eV,XE132  ONE RES ASSIGNED AS L HENCE D0=630*6/5=756,
276,54134,54,134,Xe134_e0,D0F,2470.0,250.0,eV,XE134   note  337 ev resonance not required to fit ng because of urr contribution!!,
277,54136,54,136,Xe136_e0,D0,32700.000000000007,2500.0000000000005,eV,XE136,
278,54136,54,136,Xe136_e0,D1,10900.000000000002,830.0,eV,XE136               fogelberg-harvey s1=0.87-+0.24,
279,55133,55,133,Cs133_e0,D0,20.0,0.9,eV,CS133,
280,55134,55,134,Cs134_e0,D0,14.0,3.0,eV,CS134,
281,55135,55,135,Cs135_e0,D0,41.0,4.0,eV,CS135,
282,56130,56,130,Ba130_e0,D0,33.0,4.0,eV,BA130,
283,56132,56,132,Ba132_e0,D,110.0,17.0,eV,BA132,
284,56132,56,132,Ba132_e0,D0,84.0,8.0,eV,BA132,
285,56133,56,133,Ba133_e0,D0,45.0,4.0,eV,BA133,
286,56134,56,134,Ba134_e0,D0,312.0,30.0,eV,BA134,
287,56134,56,134,Ba134_e0,D1,120.0,9.0,eV,BA134,
288,56135,56,135,Ba135_e0,D0,37.0,3.0,eV,BA135,
289,56136,56,136,Ba136_e0,D0,1500.0,220.0,eV,BA136,
290,56136,56,136,Ba136_e0,D0F,1450.0,150.0,eV,BA136,
291,56136,56,136,Ba136_e0,D1,442.0,29.0,eV,BA136,
292,56137,56,137,Ba137_e0,D0,260.0,40.0,eV,BA137,
293,56137,56,137,Ba137_e0,D0F,300.0,30.0,eV,BA137,
294,56138,56,138,Ba138_e0,D0,11900.0,2900.0,eV,BA138,
295,56138,56,138,Ba138_e0,D0F,12000.0,2000.0,eV,BA138,
296,57138,57,138,La138_e0,D0,30.7,5.0,eV,LA138,
297,57139,57,139,La139_e0,D0,210.0,10.0,eV,LA139    S0=0.82+-0.05 TERLIZZI,
298,57139,57,139,La139_e0,D1,161.0,20.0,eV,LA139,
299,58136,58,136,Ce136_e0,D0,82.0,15.0,eV,CE136    note isomeric ratio for thermal = isomeric ratio for 30 kev,
300,58138,58,138,Ce138_e0,D0F,195.0,20.0,eV,CE138,
301,58140,58,140,Ce140_e0,D0,3100.0000000000005,340.00000000000006,eV,CE140,
302,58140,58,140,Ce140_e0,D1,1550.0000000000002,110.00000000000001,eV,CE140   INTERNEW VALUE D0=3100,
303,58141,58,141,Ce141_e0,D0,46.0,15.0,eV,CE141,
304,58142,58,142,Ce142_e0,D0,1420.0,150.0,eV,CE142,
305,59141,59,141,Pr141_e0,D0,110.0,6.0,eV,PR141,
306,59143,59,143,Pr143_e0,D0,82.5,9.0,eV,PR143,
307,60142,60,142,Nd142_e0,D0,1035.0,140.0,eV,ND142,
308,60142,60,142,Nd142_e0,D1,390.0,33.0,eV,ND142,
309,60143,60,143,Nd143_e0,D0,37.6,2.1,eV,ND143,
310,60143,60,143,Nd143_e0,D1,21.2,4.1,eV,ND143,
311,60144,60,144,Nd144_e0,D0,450.0,50.0,eV,ND144  SAS,
312,60144,60,144,Nd144_e0,D1,202.0,14.0,eV,ND144    SAS,
313,60145,60,145,Nd145_e0,D0,17.8,0.7,eV,ND145,
314,60146,60,146,Nd146_e0,D0,346.0,50.0,eV,ND146   NEW,
315,60146,60,146,Nd146_e0,D1,121.0,15.0,eV,ND146   NEW,
316,60147,60,147,Nd147_e0,D0,4.4,1.1,eV,ND147  ptanal gives  4.4+-1.5 gilbert cameron eq from nd145 gives 3.6 ev consistent wit 4.4,
317,60148,60,148,Nd148_e0,D0,174.0,14.0,eV,ND148                         =4.2-+0.5 hence b=5.8-+0.4,
318,60150,60,150,Nd150_e0,D0,169.0,11.0,eV,ND150   75 STEINNES IG=17.6-+4.0 FOR NG=1.3B,
319,61147,61,147,Pm147_e0,D0,6.18,0.64,eV,PM147,
320,62144,62,144,Sm144_e0,D0,770.0,45.0,eV,SM144             macklin reports 670-+60,
321,62144,62,144,Sm144_e0,D1,265.0,22.0,eV,SM144      PSY.OUT TO 13.017 KEV,
322,62147,62,147,Sm147_e0,D0,6.05,0.2,eV,SM147   s0=5.1-+0.8 vertebny80,
323,62148,62,148,Sm148_e0,D0,85.0,12.0,eV,SM148     THEN NG=2.21 B,
324,62149,62,149,Sm149_e0,D0,2.2,0.2,eV,SM149,
325,62150,62,150,Sm150_e0,D0,55.0,9.0,eV,SM150 S1  = 0.08-+0.02,
326,62151,62,151,Sm151_e0,D0,1.27,0.09,eV,"SM151  REIFATH MARCH7,05  POINTED OUT THISPRL   D0=1.48-+0.04",
327,62152,62,152,Sm152_e0,D0,45.9,2.8,eV,SM152  91BOK SI=0.9-+0.3 S2=2.2-+0.5 GD0=21-+8 NG3=445-+25,
328,62154,62,154,Sm154_e0,D0,131.0,14.0,eV,SM154,
329,63151,63,151,Eu151_e0,D0,0.73,0.07,eV,EU151 FROM RP  3.7-+0.3  HUGHES S0=2.7-+0.5,
330,63152,63,152,Eu152_e0,D0,0.42,0.12,eV,EU152 NEW,
331,63153,63,153,Eu153_e0,D0,1.14,0.08,eV,EU153   HUHES S0=2.7-+0.5,
332,63154,63,154,Eu154_e0,D0,0.89,0.07,eV,EU154,
333,64152,64,152,Gd152_e0,D0,13.5,1.3,eV,GD152  SAS VALUE  17.0-+1.2 PTANAL VALUE  cutoff 1522ev,
334,64153,64,153,Gd153_e0,D0,1.08,0.21,eV,GD153,
335,64154,64,154,Gd154_e0,D0,12.95,0.75,eV,GD154,
336,64155,64,155,Gd155_e0,D0,1.5,0.07,eV,GD155,
337,64156,64,156,Gd156_e0,D0,30.5,1.7,eV,GD156,
338,64157,64,157,Gd157_e0,D0,4.65,0.3,eV,GD157,
339,64158,64,158,Gd158_e0,D0,87.0,3.0,eV,GD158,
340,64160,64,160,Gd160_e0,D0,189.0,19.0,eV,GD160,
341,65159,65,159,Tb159_e0,D0,3.78,0.16,eV,TB159,
342,65159,65,159,Tb159_e0,D0F,3.58,0.16,eV,TB159,
343,65160,65,160,Tb160_e0,D0,1.3,0.89,eV,TB160,
344,66156,66,156,Dy156_e0,D0,2.7,0.4,eV,DY156,
345,66160,66,160,Dy160_e0,D0,27.3,1.7,eV,DY160  very  good   value,
346,66161,66,161,Dy161_e0,D0,2.14,0.15,eV,DY161   CHRIEN+MUGABGAB 69   1.85-+0.15,
347,66162,66,162,Dy162_e0,D0,62.9,3.6,eV,DY162 Do for  ptanal below 4.845,
348,66163,66,163,Dy163_e0,D0,6.99,0.37,eV,DY163   CHRIEN+MUGABGAB69 S0=1.7-+0.2,
349,66164,66,164,Dy164_e0,D0,144.1,9.6,eV,DY164   PTANAL VALUE,
350,67165,67,165,Ho165_e0,D0,4.35,0.15,eV,HO165  PTANALSAS VALUE   PTANAL.FOR VALUE  4.36_+0.15,
351,67166,67,166,Ho166_e0,D0,2.32,0.0,eV,HO166  KATOH  NG=31=-0.82KB    IG=6.6+-1.8 KB,
352,68162,68,162,Er162_e0,D0,8.1,1.1,eV,"ER162 PT ANAL <160 EV do=9.35+-1.15    for en<90 8.0, atlas 1=6.9+-1.2",
353,68164,68,164,Er164_e0,D0,17.4,3.0,eV,ER164,
354,68166,68,166,Er166_e0,D0,36.2,1.8,eV,"ER166  TROFIMOVA R=8.1-+0.2,SO=1.6-+0.4 GG=0.087 REF?",
355,68167,68,167,Er167_e0,D0,3.8,0.21,eV,ER167PTANAL.SAS RESULT BELOW 399.6 GIVES D0=4.00-+0.20 S0=2.24,
356,68167,68,167,Er167_e0,D0+,10.8,1.4,eV,ER167,
357,68167,68,167,Er167_e0,D0-,6.8,1.2,eV,ER167    HUHES58 S0=1.6-+0.4,
358,68168,68,168,Er168_e0,D0,94.6,6.6,eV,ER168 updated,
359,68170,68,170,Er170_e0,D0,158.0,10.0,eV,ER170 liou 155  kharzavina 135+-24 trofimova 135                                                |,
360,69169,69,169,Tm169_e0,D0,7.28,0.43,eV,TM169  HUGHES58 S0=1.6-+0.3,
361,69170,69,170,Tm170_e0,D0,5.1,0.5,eV,TM170,
362,69171,69,171,Tm171_e0,D0,14.5,0.5,eV,TM171,
363,70168,70,168,Yb168_e0,D0,12.0,1.9,eV,YB168  FROM PSY0UT D0=13.2 UP TO 66 EV   13.8  FROM YB170 AND DENSITY EQ.=22.0/1.59,
364,70169,70,169,Yb169_e0,D0,1.48,0.28,eV,YB169,
365,70170,70,170,Yb170_e0,D0,23.5,5.1,eV,YB170  NG3=989-+50 BOKOVKO  gg=(56.5+11.3)*(34.9-+5.6)=197 meV,
366,70171,70,171,Yb171_e0,D0,6.08,0.41,eV,"YB171  SO,DO FROM RP .DO BELOW 760EV",
367,70172,70,172,Yb172_e0,D0,75.7,4.2,eV,YB172,
368,70173,70,173,Yb173_e0,D0,8.06,0.36,eV,YB173FROM RP S0=1.71-+0.21  FROM CS 1.8-+0.2 HUGHS58 1.2-+0.4,
369,70174,70,174,Yb174_e0,D0,170.0,12.0,eV,YB174,
370,70176,70,176,Yb176_e0,D0,222.0,18.0,eV,YB176,
371,71173,71,173,Lu173_e0,D0,1.16,0.29,eV,LU173  ROIG REPORTS 1.83+-0.33 OVER LARGER ENERGY INTERVAL,
372,71175,71,175,Lu175_e0,D0,3.45,0.15,eV,LU175         liou Do=3.45-+0.15   so=1.83-+0.12  gg=70-+10,
373,71176,71,176,Lu176_e0,D0,1.61,0.16,eV,LU176,
374,72174,72,174,Hf174_e0,D0,12.8,1.6,eV,HF174 ptanal=12.8+-2.4 BELOW 153 EV   FROM HF176 WITH GIBERT-CAMERON: 12.8+-1.6 !!!!,
375,72176,72,176,Hf176_e0,D0,24.0,3.0,eV,HF176,
376,72177,72,177,Hf177_e0,D0,2.32,0.17,eV,"HF177BOK S1=0.9-+0.3,S2=2.5-+0.8 GD0=147-+44",
377,72177,72,177,Hf177_e0,D0+,4.4,0.6,eV,HF177    NG3=1663-+83,
378,72177,72,177,Hf177_e0,D0-,5.3,0.6,eV,HF177,
379,72178,72,178,Hf178_e0,D0,53.0,3.6,eV,"HF178  NEW PRIOR 44  urr demands d0=67 toobtain gg0x=53 in LSF july21,2007",
380,72178,72,178,Hf178_m2,D0,0.94,0.6,eV,HF1782,
381,72179,72,179,Hf179_e0,D0,4.09,0.31,eV,HF179,
382,72179,72,179,Hf179_e0,D0+,7.7,1.5,eV,"HF179 FOR 4.09,  G0=57.4+-0.7 G1=46.9+-2.9",
383,72179,72,179,Hf179_e0,D0-,8.7,2.2,eV,HF179,
384,72180,72,180,Hf180_e0,D0,114.0,10.0,eV,HF180 PRIOR 94+-11 BASED ON BEER+MACKLIN DG0,
385,73180,73,180,Ta180_e0,D0,1.02,0.08,eV,TA180,
386,73181,73,181,Ta181_e0,D0,4.17,0.04,eV,TA181,
387,73182,73,182,Ta182_e0,D0,3.56,0.28,eV,TA182,
388,74180,74,180,W180_e0,D0,27.0,4.0,eV,W180  FROM NG OF BOKHOVKO,
389,74181,74,181,W181_e0,D0,2.0,0.0,eV,W181,
390,74182,74,182,W182_e0,D0,63.4,2.7,eV,W182,
391,74183,74,183,W183_e0,D0,13.7,1.0,eV,W183,
392,74184,74,184,W184_e0,D0,81.0,5.0,eV,W184,
393,74185,74,185,W185_e0,D0,9.3,1.6,eV,W185,
394,74186,74,186,W186_e0,D0,93.0,7.0,eV,W186,
395,75185,75,185,Re185_e0,D0,2.78,0.14,eV,RE185      ss=118-112=6.0-+2.8,
396,75186,75,186,Re186_m1,D0,2.26,0.23,eV,RE186  G=GREATER THAN,
397,75187,75,187,Re187_e0,D0,3.61,0.13,eV,RE187     SEE PTANAL.INP FOR CHOICES OF BOUND LEVEL,
398,76186,76,186,Os186_e0,D0,24.6,0.4,eV,OS186  24.2+0.4 READJUSTED WINTERS VALUE  R=VALUE OF W186 WITH 2*ERROR,
399,76187,76,187,Os187_e0,D0,4.56,0.2,eV,OS187PR/C ALS0D0=5.7 0.1 S9=3.51 0.29 GG0=61 1.7 FUJII09 THESIS=PR/C,
400,76188,76,188,Os188_e0,D0,40.0,1.8,eV,OS188 FUJII D0=39.0+-0.5 S0=2.69+-0.36   GG=52.0+-0.8,
401,76189,76,189,Os189_e0,D0,3.07,0.17,eV,OS189     D0=3.2-+0.2 BROWN+BERMAN 1981 DELTA3 STATISTICS,
402,76190,76,190,Os190_e0,D0,55.0,4.0,eV,OS190,
403,76192,76,192,Os192_e0,D0,81.0,8.0,eV,OS192  IG/NG(31HR)=2.25-+0.06     D0 FROM OS188 AND GILBERT CAMERON,
404,77191,77,191,Ir191_e0,D0,2.39,0.16,eV,IR191  DO FROM LSF NG AND ALL WAVES,
405,77192,77,192,Ir192_e0,D0,0.64,0.1,eV,IR192,
406,77193,77,193,Ir193_e0,D0,4.7,0.36,eV,IR193   PREVIOUSLY S0=2.0-+0.2  FROM WHERE?= HUGHES58 IR,
407,78192,78,192,Pt192_e0,D0,31.3,1.3,eV,PT192 KOEHLER04 D0=34.8-+5.8  GG= 61.8-+8.4,
408,78194,78,194,Pt194_e0,D0,71.8,2.9,eV,PT194  koehler2013           KOEHLER04  D0=72-+13 GG=82.0-+9.4    2.00-+9.23,
409,78195,78,195,Pt195_e0,D0,17.0,0.8,eV,PT195    previously do 18-+3 so=1.3-+0.3,
410,78196,78,196,Pt196_e0,D0F,220.0,12.0,eV,PT196  changed from 9.7 to fit b,
411,78198,78,198,Pt198_e0,D0,340.0,40.0,eV,PT198             NOT IN LINE WITH  75+-5 WHICH ALONG WITH D0=340 AGREES WITH NG3,
412,79197,79,197,Au197_e0,D0,15.69,0.68,eV,AU197      PTANAL VALUE,
413,80198,80,198,Hg198_e0,D0,250.0,35.0,eV,HG198    NEW  FROM RP  BEER 0.43-+0.20,
414,80199,80,199,Hg199_e0,D0,85.0,10.0,eV,HG199,
415,80200,80,200,Hg200_e0,D0F,1270.0,170.0,eV,HG200    FROM 7 RESONANCES D0=8939-1325/6=1269!!!!,
416,80200,80,200,Hg200_e0,D1,180.0,22.0,eV,HG200,
417,80201,80,201,Hg201_e0,D0,90.0,9.0,eV,HG201  SAS FROM HIGH GN0 VALUES,
418,80202,80,202,Hg202_e0,D0,3900.0,420.0,eV,HG202  FROM NG3-202/NG3-200=(74+-6)/(115+-12)=GD0-202/GD0-200,
419,80202,80,202,Hg202_e0,D1,1300.0,140.0,eV,HG202  D1 FROM 21 RESONANCES,
420,80204,80,204,Hg204_e0,D0,17000.0,2400.0,eV,HG204,
421,80204,80,204,Hg204_e0,D1,4120.0,620.0,eV,HG204,
422,81203,81,203,Tl203_e0,D0,550.0,35.0,eV,"TL203 below 22 kev, PTANAL D0=540+-60 D1=244+-23IN EXCELLENT AGREEMENT",
423,81203,81,203,Tl203_e0,D1,244.0,23.0,eV,"TL203    FOR D0 COMBINE D0,D1 ERRORS",
424,81204,81,204,Tl204_e0,D0,950.0,300.0,eV,TL204,
425,81205,81,205,Tl205_e0,D0,2560.0000000000005,180.0,eV,TL205,
426,81205,81,205,Tl205_e0,D1,1140.0,80.00000000000001,eV,TL205,
427,82204,82,204,Pb204_e0,D0,2172.0000000000005,96.00000000000001,eV,PB204   NEW,
428,82204,82,204,Pb204_e0,D1,690.0,55.00000000000001,eV,PB204   NEW,
429,82206,82,206,Pb206_e0,D0,37100.00000000001,5500.000000000001,eV,PB206  2007 borella 9.54-+0.02,
430,82206,82,206,Pb206_e0,D1,4780.000000000001,210.00000000000003,eV,PB206  ptanal up to 897 keV,
431,82206,82,206,Pb206_e0,D2,7400.000000000001,1100.0000000000002,eV,PB206,
432,82207,82,207,Pb207_e0,D0,10500.000000000002,1200.0,eV,PB207,
433,82207,82,207,Pb207_e0,D1,4650.000000000001,520.0000000000001,eV,PB207  R =9.57  SATISFIES B   D1 FROM PTANAL BELOW 330 KEV.,
434,82208,82,208,Pb208_e0,D0,105000.00000000001,15000.000000000002,eV,PB208,
435,82208,82,208,Pb208_e0,D1,35100.00000000001,4500.000000000001,eV,PB208,
436,83209,83,209,Bi209_e0,D0,2500.0000000000005,500.00000000000006,eV,BI209,
437,83209,83,209,Bi209_e0,D1,1110.0000000000002,90.0,eV,BI209    PTANAL ECUT 99 KEV,
438,88226,88,226,Ra226_e0,D0,27.3,3.5,eV,RA226    33 reonances,
439,90229,90,229,Th229_e0,D0,0.53,0.15,eV,TH229,
440,90230,90,230,Th230_e0,D0,8.7,1.4,eV,TH230,
441,90232,90,232,Th232_e0,D0,15.82,0.55,eV,TH232   ptanal E=3996   DOUBLE AERTS ERRORS,
442,91231,91,231,Pa231_e0,D0,0.51,0.03,eV,PA231   PTANAL.SAS VALUE UP O 50 EV  PREVIOUSLY 0.45-+0.05,
443,91232,91,232,Pa232_e0,D0,0.464,0.04,eV,PA232  4/27/2017 ptanal.f   previously PTANAL.SAS VALUE   PREVIOUSLY 0.45-+0.05,
444,91233,91,233,Pa233_e0,D0,0.59,0.09,eV,"PA233  from th232,  using stolovy-harvey relation I get gg=36",
445,92232,92,232,U232_e0,D0,4.6,0.7,eV,U232,
446,92233,92,233,U233_e0,D0,0.54,0.05,eV,"U233 atlas1=0.45+-0.05 leal ORNL/TM-2000/372,2001 D0=0.52+-0.08",
447,92234,92,234,U234_e0,D0,10.92,0.47,eV,U234,
448,92235,92,235,U235_e0,D0,0.49,0.02,eV,U235,
449,92236,92,236,U236_e0,D0,14.7,0.44,eV,U236,
450,92237,92,237,U237_e0,D0,3.5,0.8,eV,U237                                         0.57-+0.03 B,
451,92238,92,238,U238_e0,D0,20.26,0.72,eV,U238  D0=21.19-+0.55  DERRIEN09 DERRIEN07 21.2+-0.2,
452,92238,92,238,U238_e0,D1,7.42,0.23,eV,U238                         NEW ANALYSIS AT FINE,
453,93236,93,236,Np236_e0,D0,0.7,0.06,eV,NP236,
454,93237,93,237,Np237_e0,D0,0.581,0.019,eV,NP237,
455,94236,94,236,Pu236_e0,D0,5.3,0.4,eV,PU236      NEW,
456,94238,94,238,Pu238_e0,D0,9.0,0.7,eV,PU238,
457,94239,94,239,Pu239_e0,D0,2.07,0.07,eV,PU239   changed from 2.3-+0.1,
458,94239,94,239,Pu239_e0,D-,8.54,0.63,eV,PU239,
459,94239,94,239,Pu239_e0,D+,2.73,0.18,eV,PU239,
460,94240,94,240,Pu240_e0,D0,12.8,0.6,eV,PU240  SAS RESULT UP TO 1282 EV,
461,94241,94,241,Pu241_e0,D0,1.05,0.04,eV,PU241 =Derrien89,
462,94242,94,242,Pu242_e0,D0,15.9,1.1,eV,"PU242NTOF lerendegui-marco +EPJ WEB 0F CONFERENCES 146,11045,2017",
463,94244,94,244,Pu244_e0,D0,18.0,3.5,eV,PU244,
464,95241,95,241,Am241_e0,D0,0.55,0.04,eV,AM241=1984 VALUE.    PTANAL.SAS BELOW 51 EV GIVES:,
465,95242,95,242,Am242_m1,D0,0.42,0.03,eV,AM242  DAB SS IS HIGH .,
466,95243,95,243,Am243_e0,D0,0.6,0.06,eV,AM243     S1=1.6+-0.24,
467,96242,96,242,Cm242_e0,D0,10.3,1.9,eV,CM242 ATLAS1  15.4+-1.9 PTANAL.SAS RESULT  UP TO 265 EV BUT PROBABLY FEW ARE MISSED,
468,96243,96,243,Cm243_e0,D0,1.11,0.07,eV,CM243      nf=609.6-+25.9  if=1575-+136,
469,96244,96,244,Cm244_e0,D0,12.1,0.9,eV,CM244  PTANAL.FOR WHOLE REGION,
470,96245,96,245,Cm245_e0,D0,0.69,0.05,eV,CM245         GILBRT-CAMERON GIVES FROM CM243: (1.11+-0.07)*(16/12)*(-0.467)=0.69,
471,96246,96,246,Cm246_e0,D0,27.0,4.0,eV,CM246   new,
472,96247,96,247,Cm247_e0,D0,1.0,0.15,eV,CM247,
473,96248,96,248,Cm248_e0,D0,27.9,2.4,eV,CM248  new,
474,97249,97,249,Bk249_e0,D0,1.22,0.09,eV,BK249 SAS RESULTS,
475,98249,98,249,Cf249_e0,D0,0.76,0.03,eV,CF249 FOR SGN0 DELETED LARGE GN0 POSSIBLY DOUBLETS,
476,98250,98,250,Cf250_e0,D0,12.9,3.9,eV,CF250   CALCULATED WITH GILBERT-CAMERON ADOPTING D0=27+-3 FOR CF250,
477,98251,98,251,Cf251_e0,D0,8.9,0.9,eV,CF251,
478,98252,98,252,Cf252_e0,D0,24.0,3.0,eV,CF252,

