,ZA,Z,A,target,observable,value,uncertainty,unit,comment,qualifier
167,48113,48,113,Cd113_e0,GG1,0.16,0.015,eV,"CD113    UNLIKE AG107,109 WITH ALSO I=1/2, AVERAGE PARAMETERS WITH GG1>GG0",
168,48114,48,114,Cd114_e0,GG0,0.055,0.005,eV,CD114,
169,48114,48,114,Cd114_e0,GG1,0.088,0.008,eV,CD114,
170,48116,48,116,Cd116_e0,GG0,0.05,0.005,eV,CD116,
171,48116,48,116,Cd116_e0,GG1,0.076,0.006,eV,CD116,
172,49113,49,113,In113_e0,GG0,0.077,0.005,eV,IN113,
173,49115,49,115,In115_e0,GG0,0.078,0.005,eV,IN115,
174,50113,50,113,Sn113_e0,GG0,0.133,0.013,eV,"SN113     GG0,GG1 COMPUTED FROM SN117",
175,50113,50,113,Sn113_e0,GG1,0.154,0.015,eV,SN113,
176,50114,50,114,Sn114_e0,GG0,0.0457,0.0059,eV,SN114,
177,50114,50,114,Sn114_e0,GG1,0.066,0.002,eV,SN114,
178,50116,50,116,Sn116_e0,GG0,0.053,0.003,eV,SN116,
179,50116,50,116,Sn116_e0,GG1,0.087,0.002,eV,SN116,
180,50117,50,117,Sn117_e0,GG0,0.117,0.02,eV,SN117,
181,50117,50,117,Sn117_e0,GG1,0.136,0.007,eV,SN117,
182,50118,50,118,Sn118_e0,GG0,0.045,0.007,eV,SN118  missed  s2=0.16-+0.05 timokhov89   SMALL,
183,50118,50,118,Sn118_e0,GG1,0.066,0.007,eV,SN118,
184,50119,50,119,Sn119_e0,GG0,0.092,0.014,eV,SN119     COMBINE S1=1.98-+0.67,
185,50120,50,120,Sn120_e0,GG0,0.036,0.003,eV,SN120,
186,50120,50,120,Sn120_e0,GG1,0.077,0.005,eV,SN120,
187,50122,50,122,Sn122_e0,GG0,0.049,0.005,eV,SN122,
188,50122,50,122,Sn122_e0,GG1,0.098,0.01,eV,SN122,
189,50124,50,124,Sn124_e0,GG0,0.05,0.005,eV,SN124   8/3/2017 WHERE FROM?? NOT RRR!!!!,
190,50124,50,124,Sn124_e0,GG1,0.081,0.003,eV,SN124    SAS-PLOT GIVES GG1=75.0+-1.7 FOR D0=4300 EV,
191,51121,51,121,Sb121_e0,GG0,0.09,0.005,eV,SB121            GG=75 MUGABGAB MODEL,
192,51123,51,123,Sb123_e0,GG0,0.097,0.013,eV,SB123  GG=63 MUGABGAB MODEL,
193,52122,52,122,Te122_e0,GG0,0.0734,0.0043,eV,TE122,
194,52122,52,122,Te122_e0,GG1,0.0933,0.0055,eV,TE122,
195,52123,52,123,Te123_e0,GG0,0.122,0.008,eV,TE123,
196,52124,52,124,Te124_e0,GG0,0.059,0.006,eV,TE124,
197,52124,52,124,Te124_e0,GG1,0.075,0.011,eV,TE124,
198,52125,52,125,Te125_e0,GG0,0.106,0.006,eV,TE125    tomandl03 ng=6.1+-0.7,
199,52125,52,125,Te125_e0,GG1,0.12,0.011,eV,TE125,
200,52126,52,126,Te126_e0,GG0,0.053,0.015,eV,TE126,
201,52126,52,126,Te126_e0,GG1,0.078,0.008,eV,TE126,
202,52128,52,128,Te128_e0,GG0,0.037,0.005,eV,TE128,
203,52128,52,128,Te128_e0,GG1,0.077,0.005,eV,TE128,
204,52130,52,130,Te130_e0,GG0,0.033,0.007,eV,,
205,52130,52,130,Te130_e0,GG1,0.07,0.013,eV,TE130,
206,53127,53,127,I127_e0,GG0,0.11,0.01,eV,I127,
207,53129,53,129,I129_e0,GG0,0.098,0.003,eV,I129  NOGUERE S0=0.54-+0.07  GG0=106.0-=15.2,
208,54124,54,124,Xe124_e0,GG0,0.11,0.01,eV,XE124,
209,54124,54,124,Xe124_e0,GG1,0.143,0.015,eV,XE124,
210,54126,54,126,Xe126_e0,GG0,0.093,0.009,eV,XE126,
211,54126,54,126,Xe126_e0,GG1,0.121,0.012,eV,XE126,
212,54128,54,128,Xe128_e0,GG0,0.075,0.007,eV,XE128,
213,54128,54,128,Xe128_e0,GG1,0.083,0.007,eV,XE128,
214,54129,54,129,Xe129_e0,GG0,0.148,0.007,eV,XE129,
215,54131,54,131,Xe131_e0,GG0,0.1238,0.0042,eV,XE131           RIBON;S VALUE,
216,54134,54,134,Xe134_e0,GG0,0.047,0.009,eV,XE134,
217,54134,54,134,Xe134_e0,GG1,0.06,0.012,eV,XE134,
218,54136,54,136,Xe136_e0,GG1,0.04,0.01,eV,XE136,
219,55133,55,133,Cs133_e0,GG0,0.12,0.003,eV,CS133,
220,55134,55,134,Cs134_e0,GG0,0.169,0.01,eV,CS134,
221,55135,55,135,Cs135_e0,GG0,0.138,0.008,eV,CS135 D0F = 90.0+-7.0 REQUIRED TO FIT PATRONIS DATA,
222,55135,55,135,Cs135_e0,GG1,0.118,0.009,eV,CS135,
223,56130,56,130,Ba130_e0,GG0,0.116,0.007,eV,"BA130  FROM BA134 WITH GG0=79+-5, AND N=4.6",
224,56130,56,130,Ba130_e0,GG1,0.174,0.01,eV,BA130,
225,56132,56,132,Ba132_e0,GG0,0.093,0.009,eV,BA132,
226,56132,56,132,Ba132_e0,GG1,0.143,0.015,eV,BA132,
227,56133,56,133,Ba133_e0,GG0,0.151,0.02,eV,BA133,
228,56133,56,133,Ba133_e0,GG1,0.192,0.03,eV,BA133,
229,56134,56,134,Ba134_e0,GG0,0.079,0.005,eV,BA134,
230,56135,56,135,Ba135_e0,GG0,0.121,0.009,eV,BA135,
231,56136,56,136,Ba136_e0,GG0,0.082,0.005,eV,BA136,
232,56136,56,136,Ba136_e0,GG1,0.126,0.019,eV,BA136,
233,56137,56,137,Ba137_e0,GG0,0.1,0.01,eV,BA137,
234,56138,56,138,Ba138_e0,GG0,0.055,0.02,eV,BA138,
235,56138,56,138,Ba138_e0,GG1,0.031,0.004,eV,BA138,
236,57138,57,138,La138_e0,GG0,0.095,0.006,eV,,
237,57139,57,139,La139_e0,GG0,0.052,0.002,eV,LA139   GG0=50.7+-5.4 TERLIZZI,
238,57139,57,139,La139_e0,GG1,0.035,0.007,eV,LA139   GG1=33.6-+6.9 TERLIZZI,
239,58136,58,136,Ce136_e0,GG0,0.103,0.01,eV,CE136,
240,58136,58,136,Ce136_e0,GG1,0.064,0.008,eV,CE136,
241,58138,58,138,Ce138_e0,GG0,0.103,0.01,eV,CE138,
242,58138,58,138,Ce138_e0,GG1,0.061,0.01,eV,CE138,
243,58140,58,140,Ce140_e0,GG0,0.043,0.011,eV,CE140,
244,58140,58,140,Ce140_e0,GG1,0.022,0.002,eV,CE140,
245,58141,58,141,Ce141_e0,GG0,0.097,0.012,eV,CE141,
246,58141,58,141,Ce141_e0,GG1,0.059,0.011,eV,CE141  FROM PR141 GG1/GG1=0.60,
247,58142,58,142,Ce142_e0,GG0,0.043,0.004,eV,CE142,
248,58142,58,142,Ce142_e0,GG1,0.034,0.008,eV,CE142,
249,59141,59,141,Pr141_e0,GG0,0.0835,0.0025,eV,PR141,
250,59141,59,141,Pr141_e0,GG1,0.05,0.01,eV,PR141,
251,60142,60,142,Nd142_e0,GG0,0.067,0.008,eV,ND142,
252,60142,60,142,Nd142_e0,GG1,0.032,0.005,eV,ND142,
253,60143,60,143,Nd143_e0,GG0,0.0754,0.003,eV,ND143,
254,60144,60,144,Nd144_e0,GG0,0.051,0.004,eV,ND144MUSGROVE78 D0=525-+100 S0=3.9-+1.0 S1=0.80-+0.3 GG0=47-+5,
255,60144,60,144,Nd144_e0,GG1,0.036,0.006,eV,ND144,
256,60145,60,145,Nd145_e0,GG0,0.074,0.003,eV,ND145 D0=19-+2 S0=5.2-+0.9 S1=0.80-+0.4,
257,60146,60,146,Nd146_e0,GG0,0.054,0.004,eV,ND146  D0=290-+80 S0=3.5-+0.9 S1=1.2-+0.4 GD0=51-+6,
258,60146,60,146,Nd146_e0,GG1,0.023,0.008,eV,ND146,
259,60147,60,147,Nd147_e0,GG0,0.045,0.005,eV,ND147,
260,60148,60,148,Nd148_e0,GG0,0.043,0.004,eV,ND148    75STENNES  IG=14.1-+1.3 FOR NG=2.5B,
261,60150,60,150,Nd150_e0,GG0,0.067,0.025,eV,ND150,
262,61147,61,147,Pm147_e0,GG0,0.067,0.003,eV,PM147,
263,62144,62,144,Sm144_e0,GG0,0.074,0.005,eV,SM144              macklin reports 74-+5,
264,62144,62,144,Sm144_e0,GG1,0.061,0.01,eV,SM144,
265,62147,62,147,Sm147_e0,GG0,0.07,0.001,eV,"SM147  S0=4,3-+1.3  HUGHES58, PRL1,461",
266,62147,62,147,Sm147_e0,GG1,0.0393,0.0036,eV,SM147,
267,62147,62,147,Sm147_e0,GG2,0.0539,0.0048,eV,SM147,
268,62148,62,148,Sm148_e0,GG0,0.044,0.004,eV,SM148,
269,62148,62,148,Sm148_e0,GG1,0.029,0.003,eV,SM148 NEW FROM URR ANALYSIS,
270,62149,62,149,Sm149_e0,GG0,0.062,0.002,eV,SM149   mizumoto value,
271,62150,62,150,Sm150_e0,GG0,0.06,0.005,eV,SM150,
272,62151,62,151,Sm151_e0,GG0,0.0929,0.0037,eV,SM151   D0=1.49+-0.07 S0=3.87+-0.33 MARRONE,
273,62152,62,152,Sm152_e0,GG0,0.06,0.005,eV,SM152,
274,62154,62,154,Sm154_e0,GG0,0.079,0.009,eV,SM154,
275,63151,63,151,Eu151_e0,GG0,0.0907,0.0015,eV,EU151,
276,63152,63,152,Eu152_e0,GG0,0.16,0.025,eV,EU152,
277,63153,63,153,Eu153_e0,GG0,0.093,0.003,eV,EU153,
278,63154,63,154,Eu154_e0,GG0,0.126,0.005,eV,EU154,
279,63155,63,155,Eu155_e0,GG0,0.094,0.002,eV,EU155,
280,64152,64,152,Gd152_e0,GG0,0.0683,0.002,eV,GD152,
281,64153,64,153,Gd153_e0,GG0,0.132,0.015,eV,GD153,
282,64153,64,153,Gd153_e0,GG1,0.066,0.01,eV,GD153,
283,64154,64,154,Gd154_e0,GG0,0.0774,0.002,eV,GD154,
284,64155,64,155,Gd155_e0,GG0,0.0117,0.002,eV,,
285,64156,64,156,Gd156_e0,GG0,0.0788,0.0005,eV,GD156,
286,64157,64,157,Gd157_e0,GG0,0.105,0.003,eV,GD157,
287,64158,64,158,Gd158_e0,GG0,0.0923,0.0014,eV,GD158,
288,64160,64,160,Gd160_e0,GG0,0.0897,0.0008,eV,GD160,
289,65159,65,159,Tb159_e0,GG0,0.101,0.002,eV,TB159,
290,65159,65,159,Tb159_e0,GG1,0.05,0.004,eV,TB159,
291,65160,65,160,Tb160_e0,GG0,0.107,0.011,eV,TB160,
292,66160,66,160,Dy160_e0,GG0,0.106,0.006,eV,DY160,
293,66161,66,161,Dy161_e0,GG0,0.1076,0.0026,eV,DY161,
294,66161,66,161,Dy161_e0,GG1,0.0612,0.0028,eV,DY161,
295,66162,66,162,Dy162_e0,GG0,0.112,0.02,eV,DY162,
296,66163,66,163,Dy163_e0,GG0,0.1034,0.0014,eV,"DY163      """,
297,66163,66,163,Dy163_e0,GG1,0.0698,0.0029,eV,DY163,
298,66164,66,164,Dy164_e0,GG0,0.114,0.011,eV,DY164,
299,67165,67,165,Ho165_e0,GG0,0.084,0.005,eV,HO165 FOR GD0=0.076/3.23-+0.55=235,
300,67166,67,166,Ho166_e0,GG0,0.0885,0.0,eV,HO166   CRANE  NG=4100+-700,
301,68162,68,162,Er162_e0,GG0,0.095,0.005,eV,ER162,
302,68162,68,162,Er162_e0,GG1,0.057,0.003,eV,ER162,
303,68164,68,164,Er164_e0,GG0,0.096,0.005,eV,ER164,
304,68166,68,166,Er166_e0,GG0,0.09,0.004,eV,ER166,
305,68167,68,167,Er167_e0,GG0,0.091,0.0016,eV,ER167 BOA   NG3 = 1425 +-125 ATTRIBUTED TO SHORIN,
306,68168,68,168,Er168_e0,GG0,0.086,0.006,eV,ER168,
307,69169,69,169,Tm169_e0,GG0,0.12,0.007,eV,TM169,
308,69170,69,170,Tm170_e0,GG0,0.122,0.007,eV,TM170,
