# Z   N   A      M      Etot    Emac    Emic     b2     b22      b4      b6      b8     Bf1
  89 137 226   27.65    1.05    3.07   -2.03    0.38    0.07    0.00    0.00   -0.04    4.07
  89 138 227   29.42    1.39    3.21   -1.82    0.41    0.00   -0.02    0.00   -0.03    3.94
  89 139 228   32.63    1.65    3.26   -1.61    0.40    0.00   -0.03    0.00   -0.03    4.38
  90 137 227   28.89    1.21    2.87   -1.66    0.37    0.07    0.00    0.00   -0.04    3.74
  90 138 228   30.19    1.44    2.85   -1.41    0.39    0.05   -0.01    0.00   -0.03    3.57
  90 139 229   33.23    1.62    3.28   -1.66    0.40    0.06   -0.03    0.00   -0.03    4.17
  90 140 230   34.69    1.73    3.58   -1.85    0.42    0.00   -0.04    0.00   -0.03    3.98
  90 141 231   38.11    2.02    3.76   -1.74    0.43    0.04   -0.05   -0.01   -0.01    4.78
  90 142 232   39.85    2.15    3.75   -1.60    0.43    0.03   -0.05   -0.01   -0.01    4.55
  90 143 233   43.56    2.47    4.05   -1.59    0.45    0.05   -0.05   -0.01   -0.01    5.21
  90 144 234   45.50    2.52    4.42   -1.90    0.46    0.04   -0.06   -0.01   -0.01    5.03
  91 139 230   36.11    1.63    3.57   -1.94    0.42    0.02   -0.05   -0.01   -0.02    5.10
  91 140 231   37.58    1.84    3.90   -2.07    0.44    0.00   -0.05   -0.02   -0.02    4.98
  91 141 232   40.57    2.05    4.24   -2.19    0.44    0.00   -0.06   -0.03   -0.01    5.72
  91 142 233   42.34    2.28    4.31   -2.03    0.46    0.00   -0.06   -0.02   -0.01    5.54
  91 143 234   45.77    2.67    3.99   -1.32    0.46    0.00   -0.05   -0.02    0.00    6.23
  92 139 231   37.71    1.66    3.44   -1.78    0.42    0.02   -0.05   -0.01   -0.02    4.64
  92 140 232   38.82    1.87    3.54   -1.68    0.43    0.00   -0.05   -0.02   -0.01    4.52
  92 141 233   41.68    2.03    3.83   -1.80    0.43    0.00   -0.06   -0.02   -0.01    5.29
  92 142 234   43.09    2.26    3.95   -1.69    0.44    0.00   -0.06   -0.02   -0.01    5.12
  92 143 235   46.43    2.63    4.13   -1.50    0.46    0.00   -0.06   -0.02    0.00    5.86
  92 144 236   47.97    2.72    4.14   -1.42    0.46    0.00   -0.06   -0.02    0.00    5.69
  92 145 237   51.48    3.01    4.28   -1.27    0.49    0.07   -0.05   -0.01    0.00    6.45
  92 146 238   53.21    3.03    4.04   -1.01    0.49    0.07   -0.04   -0.01    0.00    6.06
  92 147 239   56.93    3.26    3.84   -0.58    0.50    0.09   -0.02    0.00    0.00    6.70
  92 148 240   58.78    3.15    4.02   -0.87    0.49    0.10   -0.03   -0.01    0.00    6.13
  93 140 233   42.68    2.02    4.55   -2.53    0.49    0.00   -0.07   -0.02    0.00    5.14
  93 141 234   45.35    2.35    4.72   -2.38    0.49    0.00   -0.07   -0.03    0.01    6.10
  93 142 235   46.60    2.49    4.74   -2.26    0.49    0.00   -0.07   -0.03    0.01    5.89
  93 143 236   49.68    2.96    4.03   -1.08    0.49    0.06   -0.05   -0.01    0.00    6.79
  93 144 237   51.02    2.92    4.68   -1.75    0.48    0.00   -0.07   -0.03    0.01    6.54
  93 145 238   54.11    3.14    4.01   -0.87    0.50    0.08   -0.04   -0.01    0.00    7.41
  93 146 239   55.84    3.23    3.84   -0.61    0.50    0.09   -0.03    0.00    0.00    6.98
  94 141 235   47.42    2.36    4.40   -2.04    0.49    0.00   -0.07   -0.02    0.01    5.64
  94 142 236   48.37    2.56    4.47   -1.92    0.48    0.00   -0.07   -0.03    0.01    5.49
  94 143 237   51.21    2.87    3.63   -0.76    0.47    0.00   -0.05   -0.02    0.00    6.26
  94 144 238   52.40    3.03    4.09   -1.07    0.47    0.00   -0.06   -0.03    0.01    6.24
  94 145 239   55.38    3.21    3.73   -0.52    0.49    0.08   -0.04   -0.01    0.00    7.08
  94 146 240   56.67    3.21    3.58   -0.37    0.49    0.09   -0.03   -0.01    0.00    6.61
  94 147 241   59.74    3.22    3.46   -0.24    0.50    0.11   -0.01    0.00    0.00    7.08
  94 148 242   61.24    3.18    3.40   -0.22    0.50    0.10   -0.01    0.00    0.00    6.60
  94 149 243   64.36    2.98    3.48   -0.50    0.50    0.12    0.00    0.00    0.01    6.70
  94 150 244   66.17    2.99    3.31   -0.32    0.50    0.11    0.01    0.01    0.00    6.37
  94 151 245   69.46    2.72    3.31   -0.60    0.49    0.12    0.02    0.01    0.01    6.58
  94 152 246   71.45    2.66    3.40   -0.74    0.50    0.12    0.02    0.01    0.01    6.02
  95 144 239   56.36    3.23    3.58   -0.35    0.48    0.00   -0.05   -0.02    0.01    6.94
  95 145 240   58.89    3.31    3.46   -0.16    0.50    0.09   -0.03   -0.01    0.00    7.72
  95 146 241   60.27    3.47    3.22    0.25    0.51    0.09   -0.01    0.01    0.00    7.46
  95 147 242   62.84    3.33    3.17    0.16    0.50    0.11    0.00    0.01    0.00    7.82
  95 148 243   64.26    3.27    3.27    0.01    0.51    0.11    0.01    0.02    0.00    7.31
  95 149 244   67.03    3.07    3.31   -0.24    0.51    0.12    0.01    0.01    0.01    7.44
  95 150 245   68.59    2.91    3.29   -0.37    0.51    0.11    0.02    0.02    0.01    6.93
  95 151 246   71.44    2.53    3.16   -0.62    0.50    0.12    0.03    0.01    0.01    7.02
  95 152 247   73.48    2.60    3.28   -0.68    0.51    0.12    0.02    0.01    0.01    6.56
