# Z   N   A      M      Etot    Emac    Emic     b1      b2      b3      b4      b5      b6      b7      b8     Bf2
  94 145 239   54.31    2.14    6.03   -3.89   -0.12    0.85    0.20    0.15    0.05    0.05    0.00    0.00    6.01
  94 146 240   55.76    2.31    5.64   -3.33   -0.12    0.85    0.20    0.15    0.05    0.00    0.00    0.00    5.71
  94 147 241   59.19    2.66    5.53   -2.87   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    6.53
  94 148 242   60.74    2.67    5.73   -3.05   -0.12    0.85    0.20    0.15    0.05    0.00    0.00    0.00    6.09
  94 149 243   64.46    3.08    5.14   -2.06   -0.09    0.80    0.15    0.15    0.05    0.00    0.00    0.00    6.80
  94 150 244   66.15    2.97    6.38   -3.41   -0.12    0.85    0.20    0.20    0.05    0.00    0.00   -0.05    6.35
  94 151 245   70.02    3.27    5.19   -1.92   -0.09    0.80    0.15    0.15    0.05    0.00    0.00    0.00    7.13
  94 152 246   71.93    3.14    5.88   -2.74   -0.10    0.80    0.15    0.15    0.10    0.00    0.00    0.00    6.50
  95 144 239   54.86    1.74    5.20   -3.47   -0.09    0.75    0.15    0.20    0.05    0.00    0.00    0.00    5.44
  95 145 240   57.18    1.59    4.66   -3.07   -0.09    0.85    0.15    0.15    0.05    0.05    0.00    0.00    6.00
  95 146 241   58.44    1.65    4.72   -3.07   -0.09    0.85    0.15    0.15    0.05    0.05    0.00    0.00    5.63
  95 147 242   61.59    2.08    4.93   -2.85   -0.09    0.85    0.15    0.15    0.05    0.05    0.00   -0.05    6.57
  95 148 243   63.03    2.05    5.31   -3.27   -0.13    0.85    0.20    0.20    0.05    0.00    0.00    0.00    6.09
  95 149 244   66.27    2.31    5.02   -2.71   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    6.68
  95 150 245   67.89    2.20    5.06   -2.86   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    6.23
  95 151 246   71.39    2.48    5.98   -3.50   -0.10    0.80    0.15    0.15    0.10    0.00   -0.05   -0.05    6.98
  95 152 247   73.18    2.30    6.02   -3.72   -0.10    0.80    0.15    0.15    0.10    0.00   -0.05   -0.05    6.26
  96 145 241   58.79    1.11    4.00   -2.89   -0.09    0.85    0.15    0.15    0.05    0.05    0.00    0.00    5.14
  96 146 242   59.73    1.18    4.06   -2.88   -0.09    0.85    0.15    0.15    0.05    0.05    0.00    0.00    4.85
  96 147 243   62.75    1.55    4.29   -2.73   -0.09    0.85    0.15    0.15    0.05    0.05    0.00   -0.05    5.76
  96 148 244   63.88    1.55    4.64   -3.09   -0.13    0.85    0.20    0.20    0.05    0.00    0.00    0.00    5.36
  96 149 245   67.05    1.82    4.42   -2.60   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    6.04
  96 150 246   68.35    1.74    5.09   -3.35   -0.12    0.85    0.20    0.20    0.05    0.00    0.00   -0.05    5.63
  96 151 247   71.82    2.05    4.50   -2.45   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    6.53
  96 152 248   73.33    1.93    4.54   -2.61   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    5.89
  96 153 249   76.77    1.97    5.45   -3.48   -0.06    0.80    0.10    0.10    0.10    0.00   -0.05   -0.05    5.83
  96 154 250   78.56    1.87    5.32   -3.45   -0.07    0.80    0.10    0.15    0.10    0.00   -0.05   -0.05    5.52
  97 147 244   65.78    0.70    3.62   -2.92   -0.09    0.85    0.15    0.15    0.05    0.05    0.00   -0.05    5.42
  97 148 245   66.86    0.72    3.69   -2.96   -0.10    0.85    0.15    0.20    0.05    0.05    0.00   -0.05    5.07
  97 149 246   69.66    0.96    3.80   -2.84   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    5.78
  97 150 247   70.89    0.88    3.85   -2.97   -0.09    0.80    0.15    0.20    0.05    0.00    0.00    0.00    5.38
  97 151 248   73.88    1.05    4.65   -3.60   -0.07    0.80    0.10    0.15    0.10    0.00   -0.05   -0.05    6.22
  97 152 249   75.30    0.90    6.36   -5.46   -0.02    0.95    0.05   -0.05    0.00    0.00    0.00    0.00    5.53
  97 153 250   77.96    0.50    6.05   -5.55   -0.06    1.00    0.10    0.00    0.05    0.00   -0.05   -0.05    5.04
  98 152 250   76.42    0.61    5.30   -4.69   -0.06    1.00    0.10    0.00    0.05    0.00   -0.05   -0.05    5.14
  98 153 251   78.93    0.12    5.95   -5.83   -0.02    1.00    0.05   -0.05    0.00    0.00    0.00    0.00    4.58
  98 154 252   80.28    0.00    6.00   -6.00   -0.02    1.00    0.05   -0.05    0.00    0.00    0.00    0.00    4.21
  98 155 253   83.00   -0.53    7.27   -7.81   -0.03    1.15    0.05   -0.05    0.05    0.00   -0.05   -0.05    3.59
