# Z   N   A      M      Etot    Emac    Emic     b1      b2      b3      b4      b5      b6      b7      b8     Bf2
  89 137 226   30.74    4.14    5.98   -1.84   -0.05    0.70    0.10    0.10    0.00    0.00    0.00    0.00    7.16
  89 138 227   32.44    4.41    7.87   -3.46   -0.08    0.75    0.15    0.15    0.00    0.00    0.00   -0.05    6.96
  89 139 228   35.05    4.08    9.08   -5.01   -0.11    0.80    0.20    0.15    0.00    0.05    0.00    0.00    6.80
  90 137 227   31.44    3.76    5.59   -1.83   -0.05    0.70    0.10    0.10    0.00    0.00    0.00    0.00    6.30
  90 138 228   32.76    4.01    7.41   -3.40   -0.08    0.75    0.15    0.15    0.00    0.00    0.00   -0.05    6.14
  90 139 229   35.19    3.58    8.57   -4.99   -0.11    0.80    0.20    0.15    0.00    0.05    0.00    0.00    6.13
  90 140 230   36.87    3.91    7.49   -3.57   -0.08    0.75    0.15    0.15    0.00    0.00    0.00   -0.05    6.17
  90 141 231   39.67    3.58    7.03   -3.45   -0.08    0.75    0.15    0.15    0.00    0.00    0.00    0.00    6.34
  90 142 232   41.64    3.93    7.06   -3.13   -0.08    0.75    0.15    0.15    0.00    0.00    0.00    0.00    6.33
  90 143 233   44.70    3.60    7.01   -3.41   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.35
  90 144 234   46.80    3.83    7.04   -3.21   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.33
  91 139 230   37.81    3.33    7.65   -4.32   -0.11    0.80    0.20    0.10    0.05    0.00    0.00   -0.05    6.81
  91 140 231   39.51    3.77    7.13   -3.36   -0.08    0.80    0.15    0.15    0.00    0.05    0.00    0.00    6.91
  91 141 232   41.90    3.38    7.38   -4.00   -0.08    0.75    0.15    0.20    0.00    0.00    0.00    0.00    7.05
  91 142 233   43.75    3.70    6.52   -2.82   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.95
  91 143 234   46.41    3.31    6.55   -3.24   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.87
  92 139 231   38.91    2.87    6.29   -3.43   -0.08    0.80    0.15    0.10    0.05    0.00    0.00   -0.05    5.84
  92 140 232   40.25    3.29    6.59   -3.29   -0.08    0.80    0.15    0.15    0.00    0.05    0.00    0.00    5.95
  92 141 233   42.63    2.97    6.87   -3.90   -0.08    0.75    0.15    0.20    0.00    0.00    0.00    0.00    6.23
  92 142 234   44.14    3.30    6.03   -2.73   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.16
  92 143 235   46.72    2.92    6.07   -3.15   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.14
  92 144 236   48.41    3.16    6.10   -2.95   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    6.13
  92 145 237   51.53    3.05    6.56   -3.51   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    6.49
  92 146 238   53.42    3.23    6.60   -3.36   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    6.27
  92 147 239   57.29    3.62    6.62   -3.00   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    7.05
  92 148 240   59.25    3.62    6.65   -3.03   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    6.59
  93 140 233   43.39    2.73    5.91   -3.18   -0.08    0.75    0.15    0.15    0.05    0.00    0.00   -0.05    5.86
  93 141 234   45.60    2.59    5.30   -2.70   -0.05    0.75    0.10    0.10    0.05    0.00    0.00   -0.05    6.35
  93 142 235   46.95    2.84    6.01   -3.17   -0.08    0.75    0.15    0.15    0.05    0.00    0.00   -0.05    6.24
  93 143 236   49.29    2.56    6.22   -3.65   -0.06    0.75    0.10    0.20    0.00    0.05    0.00    0.00    6.40
  93 144 237   50.93    2.83    5.58   -2.74   -0.06    0.75    0.10    0.15    0.05    0.05    0.00    0.00    6.44
  93 145 238   53.67    2.70    6.66   -3.96   -0.12    0.85    0.20    0.15    0.05    0.05    0.00    0.00    6.98
  93 146 239   55.46    2.86    6.05   -3.20   -0.09    0.80    0.15    0.15    0.05    0.05    0.00    0.00    6.60
  94 141 235   47.15    2.09    5.80   -3.71   -0.08    0.75    0.15    0.20    0.00    0.00    0.00    0.00    5.37
  94 142 236   48.20    2.39    5.50   -3.10   -0.08    0.75    0.15    0.15    0.05    0.00    0.00   -0.05    5.32
  94 143 237   50.43    2.08    5.06   -2.97   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    5.48
  94 144 238   51.70    2.34    5.10   -2.77   -0.09    0.75    0.15    0.15    0.05    0.00    0.00    0.00    5.55
