# Z   N   A      M      Etot    Emac    Emic     b2      b22     b3      b4      b42     b44     b5      b6      b7      b8      Bf
  99 135 234   69.52    2.21    1.92    0.29    0.42    0.00    0.00   -0.03    0.00    0.00    0.00   -0.02    0.00   -0.02    2.82
  99 136 235   68.80    2.56    1.91    0.65    0.41    0.00    0.00   -0.03    0.00    0.00    0.00   -0.02    0.00   -0.02    3.30
  99 137 236   69.46    2.75    1.95    0.80    0.44    0.00    0.00   -0.03    0.00    0.00    0.00   -0.02    0.00   -0.01    4.18
  99 138 237   68.86    2.91    1.98    0.93    0.44    0.00    0.00   -0.03    0.00    0.00    0.00   -0.02    0.00   -0.01    4.37
  99 139 238   69.71    2.99    3.15   -0.15    0.45    0.00    0.00   -0.06    0.00    0.00    0.00   -0.04    0.00    0.01    5.32
  99 140 239   69.23    2.98    2.42    0.56    0.44    0.18    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00    5.23
  99 141 240   70.28    2.98    2.78    0.20    0.43    0.20    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    6.14
  99 142 241   70.11    2.98    2.71    0.28    0.44    0.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    6.01
  99 143 242   71.66    3.20    3.48   -0.28    0.44    0.20    0.00    0.10    0.00    0.00    0.00    0.02    0.00    0.00    7.01
  99 144 243   71.54    2.98    2.76    0.21    0.44    0.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    6.72
  99 145 244   73.23    3.06    3.32   -0.26    0.45    0.20    0.00    0.09    0.00    0.00    0.00    0.01    0.00    0.01    7.72
  99 146 245   73.45    2.91    2.77    0.14    0.44    0.19    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    7.25
  99 147 246   75.38    2.95    2.23    0.72    0.44    0.15    0.00    0.02    0.00    0.00    0.00   -0.01    0.00    0.01    7.99
  99 148 247   75.85    2.78    2.50    0.27    0.44    0.17    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    7.50
  99 149 248   77.75    2.53    2.48    0.05    0.44    0.17    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.01    7.87
  99 150 249   78.61    2.49    2.44    0.05    0.44    0.16    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    7.53
  99 151 250   80.73    2.20    2.37   -0.17    0.45    0.15    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.01    8.06
  99 152 251   81.79    2.10    2.47   -0.37    0.44    0.16    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    7.42
  99 153 252   84.05    1.70    2.47   -0.78    0.45    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    6.95
  99 154 253   85.47    1.71    2.46   -0.75    0.44    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    6.66
  99 155 254   87.70    1.03    2.82   -1.80    0.42    0.15    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.02    5.88
  99 156 255   89.51    1.18    2.60   -1.42    0.43    0.15    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.69
  99 157 256   92.28    0.80    2.68   -1.88    0.42    0.13    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.02    5.32
  99 158 257   94.23    0.86    2.69   -1.83    0.42    0.13    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.02    5.04
  99 159 258   97.64    0.87    2.63   -1.76    0.55    0.14    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    5.26
  99 160 259   99.50    0.60    2.59   -1.98    0.42    0.13    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.01    4.63
  99 161 260  103.17    0.64    2.69   -2.05    0.56    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    5.19
  99 162 261  105.53    0.64    2.69   -2.05    0.56    0.14    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    4.71
  99 163 262  109.45    0.71    2.71   -2.00    0.56    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    4.58
  99 164 263  112.01    0.68    2.71   -2.04    0.56    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    4.20
  99 165 264  116.10    0.69    2.72   -2.03    0.57    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.99
  99 166 265  118.90    0.68    2.72   -2.05    0.57    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.78
  99 167 266  123.26    0.73    2.81   -2.08    0.59    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.65
  99 168 267  126.25    0.70    2.75   -2.05    0.58    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.50
  99 169 268  130.94    0.88    2.83   -1.96    0.60    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    3.78
  99 170 269  134.07    0.76    2.81   -2.04    0.59    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    3.52
  99 171 270  139.08    1.04    2.81   -1.77    0.60    0.14    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.20
  99 172 271  142.31    0.83    2.82   -1.99    0.60    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    3.79
  99 173 272  147.38    0.96    2.80   -1.84    0.60    0.14    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.46
  99 174 273  150.89    0.82    2.79   -1.97    0.60    0.14    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.31
  99 175 274  156.12    0.92    2.79   -1.88    0.60    0.14    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.18
  99 176 275  159.84    0.78    2.77   -1.99    0.60    0.14    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.89
  99 177 276  165.40    1.00    2.25   -1.25    0.58    0.04    0.00    0.05    0.00    0.00    0.00   -0.03    0.00    0.01    6.10
  99 178 277  169.15    0.70    2.76   -2.05    0.60    0.14    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.41
  99 179 278  174.76    0.78    2.74   -1.96    0.60    0.14    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.01    6.03
  99 180 279  178.84    0.62    2.11   -1.49    0.57    0.04    0.00    0.07    0.00    0.00    0.00   -0.02    0.00    0.01    5.73
  99 181 280  184.34    0.39    2.27   -1.87    0.57    0.04    0.00    0.08    0.00    0.00    0.00   -0.02    0.00    0.02    6.50
  99 182 281  188.60    0.22    2.22   -2.01    0.57    0.03    0.00    0.08    0.00    0.00    0.00   -0.02    0.00    0.02    5.99
  99 183 282  194.18   -0.12    2.12   -2.23    0.59    0.00    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    6.68
  99 184 283  198.68   -0.23    2.10   -2.33    0.59    0.00    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    6.19
  99 185 284  204.29   -0.72    2.07   -2.79    0.61    0.03    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    4.79
  99 186 285  209.04   -0.77    2.05   -2.82    0.60    0.02    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    4.54
  99 187 286  215.16   -0.92    1.70   -2.62    0.49    0.00    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    3.76
  99 188 287  220.03   -1.04    1.71   -2.75    0.49    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    3.30
  99 189 288  226.72   -0.80    1.67   -2.47    0.50    0.00    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.01    3.30
  99 190 289  231.77   -0.91    1.65   -2.56    0.50    0.00    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.01    2.79
  99 191 290  238.46   -0.84    1.69   -2.54    0.49    0.00    0.00    0.03    0.00    0.00    0.00   -0.02    0.00    0.01    2.69
  99 192 291  243.66   -0.98    1.72   -2.69    0.49    0.00    0.00    0.02    0.00    0.00    0.00   -0.02    0.00    0.01    2.17
 100 136 236   74.44    2.53    1.41    1.13    0.40    0.00    0.00   -0.02    0.00    0.00    0.00   -0.02    0.00   -0.01    2.62
 100 137 237   74.82    2.53    1.98    0.55    0.44    0.00    0.00   -0.04    0.00    0.00    0.00   -0.02    0.00   -0.01    3.30
 100 138 238   73.94    2.76    1.97    0.79    0.43    0.00    0.00   -0.04    0.00    0.00    0.00   -0.02    0.00   -0.01    3.58
 100 139 239   74.80    2.94    2.74    0.20    0.45    0.00    0.00   -0.06    0.00    0.00    0.00   -0.03    0.00    0.01    4.64
 100 140 240   74.03    2.99    2.20    0.78    0.45    0.18    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00    4.61
 100 141 241   75.07    3.05    2.33    0.72    0.43    0.19    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00    5.60
 100 142 242   74.45    2.96    2.49    0.47    0.45    0.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    5.38
 100 143 243   75.76    3.01    2.96    0.05    0.44    0.20    0.00    0.09    0.00    0.00    0.00    0.01    0.00    0.00    6.23
 100 144 244   75.42    2.91    2.54    0.37    0.44    0.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.00    6.07
 100 145 245   77.05    3.01    2.80    0.21    0.46    0.19    0.00    0.08    0.00    0.00    0.00    0.01    0.00    0.01    7.09
 100 146 246   76.89    2.82    2.65    0.17    0.44    0.19    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.01    6.61
 100 147 247   78.70    2.82    2.60    0.22    0.45    0.19    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    7.32
 100 148 248   78.85    2.67    2.36    0.31    0.44    0.17    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    6.89
 100 149 249   80.75    2.49    2.35    0.15    0.45    0.17    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    7.40
 100 150 250   81.17    2.35    2.25    0.11    0.45    0.16    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.01    6.99
 100 151 251   83.23    2.07    2.24   -0.17    0.45    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    7.60
 100 152 252   83.93    1.95    2.26   -0.31    0.45    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    6.98
 100 153 253   86.11    1.54    2.41   -0.88    0.46    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.02    6.55
 100 154 254   87.14    1.49    2.41   -0.93    0.45    0.15    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.02    6.21
 100 155 255   89.50    1.01    2.27   -1.27    0.49    0.14    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.01    5.71
 100 156 256   90.84    1.02    2.42   -1.40    0.45    0.15    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.01    5.40
 100 157 257   93.56    0.65    2.41   -1.76    0.40    0.12    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.02    5.13
 100 158 258   95.13    0.66    2.49   -1.83    0.41    0.13    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.02    4.82
 100 159 259   98.43    0.63    2.27   -1.63    0.55    0.13    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    5.08
 100 160 260  100.04    0.44    2.42   -1.98    0.57    0.14    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    4.55
 100 161 261  103.60    0.43    2.33   -1.90    0.56    0.13    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    5.17
 100 162 262  105.64    0.44    2.46   -2.02    0.57    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    4.74
 100 163 263  109.50    0.50    2.35   -1.85    0.56    0.13    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    4.54
 100 164 264  111.71    0.45    2.45   -2.01    0.56    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    4.13
 100 165 265  115.78    0.50    2.35   -1.86    0.57    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.85
 100 166 266  118.25    0.48    2.39   -1.91    0.57    0.13    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.62
 100 167 267  122.48    0.47    2.38   -1.91    0.58    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.51
 100 168 268  125.20    0.48    2.37   -1.88    0.57    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.38
 100 169 269  129.96    0.78    2.38   -1.61    0.58    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.84
 100 170 270  132.60    0.50    2.38   -1.88    0.58    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.42
 100 171 271  137.53    0.75    2.42   -1.67    0.59    0.13    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.36
 100 172 272  140.44    0.54    2.41   -1.88    0.58    0.13    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    3.94
 100 173 273  145.48    0.69    2.42   -1.72    0.59    0.13    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.62
 100 174 274  148.64    0.52    2.41   -1.89    0.58    0.13    0.00    0.06    0.00    0.00    0.00   -0.01    0.00    0.01    4.48
 100 175 275  153.85    0.64    2.56   -1.92    0.59    0.14    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.01    5.37
 100 176 276  157.19    0.44    2.41   -1.98    0.58    0.13    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.01
 100 177 277  162.54    0.51    2.00   -1.50    0.58    0.07    0.00    0.06    0.00    0.00    0.00   -0.02    0.00    0.01    6.01
 100 178 278  166.13    0.36    2.22   -1.86    0.58    0.11    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.52
 100 179 279  171.55    0.29    2.31   -2.02    0.57    0.10    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.02    5.99
 100 180 280  175.30    0.10    2.06   -1.96    0.57    0.06    0.00    0.07    0.00    0.00    0.00   -0.02    0.00    0.02    5.66
 100 181 281  180.77   -0.10    2.16   -2.26    0.57    0.07    0.00    0.08    0.00    0.00    0.00   -0.02    0.00    0.02    6.41
 100 182 282  184.76   -0.23    2.01   -2.24    0.58    0.04    0.00    0.08    0.00    0.00    0.00   -0.02    0.00    0.02    5.96
 100 183 283  190.34   -0.52    1.95   -2.47    0.58    0.03    0.00    0.10    0.00    0.00    0.00   -0.01    0.00    0.01    6.65
 100 184 284  194.55   -0.62    1.78   -2.40    0.59    0.00    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.01    6.17
 100 185 285  200.13   -1.10    1.82   -2.91    0.61    0.03    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    4.70
 100 186 286  204.60   -1.12    1.72   -2.84    0.60    0.00    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.01    4.47
 100 187 287  210.61   -1.35    1.71   -3.06    0.65    0.00    0.00    0.08    0.00    0.00    0.00   -0.03    0.00    0.01    3.60
 100 188 288  215.13   -1.50    1.70   -3.21    0.62    0.02    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    3.09
 100 189 289  221.73   -1.32    1.58   -2.91    0.50    0.00    0.00    0.04    0.00    0.00    0.00   -0.02    0.00    0.01    3.10
 100 190 290  226.39   -1.51    1.56   -3.08    0.49    0.00    0.00    0.03    0.00    0.00    0.00   -0.02    0.00    0.01    2.48
 100 191 291  233.16   -1.33    1.56   -2.90    0.49    0.00    0.00    0.02    0.00    0.00    0.00   -0.02    0.00    0.00    2.56
 100 192 292  238.03   -1.49    1.55   -3.03    0.49    0.00    0.00    0.02    0.00    0.00    0.00   -0.02    0.00    0.00    2.05
 101 137 238   82.44    2.39    2.14    0.25    0.44    0.20    0.00    0.06    0.00    0.00    0.00   -0.01    0.00   -0.01    3.29
 101 138 239   81.26    2.40    2.02    0.37    0.45    0.19    0.00    0.06    0.00    0.00    0.00    0.00    0.00   -0.01    3.33
 101 139 240   81.62    2.43    2.21    0.22    0.42    0.19    0.00    0.07    0.00    0.00    0.00   -0.01    0.00   -0.01    4.13
 101 140 241   80.66    2.36    2.24    0.12    0.43    0.19    0.00    0.07    0.00    0.00    0.00   -0.01    0.00   -0.01    4.05
 101 141 242   81.28    2.36    2.51   -0.15    0.42    0.20    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.00    4.94
 101 142 243   80.67    2.35    2.54   -0.19    0.42    0.20    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.00    4.85
 101 143 244   81.54    2.31    2.82   -0.52    0.44    0.21    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00    5.70
 101 144 245   81.21    2.30    2.60   -0.30    0.43    0.20    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.00    5.59
 101 145 246   82.34    2.23    3.02   -0.79    0.45    0.20    0.00    0.10    0.00    0.00    0.00    0.01    0.00    0.01    6.48
 101 146 247   82.28    2.22    2.96   -0.75    0.43    0.21    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.00    6.22
 101 147 248   83.69    2.17    2.94   -0.78    0.43    0.21    0.00    0.08    0.00    0.00    0.00   -0.02    0.00    0.01    6.94
 101 148 249   83.89    2.14    2.91   -0.77    0.44    0.20    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.01    6.72
 101 149 250   85.55    2.06    2.79   -0.73    0.45    0.20    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.01    7.45
 101 150 251   85.91    1.93    2.81   -0.88    0.44    0.20    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.01    7.09
 101 151 252   87.71    1.73    2.57   -0.85    0.45    0.18    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.01    7.91
 101 152 253   88.41    1.68    2.49   -0.81    0.45    0.18    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    7.38
 101 153 254   90.27    1.28    2.39   -1.12    0.45    0.16    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.02    7.03
 101 154 255   91.27    1.27    2.29   -1.02    0.45    0.16    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.01    6.69
 101 155 256   93.13    0.62    2.42   -1.81    0.44    0.16    0.00    0.07    0.00    0.00    0.00    0.00    0.00    0.02    6.06
 101 156 257   94.54    0.77    2.34   -1.57    0.44    0.16    0.00    0.07    0.00    0.00    0.00   -0.01    0.00    0.01    5.82
 101 157 258   97.10    0.57    2.67   -2.10    0.36    0.08    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.03    5.77
 101 158 259   98.61    0.58    2.70   -2.12    0.36    0.08    0.00    0.10    0.00    0.00    0.00   -0.01    0.00    0.03    5.36
 101 159 260  101.32    0.29    2.14   -1.85    0.57    0.14    0.00    0.04    0.00    0.00    0.00    0.00    0.00   -0.01    5.30
 101 160 261  103.07    0.30    2.68   -2.38    0.36    0.07    0.00    0.10    0.00    0.00    0.00   -0.01    0.00    0.03    4.95
 101 161 262  106.25    0.25    2.20   -1.95    0.57    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00   -0.01    5.61
 101 162 263  108.29    0.31    2.22   -1.91    0.58    0.14    0.00    0.04    0.00    0.00    0.00   -0.01    0.00   -0.01    5.23
 101 163 264  111.74    0.29    2.19   -1.90    0.57    0.14    0.00    0.05    0.00    0.00    0.00   -0.01    0.00   -0.01    4.97
