# Z   N   A      M      Etot    Emac    Emic     b2      b22     b3      b4      b42     b44     b5      b6      b7      b8      Bf
  98 134 232   61.80    2.35    1.68    0.67    0.39    0.04    0.00   -0.02    0.00    0.00    0.00   -0.01    0.00   -0.02    2.28
  98 135 233   62.03    2.06    1.60    0.47    0.38    0.00    0.00   -0.01    0.00    0.00    0.00   -0.02    0.00   -0.02    2.74
  98 136 234   61.20    2.20    1.83    0.37    0.39    0.03    0.00   -0.02    0.00    0.00    0.00   -0.02    0.00   -0.02    2.83
  98 137 235   61.99    2.18    2.30   -0.12    0.43    0.00    0.00   -0.04    0.00    0.00    0.00   -0.02    0.00   -0.01    3.45
  98 138 236   61.47    2.33    2.68   -0.35    0.43    0.00    0.00   -0.05    0.00    0.00    0.00   -0.03    0.00    0.00    3.62
  98 139 237   62.77    2.52    3.57   -1.05    0.47    0.00    0.00   -0.07    0.00    0.00    0.00   -0.03    0.00    0.01    4.63
  98 140 238   62.63    2.77    3.21   -0.45    0.46    0.00    0.00   -0.06    0.00    0.00    0.00   -0.03    0.00    0.01    4.78
  98 141 239   64.22    2.95    2.93    0.03    0.48    0.00    0.00   -0.05    0.00    0.00    0.00   -0.02    0.00    0.01    5.86
  98 142 240   64.36    3.19    2.98    0.22    0.46    0.00    0.00   -0.05    0.00    0.00    0.00   -0.03    0.00    0.01    5.90
  98 143 241   66.19    3.34    2.66    0.68    0.47    0.00    0.00   -0.04    0.00    0.00    0.00   -0.02    0.00    0.01    6.71
  98 144 242   66.33    3.31    2.70    0.61    0.47    0.17    0.00    0.05    0.00    0.00    0.00    0.01    0.00    0.00    6.61
  98 145 243   68.20    3.22    2.53    0.68    0.49    0.14    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    7.35
  98 146 244   68.51    3.08    2.55    0.54    0.48    0.15    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.01    6.88
  98 147 245   70.64    2.98    2.57    0.41    0.49    0.14    0.00    0.03    0.00    0.00    0.00    0.01    0.00    0.01    7.41
  98 148 246   71.15    2.78    2.59    0.19    0.48    0.15    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.01    6.86
  98 149 247   73.33    2.47    2.60   -0.13    0.47    0.15    0.00    0.02    0.00    0.00    0.00    0.00    0.00    0.01    7.08
  98 150 248   74.29    2.46    2.49   -0.03    0.47    0.14    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.01    6.79
  98 151 249   76.90    2.32    2.46   -0.15    0.46    0.14    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.01    7.36
  98 152 250   77.95    2.14    2.58   -0.44    0.46    0.15    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.01    6.67
  98 153 251   80.60    1.80    2.65   -0.86    0.46    0.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.02    6.26
  98 154 252   82.05    1.77    2.58   -0.82    0.47    0.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.01    5.98
  98 155 253   85.02    1.49    2.66   -1.17    0.50    0.13    0.00    0.05    0.00    0.00    0.00    0.01    0.00    0.01    5.62
  98 156 254   86.61    1.36    2.62   -1.26    0.50    0.13    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.01    5.19
  98 157 255   89.89    1.15    2.62   -1.47    0.51    0.13    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00    5.00
  98 158 256   91.83    1.14    2.73   -1.59    0.51    0.14    0.00    0.05    0.00    0.00    0.00    0.00    0.00    0.00    4.73
  98 159 257   95.58    1.16    2.78   -1.62    0.54    0.13    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00    4.99
  98 160 258   97.58    0.96    2.84   -1.87    0.55    0.13    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00    4.48
  98 161 259  101.52    0.96    2.86   -1.90    0.55    0.13    0.00    0.03    0.00    0.00    0.00   -0.01    0.00    0.00    5.06
  98 162 260  103.93    0.94    2.86   -1.93    0.55    0.13    0.00    0.03    0.00    0.00    0.00   -0.01    0.00    0.00    4.59
  98 163 261  108.17    1.00    2.91   -1.91    0.56    0.13    0.00    0.03    0.00    0.00    0.00   -0.01    0.00    0.00    4.41
  98 164 262  110.78    0.96    2.91   -1.95    0.56    0.13    0.00    0.03    0.00    0.00    0.00   -0.01    0.00    0.00    4.10
  98 165 263  115.28    1.05    2.87   -1.82    0.56    0.13    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.97
  98 166 264  118.09    1.00    2.81   -1.82    0.57    0.12    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.71
  98 167 265  122.70    0.99    2.94   -1.95    0.58    0.13    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.71
  98 168 266  125.81    1.01    2.81   -1.80    0.57    0.12    0.00    0.04    0.00    0.00    0.00   -0.01    0.00    0.00    3.62
  98 169 267  130.97    1.33    2.81   -1.48    0.58    0.12    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    4.38
  98 170 268  133.96    1.03    2.87   -1.84    0.57    0.13    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.00    3.85
  98 171 269  139.19    1.22    2.84   -1.62    0.58    0.11    0.00    0.04    0.00    0.00    0.00   -0.02    0.00    0.01    4.81
  98 172 270  142.54    1.06    2.75   -1.68    0.58    0.11    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    4.48
  98 173 271  147.85    1.12    2.74   -1.61    0.56    0.09    0.00    0.04    0.00    0.00    0.00   -0.03    0.00    0.01    5.13
  98 174 272  151.48    1.05    2.73   -1.68    0.58    0.11    0.00    0.05    0.00    0.00    0.00   -0.01    0.00    0.01    5.13
  98 175 273  156.99    1.10    2.66   -1.56    0.58    0.05    0.00    0.04    0.00    0.00    0.00   -0.03    0.00    0.02    6.00
  98 176 274  160.63    0.85    2.54   -1.70    0.56    0.06    0.00    0.04    0.00    0.00    0.00   -0.03    0.00    0.01    5.58
  98 177 275  166.37    0.93    2.61   -1.68    0.58    0.05    0.00    0.05    0.00    0.00    0.00   -0.03    0.00    0.02    6.63
  98 178 276  170.34    0.80    2.54   -1.75    0.57    0.04    0.00    0.05    0.00    0.00    0.00   -0.03    0.00    0.02    6.17
  98 179 277  176.02    0.64    2.61   -1.97    0.57    0.04    0.00    0.06    0.00    0.00    0.00   -0.02    0.00    0.03    6.71
  98 180 278  180.18    0.50    2.42   -1.92    0.58    0.04    0.00    0.06    0.00    0.00    0.00   -0.02    0.00    0.02    6.49
  98 181 279  185.98    0.28    2.55   -2.27    0.57    0.05    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.02    7.84
  98 182 280  190.32    0.13    2.41   -2.28    0.58    0.04    0.00    0.08    0.00    0.00    0.00   -0.01    0.00    0.02    6.93
  98 183 281  196.23   -0.18    2.43   -2.61    0.58    0.03    0.00    0.10    0.00    0.00    0.00   -0.01    0.00    0.01    7.65
  98 184 282  200.73   -0.34    2.29   -2.63    0.59    0.03    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.01    7.14
  98 185 283  206.88   -0.59    2.30   -2.89    0.63    0.03    0.00    0.09    0.00    0.00    0.00   -0.02    0.00    0.01    5.72
  98 186 284  211.52   -0.79    2.22   -3.01    0.62    0.03    0.00    0.09    0.00    0.00    0.00   -0.01    0.00    0.01    5.43
  98 187 285  218.11   -0.79    2.37   -3.16    0.70    0.06    0.00    0.07    0.00    0.00    0.00   -0.03    0.00    0.01    4.59
  98 188 286  222.91   -1.01    2.20   -3.21    0.67    0.05    0.00    0.07    0.00    0.00    0.00   -0.02    0.00    0.01    4.00
  98 189 287  229.93   -0.75    2.48   -3.23    0.72    0.07    0.00    0.07    0.00    0.00    0.00   -0.04    0.00    0.01    4.13
  98 190 288  234.98   -0.89    2.31   -3.20    0.74    0.06    0.00    0.08    0.00    0.00    0.00   -0.04    0.00    0.01    3.52
  98 191 289  242.05   -0.76    2.54   -3.30    0.74    0.08    0.00    0.09    0.00    0.00    0.00   -0.05    0.00    0.00    3.53
  98 192 290  247.30   -0.88    2.30   -3.17    0.75    0.08    0.00    0.08    0.00    0.00    0.00   -0.04    0.00    0.00    3.08
