#Directory:       gdr_parameters_exp_new
#File:            gdr_parameter_recommended_exp_smlo.dat
#Date:            December 14, 2018
#     Experimental values of recommended GDR parameters
#     within  Standard Lorentzian (SLO) approach.
#     FORTRAN format of data reading for one entry is
#     FORMAT(2I4,1X,A2,2X,9F8.3,A22)
#
#  Z  A  El     Er1     Wr1     S1      CSp1     Er2     Wr2     S2     CSp2      S    E_{min}-E_{max} Ref.
#              [MeV]    [MeV]           [mb]    [MeV]   [MeV]           [mb]                 [MeV]
#-----------------------------------------------------------------------------------------------
  60 146 Nd     14.73    5.74   1.314  309.04                                   1.314  12.0 - 18.9  1971Ca1
  60 148 Nd     12.78    4.03   0.326  110.23   15.49    5.22   0.827  215.89   1.153  10.8 - 18.6  1971Ca1
  60 150 Nd     12.30    3.38   0.432  175.75   16.03    5.12   0.821  220.50   1.253  10.8 - 18.6  1971Ca1
  62 144 Sm     15.31    4.42   1.251  381.69                                   1.251  12.1 - 18.9  1974Ca5
  62 148 Sm     14.82    5.06   1.242  337.78                                   1.242  12.1 - 18.9  1974Ca5
  62 150 Sm     14.59    5.92   1.324  310.73                                   1.324  12.1 - 18.9  1974Ca5
  62 152 Sm     12.39    2.99   0.377  176.80   15.73    5.15   0.853  232.25   1.230  10.9 - 18.8  1974Ca5
  62 154 Sm     12.17    2.80   0.360  181.90   15.63    5.89   0.873  209.70   1.233  10.9 - 18.6  1981Gur
  63 151 Eu     13.88    4.69   0.850  254.17   14.45    0.75   0.035   65.45   0.885  10.2 - 18.0  1971Vas
  63 153 Eu     12.33    2.77   0.305  155.86   15.78    5.76   0.892  219.21   1.197  10.9 - 18.7  1969Be8
  64 152 Gd     11.79    3.03   0.312  145.74   14.72    3.16   0.566  253.50   0.878  10.2 - 18.0  1971Vas
  64 154 Gd     11.97    2.65   0.304  163.89   15.05    3.35   0.575  245.22   0.879  10.2 - 18.0  1971Vas
  64 156 Gd     12.46    3.14   0.501  230.03   15.79    4.56   0.683  215.94   1.184  10.9 - 18.7  1981Gur
  64 158 Gd     11.86    2.94   0.368  182.05   15.16    3.31   0.559  245.62   0.927  10.2 - 18.0  1971Vas
  64 160 Gd     12.28    3.33   0.532  234.33   16.06    5.12   0.863  247.23   1.395  10.9 - 18.8  2003Var
  65 159 Tb     12.42    2.71   0.317  171.70   15.86    5.98   1.205  295.78   1.522  11.1 - 19.0  1976Gor
  67 165 Ho     12.38    2.59   0.376  220.67   15.48    4.05   0.604  226.69   0.980  11.1 - 18.7  1981Gur
  68 168 Er     12.09    3.66   0.562  237.40   15.54    3.99   0.652  252.64   1.214  10.9 - 18.8  1981Gur
  70 174 Yb     12.50    3.41   0.724  339.31   15.68    3.74   0.683  291.85   1.407  10.9 - 18.7  1981Gur
  71 175 Lu     12.32    2.59   0.351  218.42   15.47    4.64   0.820  284.83   1.171  11.0 - 18.7  1969Be6
  72 176 Hf     12.34    2.77   0.476  279.26   15.67    4.72   0.799  275.10   1.275  10.9 - 17.9  1977Gor
  72 178 Hf     12.42    4.89   1.086  363.72   15.70    3.13   0.449  234.94   1.535  10.8 - 18.6  1981Gur
  72 180 Hf     12.55    4.71   1.004  351.75   15.61    3.27   0.482  243.23   1.486  10.8 - 18.7  1981Gur
  73 181 Ta     12.19    2.93   0.462  262.35   14.99    5.13   0.979  317.52   1.441  10.8 - 18.6  1981Gur
  74 182 W      11.98    3.91   0.662  283.99   14.94    5.16   0.798  259.40   1.460  11.0 - 18.8  1981Gur
  74 184 W      11.92    4.52   0.930  347.68   15.05    3.87   0.534  233.17   1.464  11.0 - 17.6  1981Gur
  74 186 W      13.04    6.60   1.591  410.29   14.89    2.12   0.086   69.05   1.677  10.9 - 18.7  1981Gur
  75 185 Re     12.59    2.22   0.289  221.75   15.17    6.02   1.162  328.79   1.451  10.2 - 18.0  1973Gor
  75   0 Re     14.11    6.52   1.787  470.27                                   1.787  10.2 - 18.0  1975Vey
  76 186 Os     12.73    2.34   0.292  214.24   14.73    4.08   0.845  355.57   1.137  11.1 - 18.9  2015Var
  76 188 Os     12.81    2.83   0.460  281.11   14.93    3.83   0.861  388.79   1.321  10.8 - 18.9  2014Var
  76 189 Os     12.92    3.07   0.582  329.04   15.02    3.94   0.680  299.55   1.262  10.8 - 18.9  2014Var
  76 190 Os     13.10    3.34   0.715  372.87   15.12    3.80   0.541  247.98   1.255  10.8 - 18.9  2015Var
  76 192 Os     12.59    2.13   0.211  173.74   14.32    4.60   1.118  426.27   1.329  10.8 - 18.9  2015Var
  77 191 Ir     12.72    2.08   0.217  183.14   14.21    5.27   1.148  382.41   1.365  11.0 - 16.8  1978Go1
  77 193 Ir     12.86    1.90   0.247  229.81   14.30    5.62   1.132  356.07   1.379  11.0 - 16.8  1978Go1
  77   0 Ir     13.77    4.86   1.362  495.41                                   1.362  10.2 - 18.0  1975Vey
  78 194 Pt     13.42    3.61   0.918  453.02   15.97    6.16   0.386  111.63   1.304  11.0 - 17.8  1978Go1
  78 195 Pt     12.99    2.92   0.584  357.53   14.90    4.85   0.689  253.95   1.273  11.0 - 17.8  1978Go1
  78 196 Pt     13.28    3.10   0.597  345.43   14.81    7.51   0.808  192.99   1.405  11.0 - 17.8  1978Go1
  78 198 Pt     13.56    4.88   1.429  528.76                                   1.429  11.0 - 17.8  1978Go1
  79 197 Au     13.58    5.32   1.539  522.88                                   1.539  11.1 - 17.0  1981Gur
  81 203 Tl     14.04    3.77   0.886  436.99                                   0.886   9.0 - 17.9  1970Ant
  81 205 Tl     14.46    2.95   0.755  478.97                                   0.755  10.5 - 17.9  1970Ant
  82 206 Pb     13.58    3.83   1.041  512.45                                   1.041  10.0 - 17.0  1964Ha2
  82 207 Pb     13.55    3.95   1.002  479.80                                   1.002  10.0 - 17.0  1964Ha2
  82 208 Pb     13.37    3.93   1.337  645.49                                   1.337  10.9 - 18.8  2003Var
  82   0 Pb     13.48    3.99   1.341  637.69                                   1.341  12.1 - 16.9  1985Ahr
  83 209 Bi     13.79    5.02   1.546  588.63                                   1.546  10.9 - 18.3  1976Gu2
  90 232 Th     10.86    2.86   0.313  230.28   13.74    4.74   0.861  382.21   1.174  10.2 - 18.3  1976Gu1
  92 233 U      10.98    1.53   0.101  140.38   13.30    5.71   1.179  439.10   1.279   9.4 - 17.8  1986Be2
  92 234 U      11.18    2.41   0.429  379.61   14.03    4.46   0.834  398.77   1.263   9.4 - 17.8  1986Be2
  92 235 U      10.82    3.88   0.548  302.02   13.80    4.54   0.678  319.35   1.226   9.5 - 18.4  1976Gu1
  92 236 U      11.04    2.65   0.346  279.96   13.92    4.77   0.906  407.27   1.252   9.5 - 17.8  1980Ca1
  92 238 U      11.06    2.95   0.388  283.53   14.26    4.80   0.773  347.16   1.161   9.2 - 18.8  1976Gu1
  92   0 U      10.73    2.47   0.345  301.11   13.72    5.04   0.949  405.91   1.294  10.2 - 17.9  1985Ahr
  93 237 Np     10.99    2.20   0.316  310.02   14.08    4.66   1.157  535.89   1.473   9.4 - 17.8  1986Be2
  94 239 Pu     11.07    3.29   0.344  227.77   14.00    5.51   0.906  358.18   1.250   9.3 - 18.7  1976Gu1
