#Directory:       gdr_parameters_exp_new
#File:            gdr_parameter_recommended_exp_smlo.dat
#Date:            December 14, 2018
#     Experimental values of recommended GDR parameters
#     within  a Simplified version of the modified Lorentzian (SMLO) approach.
#     FORTRAN format of data reading for one entry is
#     FORMAT(2I4,1X,A2,2X,9F8.3,A22)
#
#  Z  A  El     Er1     Wr1     S1      CSp1     Er2     Wr2     S2     CSp2      S    E_{min}-E_{max} Ref.
#              [MeV]    [MeV]           [mb]    [MeV]   [MeV]           [mb]                 [MeV]
#----------------------------------------------------------------------------------------------------------
  32  72 Ge     17.85    6.22   1.461  159.50                                   1.461  10.0 - 24.0  1975Mcc
  32  74 Ge     14.42    2.46   0.115   32.43   17.47    8.37   1.159   96.06   1.274  13.1 - 20.8  1976Ca1
  32  76 Ge     15.42    3.62   0.197   38.51   18.69   13.81   1.604   82.19   1.801  13.1 - 20.8  1976Ca1
  33  75 As     15.25    4.73   0.401   59.84   18.16    6.73   0.563   59.05   0.964  13.1 - 20.9  1969Be1
  34  76 Se     15.86    6.50   1.365  150.72                                   1.365  13.1 - 19.7  1978Gur
  34  78 Se     15.23    4.67   0.527   82.67   18.76    5.68   0.512   66.04   1.039  13.1 - 20.8  1976Ca1
  34  80 Se     16.84    7.45   1.349  135.22                                   1.349  13.1 - 20.0  2016Va1
  34  82 Se     16.13    5.81   1.339  175.20                                   1.339  13.1 - 19.9  1978Gur
  37   0 Rb     16.92    4.93   1.147  185.68                                   1.147  10.6 - 17.9  1971Lep
  38   0 Sr     16.99    5.03   1.227  201.18                                   1.227  10.9 - 17.9  1971Lep
  39  89 Y      16.82    4.42   1.175  222.48                                   1.175  14.0 - 19.0  1971Le1
  40  90 Zr     16.90    4.13   1.226  251.98                                   1.226  14.9 - 18.5  2003Var
  40  91 Zr     16.64    4.32   0.917  181.76                                   0.917  14.0 - 18.9  1967Be2
  40  92 Zr     16.34    4.70   0.898  165.00                                   0.898  14.0 - 18.9  1967Be2
  40  94 Zr     16.35    5.52   0.991  157.58                                   0.991  14.0 - 18.9  1967Be2
  41  93 Nb     16.70    5.18   1.175  198.63                                   1.175  14.0 - 19.0  1971Le1
  42  92 Mo     17.28    5.05   1.368  236.19                                   1.368  14.4 - 19.0  2003Var
  42  94 Mo     16.73    6.04   1.268  186.31                                   1.268   9.6 - 18.9  1974Be3
  42  96 Mo     16.42    6.52   1.315  182.00                                   1.315  13.2 - 17.0  1974Be3
  42  98 Mo     15.96    6.17   1.257  186.76                                   1.257  13.2 - 18.9  1974Be3
  42 100 Mo     16.02    8.44   1.515  167.02                                   1.515  12.1 - 20.0  1974Be3
  45 103 Rh     16.59    8.44   1.638  187.85                                   1.638  13.1 - 19.0  2003Var
  46 108 Pd     16.15    8.26   1.390  169.74   18.09    1.65   0.075   45.85   1.465  10.0 - 19.0  1969Dea
  46   0 Pd     16.24    7.63   1.502  195.79                                   1.502  10.2 - 17.8  1971Lep
  47 107 Ag     16.05    7.51   1.338  179.36                                   1.338   9.5 - 19.0  1969Ish
  47 109 Ag     13.74    3.81   0.337   90.32   16.76    4.17   0.423  103.59   0.760  13.1 - 19.0  1969Ish
  47   0 Ag     16.39    8.03   1.555  194.95                                   1.555  13.2 - 18.9  1971Lep
  48   0 Cd     16.03    6.69   1.400  222.13                                   1.400  10.2 - 17.8  1971Lep
  49 115 In     15.91    6.00   1.353  242.23                                   1.353  13.2 - 17.8  1974Le1
  50 112 Sn     15.82    5.87   1.411  254.14                                   1.411  10.9 - 18.0  1974Sor
  50 114 Sn     16.08    6.74   1.500  238.62                                   1.500  13.1 - 18.0  1975Sor
  50 116 Sn     15.69    5.29   1.302  267.45                                   1.302  13.1 - 17.9  1974Le1
  50 117 Sn     15.77    5.29   1.232  254.71                                   1.232  13.2 - 17.8  1974Le1
  50 118 Sn     15.55    5.02   1.259  276.03                                   1.259  13.1 - 17.9  1974Le1
  50 119 Sn     15.65    5.09   1.144  248.89                                   1.144  13.0 - 17.9  1969Fu1
  50 120 Sn     15.50    5.26   1.334  282.55                                   1.334  13.1 - 17.9  1974Le1
  50 122 Sn     15.45    4.98   1.158  262.09                                   1.158  13.1 - 18.0  1975Sor
  50 124 Sn     15.41    5.06   1.198  269.85                                   1.198  13.1 - 18.0  2003Var
  51   0 Sb     15.62    5.59   1.356  273.38                                   1.356  10.2 - 17.8  1971Lep
  52 124 Te     15.36    5.81   1.394  276.72                                   1.394  12.0 - 18.9  1976Le2
  52 126 Te     15.27    5.62   1.407  292.05                                   1.407  12.0 - 18.9  1976Le2
  52 128 Te     15.23    5.55   1.414  300.47                                   1.414  12.0 - 18.9  1976Le2
  52 130 Te     15.21    5.19   1.377  316.19                                   1.377  12.0 - 18.9  1976Le2
  53 127 I      15.05    4.76   0.979  242.61   17.33    1.83   0.035   22.56   1.014  12.0 - 20.0  1999Bel
  55 133 Cs     15.44    5.50   1.397  312.95                                   1.397  12.0 - 19.0  1974Le1
  56 138 Ba     15.16    4.68   1.150  312.33                                   1.150  12.1 - 18.7  2016Va2
  56   0 Ba     15.46    5.57   1.511  344.80                                   1.511  10.1 - 17.8  1971Be4
  57 139 La     15.30    5.11   1.436  360.94                                   1.436  12.0 - 18.9  1972De1
  58 140 Ce     15.09    4.51   1.317  378.93                                   1.317  12.0 - 18.9  1976Le2
  58 142 Ce     14.95    5.24   1.313  328.39                                   1.313  12.0 - 18.9  1976Le2
  59 141 Pr     15.33    4.49   1.165  340.06                                   1.165  12.1 - 16.9  1987Ber
  60 142 Nd     15.02    4.41   1.205  361.62                                   1.205  13.1 - 18.0  2003Var
  60 143 Nd     15.08    4.99   1.281  341.49                                   1.281  12.0 - 19.0  1971Ca1
  60 144 Nd     15.17    5.56   1.295  311.38                                   1.295  12.0 - 18.9  1971Ca1
  60 145 Nd     15.14    6.75   1.456  289.80                                   1.456  12.0 - 18.9  1971Ca1
  60 146 Nd     14.88    6.04   1.361  304.19                                   1.361  12.0 - 18.9  1971Ca1
  60 148 Nd     13.34    5.41   0.623  156.93   15.79    4.57   0.552  164.60   1.175  10.8 - 18.6  1971Ca1
  60 150 Nd     12.49    3.93   0.556  194.54   16.23    4.85   0.696  197.33   1.252  10.8 - 18.6  1971Ca1
  62 144 Sm     15.37    4.53   1.274  379.27                                   1.274  12.1 - 18.9  1974Ca5
  62 148 Sm     14.91    5.15   1.260  336.69                                   1.260  12.1 - 18.9  1974Ca5
  62 150 Sm     14.76    6.01   1.340  309.77                                   1.340  12.1 - 18.9  1974Ca5
  62 152 Sm     12.56    3.53   0.511  202.99   15.97    4.77   0.704  206.96   1.215  10.9 - 18.8  1974Ca5
  62 154 Sm     12.31    3.27   0.483  208.97   15.95    5.53   0.729  186.51   1.212  10.9 - 18.6  1981Gur
  63 151 Eu     13.43    5.18   0.623  168.67   14.52    2.28   0.258  158.70   0.880  10.2 - 18.0  1971Vas
  63 153 Eu     12.47    3.26   0.416  180.63   16.07    5.48   0.769  198.64   1.185  10.9 - 18.7  1969Be8
  64 152 Gd     11.96    3.49   0.397  161.00   14.75    2.87   0.475  234.24   0.872  10.2 - 18.0  1971Vas
  64 154 Gd     12.09    3.08   0.380  176.27   15.10    3.09   0.493  227.94   0.873  10.2 - 18.0  1971Vas
  64 156 Gd     12.63    3.61   0.632  252.40   15.97    4.10   0.537  188.83   1.169  10.9 - 18.7  1981Gur
  64 158 Gd     12.00    3.37   0.449  193.78   15.19    2.97   0.473  231.63   0.921  10.2 - 18.0  1971Vas
  64 160 Gd     12.47    3.85   0.678  258.30   16.26    4.69   0.700  218.92   1.378  10.9 - 18.8  2003Var
  65 159 Tb     12.55    3.23   0.452  205.41   16.16    5.74   1.059  270.81   1.511  11.1 - 19.0  1976Gor
  67 165 Ho     12.47    2.84   0.445  238.17   15.59    3.78   0.520  209.10   0.965  11.1 - 18.7  1981Gur
  68 168 Er     12.33    4.18   0.698  258.17   15.65    3.58   0.516  222.84   1.214  10.9 - 18.8  1981Gur
  70 174 Yb     12.73    3.95   0.909  367.77   15.80    3.18   0.496  249.27   1.405  10.9 - 18.7  1981Gur
  71 175 Lu     12.44    2.99   0.456  245.80   15.65    4.32   0.699  260.78   1.155  11.0 - 18.7  1969Be6
  72 176 Hf     12.46    3.13   0.585  303.74   15.86    4.44   0.677  247.79   1.262  10.9 - 17.9  1977Gor
  72 178 Hf     12.59    4.95   1.126  372.55   15.65    3.00   0.401  218.91   1.527  10.8 - 18.6  1981Gur
  72 180 Hf     12.74    4.93   1.089  364.50   15.59    3.04   0.407  220.92   1.496  10.8 - 18.7  1981Gur
  73 181 Ta     12.36    3.41   0.638  311.29   15.26    4.71   0.774  273.41   1.412  10.8 - 18.6  1981Gur
  74 182 W      13.08    7.29   1.655  380.79   15.20    1.53   0.091   99.76   1.746  11.0 - 18.8  1981Gur
  74 184 W      12.27    5.17   1.144  373.92   15.10    3.15   0.347  186.15   1.491  11.0 - 17.6  1981Gur
  74 186 W      13.01    6.25   1.400  381.26   14.81    2.84   0.205  122.86   1.605  10.9 - 18.7  1981Gur
  75 185 Re     12.89    3.48   0.674  329.91   15.84    4.37   0.649  252.98   1.324  10.2 - 18.0  1973Gor
  75   0 Re     14.30    7.05   1.902  462.90                                   1.902  10.2 - 18.0  1975Vey
  76 186 Os     13.00    3.09   0.557  309.47   15.09    3.39   0.542  274.49   1.100  11.1 - 18.9  2015Var
  76 188 Os     13.14    3.59   0.794  382.50   15.22    2.98   0.507  294.24   1.301  10.8 - 18.9  2014Var
  76 189 Os     13.18    3.64   0.873  416.27   15.32    2.95   0.365  214.75   1.238  10.8 - 18.9  2014Var
  76 190 Os     13.21    3.59   0.881  427.44   15.28    2.93   0.348  206.88   1.229  10.8 - 18.9  2015Var
  76 192 Os     13.08    3.61   0.752  365.35   14.98    3.68   0.523  249.26   1.275  10.8 - 18.9  2015Var
  77 191 Ir     13.16    3.75   0.894  418.50   15.24    3.69   0.359  170.79   1.253  11.0 - 16.8  1978Go1
  77 193 Ir     12.85    1.64   0.149  160.61   14.18    5.94   1.322  393.43   1.471  11.0 - 16.8  1978Go1
  77   0 Ir     13.81    4.97   1.386  492.98                                   1.386  10.2 - 18.0  1975Vey
  78 194 Pt     13.66    4.29   1.203  499.56   16.70    4.55   0.088   34.46   1.291  11.0 - 17.8  1978Go1
  78 195 Pt     13.28    3.71   0.964  464.49   15.44    3.56   0.273  137.09   1.237  11.0 - 17.8  1978Go1
  78 196 Pt     13.38    2.87   0.376  235.00   14.18    6.94   1.067  275.78   1.443  11.0 - 17.8  1978Go1
  78 198 Pt     13.62    4.83   1.426  533.11                                   1.426  11.0 - 17.8  1978Go1
  79 197 Au     13.72    5.43   1.570  522.61                                   1.570  11.1 - 17.0  1981Gur
  81 203 Tl     14.06    3.95   0.926  435.91                                   0.926   9.0 - 17.9  1970Ant
  81 205 Tl     14.47    2.93   0.756  482.88                                   0.756  10.5 - 17.9  1970Ant
  82 206 Pb     13.61    4.01   1.072  504.02                                   1.072  10.0 - 17.0  1964Ha2
  82 207 Pb     13.57    4.22   1.042  467.03                                   1.042  10.0 - 17.0  1964Ha2
  82 208 Pb     13.34    3.64   1.270  662.00                                   1.270  10.9 - 18.8  2003Var
  82   0 Pb     13.58    4.05   1.356  635.27                                   1.356  12.1 - 16.9  1985Ahr
  83 209 Bi     13.87    5.04   1.559  591.22                                   1.559  10.9 - 18.3  1976Gu2
  90 232 Th     11.10    3.51   0.477  285.95   13.97    4.22   0.671  334.57   1.148  10.2 - 18.3  1976Gu1
  92 233 U      11.01    2.23   0.220  209.80   13.68    5.38   1.022  403.97   1.243   9.4 - 17.8  1986Be2
  92 234 U      11.30    2.83   0.568  428.01   14.23    4.04   0.670  353.66   1.238   9.4 - 17.8  1986Be2
  92 235 U      11.11    4.52   0.730  345.36   13.92    3.88   0.489  269.50   1.219   9.5 - 18.4  1976Gu1
  92 236 U      11.25    3.34   0.530  340.25   14.18    4.25   0.696  351.15   1.226   9.5 - 17.8  1980Ca1
  92 238 U      11.24    3.54   0.533  324.58   14.45    4.26   0.604  305.65   1.137   9.2 - 18.8  1976Gu1
  92   0 U      10.86    2.83   0.464  353.45   13.96    4.69   0.801  368.18   1.264  10.2 - 17.9  1985Ahr
  93 237 Np     11.10    2.72   0.462  366.61   14.27    4.27   0.986  498.40   1.448   9.4 - 17.8  1986Be2
  94 239 Pu     11.47    4.50   0.626  303.03   14.37    4.76   0.609  278.70   1.234   9.3 - 18.7  1976Gu1
